"cluster_set","featset","focgene","subtype","accuracy"
"70_7","cds_compbias","HA","H10N8",1
"70_7","cds_compbias","HA","H16N3",0
"70_7","cds_compbias","HA","H3N8",1
"70_7","cds_compbias","HA","H4N6",0
"70_7","cds_compbias","HA","H4N8",0.920168067226891
"70_7","cds_compbias","HA","H5N1",1
"70_7","cds_compbias","HA","H5N6",0.583333333333333
"70_7","cds_compbias","HA","H7N3",1
"70_7","cds_compbias","HA","H7N4",1
"70_7","cds_compbias","HA","H7N7",1
"70_7","cds_compbias","HA","H7N9",0.973214285714286
"70_7","cds_compbias","HA","H8N4",0
"70_7","cds_compbias","HA","H9N2",1
"70_7","nuc_2mer","HA","H10N8",1
"70_7","nuc_2mer","HA","H16N3",0.00377358490566038
"70_7","nuc_2mer","HA","H3N8",1
"70_7","nuc_2mer","HA","H4N6",0
"70_7","nuc_2mer","HA","H4N8",0.466386554621849
"70_7","nuc_2mer","HA","H5N1",0.598540145985402
"70_7","nuc_2mer","HA","H5N6",0.333333333333333
"70_7","nuc_2mer","HA","H7N3",0.5
"70_7","nuc_2mer","HA","H7N4",1
"70_7","nuc_2mer","HA","H7N7",1
"70_7","nuc_2mer","HA","H7N9",0.839285714285714
"70_7","nuc_2mer","HA","H8N4",0.125
"70_7","nuc_2mer","HA","H9N2",0.615384615384615
"70_7","nuc_3mer","HA","H10N8",0
"70_7","nuc_3mer","HA","H16N3",0.99622641509434
"70_7","nuc_3mer","HA","H3N8",0
"70_7","nuc_3mer","HA","H4N6",0.76521116678597
"70_7","nuc_3mer","HA","H4N8",1
"70_7","nuc_3mer","HA","H5N1",0
"70_7","nuc_3mer","HA","H5N6",0.166666666666667
"70_7","nuc_3mer","HA","H7N3",0
"70_7","nuc_3mer","HA","H7N4",0
"70_7","nuc_3mer","HA","H7N7",0
"70_7","nuc_3mer","HA","H7N9",0.0580357142857143
"70_7","nuc_3mer","HA","H8N4",1
"70_7","nuc_3mer","HA","H9N2",0
"70_7","nuc_4mer","HA","H10N8",0
"70_7","nuc_4mer","HA","H16N3",1
"70_7","nuc_4mer","HA","H3N8",0
"70_7","nuc_4mer","HA","H4N6",1
"70_7","nuc_4mer","HA","H4N8",1
"70_7","nuc_4mer","HA","H5N1",0
"70_7","nuc_4mer","HA","H5N6",0.916666666666667
"70_7","nuc_4mer","HA","H7N3",0
"70_7","nuc_4mer","HA","H7N4",0
"70_7","nuc_4mer","HA","H7N7",0
"70_7","nuc_4mer","HA","H7N9",0
"70_7","nuc_4mer","HA","H8N4",1
"70_7","nuc_4mer","HA","H9N2",0
"70_7","nuc_5mer","HA","H10N8",1
"70_7","nuc_5mer","HA","H16N3",0.00377358490566038
"70_7","nuc_5mer","HA","H3N8",1
"70_7","nuc_5mer","HA","H4N6",0
"70_7","nuc_5mer","HA","H4N8",0.218487394957983
"70_7","nuc_5mer","HA","H5N1",0.846715328467153
"70_7","nuc_5mer","HA","H5N6",1
"70_7","nuc_5mer","HA","H7N3",1
"70_7","nuc_5mer","HA","H7N4",1
"70_7","nuc_5mer","HA","H7N7",1
"70_7","nuc_5mer","HA","H7N9",0.899553571428571
"70_7","nuc_5mer","HA","H8N4",0.0328947368421053
"70_7","nuc_5mer","HA","H9N2",0.538461538461538
"70_7","nuc_6mer","HA","H10N8",0
"70_7","nuc_6mer","HA","H16N3",1
"70_7","nuc_6mer","HA","H3N8",0
"70_7","nuc_6mer","HA","H4N6",1
"70_7","nuc_6mer","HA","H4N8",1
"70_7","nuc_6mer","HA","H5N1",0
"70_7","nuc_6mer","HA","H5N6",0.833333333333333
"70_7","nuc_6mer","HA","H7N3",0
"70_7","nuc_6mer","HA","H7N4",0
"70_7","nuc_6mer","HA","H7N7",0
"70_7","nuc_6mer","HA","H7N9",0
"70_7","nuc_6mer","HA","H8N4",1
"70_7","nuc_6mer","HA","H9N2",0
"70_7","prot_2mer","HA","H10N8",0
"70_7","prot_2mer","HA","H16N3",0.818867924528302
"70_7","prot_2mer","HA","H3N8",0
"70_7","prot_2mer","HA","H4N6",0.953471725125268
"70_7","prot_2mer","HA","H4N8",1
"70_7","prot_2mer","HA","H5N1",0
"70_7","prot_2mer","HA","H5N6",0.666666666666667
"70_7","prot_2mer","HA","H7N3",0
"70_7","prot_2mer","HA","H7N4",0
"70_7","prot_2mer","HA","H7N7",0
"70_7","prot_2mer","HA","H7N9",0
"70_7","prot_2mer","HA","H8N4",0.947368421052632
"70_7","prot_2mer","HA","H9N2",0
"70_7","prot_ctdc","HA","H10N8",1
"70_7","prot_ctdc","HA","H16N3",0.177358490566038
"70_7","prot_ctdc","HA","H3N8",1
"70_7","prot_ctdc","HA","H4N6",0.689334287759485
"70_7","prot_ctdc","HA","H4N8",0
"70_7","prot_ctdc","HA","H5N1",0.912408759124088
"70_7","prot_ctdc","HA","H5N6",1
"70_7","prot_ctdc","HA","H7N3",0
"70_7","prot_ctdc","HA","H7N4",1
"70_7","prot_ctdc","HA","H7N7",1
"70_7","prot_ctdc","HA","H7N9",0.772321428571429
"70_7","prot_ctdc","HA","H8N4",0
"70_7","prot_ctdc","HA","H9N2",0.230769230769231
"70_7","prot_ctdd","HA","H10N8",0
"70_7","prot_ctdd","HA","H16N3",0
"70_7","prot_ctdd","HA","H3N8",1
"70_7","prot_ctdd","HA","H4N6",0.936292054402291
"70_7","prot_ctdd","HA","H4N8",0
"70_7","prot_ctdd","HA","H5N1",0.401459854014599
"70_7","prot_ctdd","HA","H5N6",1
"70_7","prot_ctdd","HA","H7N3",1
"70_7","prot_ctdd","HA","H7N4",1
"70_7","prot_ctdd","HA","H7N7",1
"70_7","prot_ctdd","HA","H7N9",0.0379464285714286
"70_7","prot_ctdd","HA","H8N4",0
"70_7","prot_ctdd","HA","H9N2",1
"70_7","prot_ctdt","HA","H10N8",0
"70_7","prot_ctdt","HA","H16N3",0.550943396226415
"70_7","prot_ctdt","HA","H3N8",0
"70_7","prot_ctdt","HA","H4N6",0.611309949892627
"70_7","prot_ctdt","HA","H4N8",0.920168067226891
"70_7","prot_ctdt","HA","H5N1",0.489051094890511
"70_7","prot_ctdt","HA","H5N6",0.916666666666667
"70_7","prot_ctdt","HA","H7N3",0.5
"70_7","prot_ctdt","HA","H7N4",1
"70_7","prot_ctdt","HA","H7N7",1
"70_7","prot_ctdt","HA","H7N9",0.138392857142857
"70_7","prot_ctdt","HA","H8N4",0.467105263157895
"70_7","prot_ctdt","HA","H9N2",0
"70_7","prot_ctriad","HA","H10N8",0
"70_7","prot_ctriad","HA","H16N3",1
"70_7","prot_ctriad","HA","H3N8",0
"70_7","prot_ctriad","HA","H4N6",1
"70_7","prot_ctriad","HA","H4N8",1
"70_7","prot_ctriad","HA","H5N1",0
"70_7","prot_ctriad","HA","H5N6",0.583333333333333
"70_7","prot_ctriad","HA","H7N3",0
"70_7","prot_ctriad","HA","H7N4",0
"70_7","prot_ctriad","HA","H7N7",0
"70_7","prot_ctriad","HA","H7N9",0
"70_7","prot_ctriad","HA","H8N4",1
"70_7","prot_ctriad","HA","H9N2",0
"70_7","prot_pseaac","HA","H10N8",0
"70_7","prot_pseaac","HA","H16N3",0
"70_7","prot_pseaac","HA","H3N8",1
"70_7","prot_pseaac","HA","H4N6",0.593414459556192
"70_7","prot_pseaac","HA","H4N8",0.815126050420168
"70_7","prot_pseaac","HA","H5N1",0.802919708029197
"70_7","prot_pseaac","HA","H5N6",0.916666666666667
"70_7","prot_pseaac","HA","H7N3",0
"70_7","prot_pseaac","HA","H7N4",1
"70_7","prot_pseaac","HA","H7N7",1
"70_7","prot_pseaac","HA","H7N9",0.950892857142857
"70_7","prot_pseaac","HA","H8N4",0.0328947368421053
"70_7","prot_pseaac","HA","H9N2",0.615384615384615
"70_7","cds_compbias","M1","H10N8",1
"70_7","cds_compbias","M1","H16N3",0
"70_7","cds_compbias","M1","H3N8",1
"70_7","cds_compbias","M1","H4N6",0.715103793843951
"70_7","cds_compbias","M1","H4N8",0.0336134453781513
"70_7","cds_compbias","M1","H5N1",0.948905109489051
"70_7","cds_compbias","M1","H5N6",1
"70_7","cds_compbias","M1","H7N3",1
"70_7","cds_compbias","M1","H7N4",1
"70_7","cds_compbias","M1","H7N7",1
"70_7","cds_compbias","M1","H7N9",0.484375
"70_7","cds_compbias","M1","H8N4",0.763157894736842
"70_7","cds_compbias","M1","H9N2",0.846153846153846
"70_7","nuc_2mer","M1","H10N8",0
"70_7","nuc_2mer","M1","H16N3",0.350943396226415
"70_7","nuc_2mer","M1","H3N8",1
"70_7","nuc_2mer","M1","H4N6",0.1932712956335
"70_7","nuc_2mer","M1","H4N8",0.747899159663866
"70_7","nuc_2mer","M1","H5N1",0.138686131386861
"70_7","nuc_2mer","M1","H5N6",0.666666666666667
"70_7","nuc_2mer","M1","H7N3",0
"70_7","nuc_2mer","M1","H7N4",1
"70_7","nuc_2mer","M1","H7N7",0
"70_7","nuc_2mer","M1","H7N9",0.377232142857143
"70_7","nuc_2mer","M1","H8N4",0.756578947368421
"70_7","nuc_2mer","M1","H9N2",0.692307692307692
"70_7","nuc_3mer","M1","H10N8",1
"70_7","nuc_3mer","M1","H16N3",0.0867924528301887
"70_7","nuc_3mer","M1","H3N8",1
"70_7","nuc_3mer","M1","H4N6",0.778811739441661
"70_7","nuc_3mer","M1","H4N8",0.903361344537815
"70_7","nuc_3mer","M1","H5N1",0.102189781021898
"70_7","nuc_3mer","M1","H5N6",0.5
"70_7","nuc_3mer","M1","H7N3",0.5
"70_7","nuc_3mer","M1","H7N4",0
"70_7","nuc_3mer","M1","H7N7",0
"70_7","nuc_3mer","M1","H7N9",0.395089285714286
"70_7","nuc_3mer","M1","H8N4",0.993421052631579
"70_7","nuc_3mer","M1","H9N2",0.769230769230769
"70_7","nuc_4mer","M1","H10N8",0
"70_7","nuc_4mer","M1","H16N3",0.826415094339623
"70_7","nuc_4mer","M1","H3N8",1
"70_7","nuc_4mer","M1","H4N6",0.735146743020759
"70_7","nuc_4mer","M1","H4N8",0.882352941176471
"70_7","nuc_4mer","M1","H5N1",0
"70_7","nuc_4mer","M1","H5N6",0.166666666666667
"70_7","nuc_4mer","M1","H7N3",0.5
"70_7","nuc_4mer","M1","H7N4",0
"70_7","nuc_4mer","M1","H7N7",0
"70_7","nuc_4mer","M1","H7N9",0.292410714285714
"70_7","nuc_4mer","M1","H8N4",0.993421052631579
"70_7","nuc_4mer","M1","H9N2",0.769230769230769
"70_7","nuc_5mer","M1","H10N8",0
"70_7","nuc_5mer","M1","H16N3",0
"70_7","nuc_5mer","M1","H3N8",1
"70_7","nuc_5mer","M1","H4N6",0.750894774516822
"70_7","nuc_5mer","M1","H4N8",0.789915966386555
"70_7","nuc_5mer","M1","H5N1",0
"70_7","nuc_5mer","M1","H5N6",0.583333333333333
"70_7","nuc_5mer","M1","H7N3",0.5
"70_7","nuc_5mer","M1","H7N4",1
"70_7","nuc_5mer","M1","H7N7",0
"70_7","nuc_5mer","M1","H7N9",0.633928571428571
"70_7","nuc_5mer","M1","H8N4",0.940789473684211
