"cluster_set","featset","focgene","subtype","accuracy"
"60_6","cds_compbias","HA","H10N8",1
"60_6","cds_compbias","HA","H16N3",0
"60_6","cds_compbias","HA","H3N8",0
"60_6","cds_compbias","HA","H4N6",0.966356478167502
"60_6","cds_compbias","HA","H4N8",0.957983193277311
"60_6","cds_compbias","HA","H5N1",0.970802919708029
"60_6","cds_compbias","HA","H5N6",1
"60_6","cds_compbias","HA","H7N3",0
"60_6","cds_compbias","HA","H7N4",1
"60_6","cds_compbias","HA","H7N7",1
"60_6","cds_compbias","HA","H7N9",0.984375
"60_6","cds_compbias","HA","H8N4",0
"60_6","cds_compbias","HA","H9N2",0
"60_6","nuc_2mer","HA","H10N8",0
"60_6","nuc_2mer","HA","H16N3",0
"60_6","nuc_2mer","HA","H3N8",0
"60_6","nuc_2mer","HA","H4N6",0.624910522548318
"60_6","nuc_2mer","HA","H4N8",0.638655462184874
"60_6","nuc_2mer","HA","H5N1",0.686131386861314
"60_6","nuc_2mer","HA","H5N6",1
"60_6","nuc_2mer","HA","H7N3",1
"60_6","nuc_2mer","HA","H7N4",1
"60_6","nuc_2mer","HA","H7N7",1
"60_6","nuc_2mer","HA","H7N9",0.71875
"60_6","nuc_2mer","HA","H8N4",0
"60_6","nuc_2mer","HA","H9N2",0.384615384615385
"60_6","nuc_3mer","HA","H10N8",0
"60_6","nuc_3mer","HA","H16N3",0.69811320754717
"60_6","nuc_3mer","HA","H3N8",0
"60_6","nuc_3mer","HA","H4N6",0.954187544738726
"60_6","nuc_3mer","HA","H4N8",0.991596638655462
"60_6","nuc_3mer","HA","H5N1",0.102189781021898
"60_6","nuc_3mer","HA","H5N6",1
"60_6","nuc_3mer","HA","H7N3",0
"60_6","nuc_3mer","HA","H7N4",1
"60_6","nuc_3mer","HA","H7N7",1
"60_6","nuc_3mer","HA","H7N9",0
"60_6","nuc_3mer","HA","H8N4",1
"60_6","nuc_3mer","HA","H9N2",0
"60_6","nuc_4mer","HA","H10N8",1
"60_6","nuc_4mer","HA","H16N3",0
"60_6","nuc_4mer","HA","H3N8",0
"60_6","nuc_4mer","HA","H4N6",0.540443808160344
"60_6","nuc_4mer","HA","H4N8",0.69327731092437
"60_6","nuc_4mer","HA","H5N1",0.722627737226277
"60_6","nuc_4mer","HA","H5N6",1
"60_6","nuc_4mer","HA","H7N3",0
"60_6","nuc_4mer","HA","H7N4",1
"60_6","nuc_4mer","HA","H7N7",1
"60_6","nuc_4mer","HA","H7N9",0.158482142857143
"60_6","nuc_4mer","HA","H8N4",0
"60_6","nuc_4mer","HA","H9N2",0.461538461538462
"60_6","nuc_5mer","HA","H10N8",1
"60_6","nuc_5mer","HA","H16N3",0
"60_6","nuc_5mer","HA","H3N8",1
"60_6","nuc_5mer","HA","H4N6",0.856836077308518
"60_6","nuc_5mer","HA","H4N8",0.941176470588235
