"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"70_7","cds_compbias","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","cds_compbias","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_2mer","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_2mer","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_3mer","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_3mer","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_4mer","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_4mer","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_5mer","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_5mer","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_6mer","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_6mer","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_2mer","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_2mer","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctdc","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctdc","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctdd","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctdd","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctdt","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctdt","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctriad","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_ctriad","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_pseaac","HA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","prot_pseaac","HA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","cds_compbias","M1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","cds_compbias","M1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_2mer","M1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"70_7","nuc_2mer","M1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.5,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
