"cluster_set","featset","focgene","subtype","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","nuc_2mer","PB1","H5N1","gini",45,4,0.932330827067669,0.552756011237537,0.0231744887329661,0.103979345183476
"70_7","nuc_2mer","PB1","H5N6","gini",5,4,0.935686063298121,0.560947374719318,0.0117232129199754,0.064334345291258
"70_7","nuc_2mer","PB1","H5N6","gini",25,4,0.927648227669109,0.54671842473113,0.0104923261357916,0.0579315688979368
"70_7","nuc_2mer","PB1","H5N6","gini",45,4,0.918664754992644,0.524229863642238,0.0106379237889381,0.0630270848103548
"70_7","nuc_2mer","PB1","H7N3","gini",5,4,0.937631995880944,0.554876543375629,0.00875160858646128,0.0890259025593562
"70_7","nuc_2mer","PB1","H7N3","gini",25,4,0.926654402550837,0.529454893971988,0.0095110703395737,0.0803017944151011
"70_7","nuc_2mer","PB1","H7N3","gini",45,4,0.916170593416955,0.493845613813799,0.00734940342249578,0.0658723987943914
"70_7","nuc_2mer","PB1","H7N4","gini",5,4,0.941193854704865,0.594907434825241,0.00813259450282648,0.0771190698882095
"70_7","nuc_2mer","PB1","H7N4","gini",25,4,0.931161994842582,0.561866262290646,0.0106458958317161,0.0812732158540313
"70_7","nuc_2mer","PB1","H7N4","gini",45,4,0.923039426425538,0.537768527240756,0.00706322991777654,0.0638760063875218
"70_7","nuc_2mer","PB1","H7N7","gini",5,4,0.937960522322077,0.573268007646126,0.0151075627836199,0.0883522540152375
"70_7","nuc_2mer","PB1","H7N7","gini",25,4,0.929438674596405,0.564412973345341,0.0190168671778388,0.0899628874866956
"70_7","nuc_2mer","PB1","H7N7","gini",45,4,0.925168768820269,0.556442189733565,0.0206705617520645,0.0819467215419753
"70_7","nuc_2mer","PB1","H7N9","gini",5,4,0.973562933832846,0.271365081704636,0.00462470511195467,0.200761266010643
"70_7","nuc_2mer","PB1","H7N9","gini",25,4,0.970973599107109,0.24795797640432,0.00380499339823254,0.185354850289608
"70_7","nuc_2mer","PB1","H7N9","gini",45,4,0.968381579727525,0.231578431200498,0.00495851350831822,0.176003700853331
"70_7","nuc_2mer","PB1","H8N4","gini",5,4,0.939174119641166,0.563905734057761,0.00810878587390533,0.0798019649735455
"70_7","nuc_2mer","PB1","H8N4","gini",25,4,0.928800064546091,0.536883675332358,0.00924882256496047,0.0651997667642264
"70_7","nuc_2mer","PB1","H8N4","gini",45,4,0.922669083209358,0.524760538092916,0.0124603366665588,0.0647064034796339
"70_7","nuc_2mer","PB1","H9N2","gini",5,4,0.952465002046664,0.685994282366537,0.011194798396294,0.0638926975619114
"70_7","nuc_2mer","PB1","H9N2","gini",25,4,0.946166189111748,0.66657988600955,0.0145073758308633,0.0682339658854978
"70_7","nuc_2mer","PB1","H9N2","gini",45,4,0.941581661891117,0.649108555681243,0.0156371193998111,0.067814623111401
"70_7","nuc_3mer","PB1","H10N8","gini",5,8,0.939704630788486,0.552514163188345,0.00639749998555321,0.0694519132861326
"70_7","nuc_3mer","PB1","H10N8","gini",25,8,0.934525935196774,0.549667862755985,0.0038782467209588,0.0385564343674958
"70_7","nuc_3mer","PB1","H10N8","gini",45,8,0.93452816020025,0.563772408246202,0.00749706122395491,0.0317760811917087
"70_7","nuc_3mer","PB1","H16N3","gini",5,8,0.943262289793546,0.591509236765596,0.00334442240971745,0.0517382252579876
"70_7","nuc_3mer","PB1","H16N3","gini",25,8,0.942790591680339,0.608734903456772,0.00194156247169362,0.0301068724448603
"70_7","nuc_3mer","PB1","H16N3","gini",45,8,0.940898213029782,0.608477978561758,0.00167456427073562,0.0266133267043155
"70_7","nuc_3mer","PB1","H3N8","gini",5,8,0.937978016945271,0.583418583107398,0.00675057446693484,0.0395737809956824
"70_7","nuc_3mer","PB1","H3N8","gini",25,8,0.935456580922576,0.592952023443849,0.00600166178953311,0.035067588562095
"70_7","nuc_3mer","PB1","H3N8","gini",45,8,0.933438923237412,0.59536410613853,0.00515560386135107,0.0294046113493407
"70_7","nuc_3mer","PB1","H4N6","gini",5,8,0.934039213700745,0.562908751022129,0.00997232519748663,0.0613602322754768
"70_7","nuc_3mer","PB1","H4N6","gini",25,8,0.935044238826374,0.589127401169355,0.00653258655048826,0.0498320279629346
"70_7","nuc_3mer","PB1","H4N6","gini",45,8,0.931519056238371,0.580518906649841,0.00453403966800352,0.0446701769320424
"70_7","nuc_3mer","PB1","H4N8","gini",5,8,0.942736938814382,0.604096415335906,0.0135167977592593,0.0674545960361665
"70_7","nuc_3mer","PB1","H4N8","gini",25,8,0.940372872620528,0.608043788567587,0.0131952816409692,0.0664155511018585
"70_7","nuc_3mer","PB1","H4N8","gini",45,8,0.938003204374083,0.60228613693787,0.0121068758005815,0.067123625288729
"70_7","nuc_3mer","PB1","H5N1","gini",5,8,0.946867167919799,0.593117631583797,0.0120717740138269,0.100872086735875
"70_7","nuc_3mer","PB1","H5N1","gini",25,8,0.93984962406015,0.571044483645513,0.0178103639142254,0.116140583359512
"70_7","nuc_3mer","PB1","H5N1","gini",45,8,0.938345864661654,0.579098187649129,0.0174180955928763,0.100541760801959
"70_7","nuc_3mer","PB1","H5N6","gini",5,8,0.940417572772249,0.588499253744812,0.0105500482278034,0.0846933296438003
"70_7","nuc_3mer","PB1","H5N6","gini",25,8,0.937580688054669,0.593990651755903,0.0126255663549627,0.0907105859136687
"70_7","nuc_3mer","PB1","H5N6","gini",45,8,0.932852545097052,0.577493090081553,0.0114697468441323,0.0879643763275486
"70_7","nuc_3mer","PB1","H7N3","gini",5,8,0.939627002146375,0.564937260562283,0.0133265820659469,0.106801274498922
"70_7","nuc_3mer","PB1","H7N3","gini",25,8,0.937128261435962,0.575689653501655,0.0122601023328612,0.0877237308827191
"70_7","nuc_3mer","PB1","H7N3","gini",45,8,0.934633248967134,0.568905667713363,0.00921247489899133,0.0761199604616823
"70_7","nuc_3mer","PB1","H7N4","gini",5,8,0.943107741256721,0.607010702618797,0.00891571247350594,0.0633926172294783
"70_7","nuc_3mer","PB1","H7N4","gini",25,8,0.935463641739199,0.581305823205867,0.00387794170592896,0.0410178377424379
"70_7","nuc_3mer","PB1","H7N4","gini",45,8,0.934985172839678,0.585308481282099,0.00625000784017994,0.0535904583103201
"70_7","nuc_3mer","PB1","H7N7","gini",5,8,0.941747520519547,0.598576889908538,0.0128541663622137,0.0953030781578665
"70_7","nuc_3mer","PB1","H7N7","gini",25,8,0.94174863560745,0.62950148408269,0.0113359143331186,0.0548603242256764
"70_7","nuc_3mer","PB1","H7N7","gini",45,8,0.939857387974983,0.624632971226346,0.0134634416742405,0.0615869354691067
"70_7","nuc_3mer","PB1","H7N9","gini",5,8,0.976679816949729,0.297022258293842,0.00545307328858631,0.150042098402495
"70_7","nuc_3mer","PB1","H7N9","gini",25,8,0.976160336430248,0.288940773227062,0.00458681339133549,0.137323520836203
"70_7","nuc_3mer","PB1","H7N9","gini",45,8,0.976679816949729,0.311035101375191,0.00545307328858631,0.174350262047471
"70_7","nuc_3mer","PB1","H8N4","gini",5,8,0.940114175738541,0.571348166744104,0.00687868530546271,0.0668888363538189
"70_7","nuc_3mer","PB1","H8N4","gini",25,8,0.941057577212606,0.598115203068715,0.0069508973012177,0.0558748527974615
"70_7","nuc_3mer","PB1","H8N4","gini",45,8,0.938697966273355,0.594389001970593,0.00773402189492778,0.0575507428629851
"70_7","nuc_3mer","PB1","H9N2","gini",5,8,0.95876545231273,0.726867507682555,0.00772249975141401,0.0398727846197639
"70_7","nuc_3mer","PB1","H9N2","gini",25,8,0.953609496520671,0.70839178353921,0.0117027028413753,0.058634563159475
"70_7","nuc_3mer","PB1","H9N2","gini",45,8,0.951318870241506,0.701701168771275,0.0134318917718043,0.067927851136631
"70_7","nuc_4mer","PB1","H10N8","gini",5,16,0.939231817549715,0.561470602383858,0.00738431210132916,0.0663983364333662
"70_7","nuc_4mer","PB1","H10N8","gini",25,16,0.939711305798915,0.58935444092943,0.00751903519590469,0.0275899419233554
"70_7","nuc_4mer","PB1","H10N8","gini",45,16,0.937828952857739,0.581591382707182,0.00853777443522324,0.0244830980631108
"70_7","nuc_4mer","PB1","H16N3","gini",5,16,0.943731741800762,0.599064968968102,0.00316392309973306,0.0324952434184294
"70_7","nuc_4mer","PB1","H16N3","gini",25,16,0.939950345731204,0.594744699431892,0.00363549152221621,0.0360973572711473
"70_7","nuc_4mer","PB1","H16N3","gini",45,16,0.93711009978207,0.582733373357192,0.00646661317562322,0.0437267728022577
"70_7","nuc_4mer","PB1","H3N8","gini",5,16,0.943020888990662,0.618286340610671,0.0104489671041187,0.0582059205681098
"70_7","nuc_4mer","PB1","H3N8","gini",25,16,0.937470422105183,0.607627891520491,0.00762152922235148,0.0452399445839387
"70_7","nuc_4mer","PB1","H3N8","gini",45,16,0.937978016945271,0.621719596971921,0.0105920166466167,0.0639153798843954
"70_7","nuc_4mer","PB1","H4N6","gini",5,16,0.934040479475463,0.55644476549192,0.0168290758503847,0.10481192670092
"70_7","nuc_4mer","PB1","H4N6","gini",25,16,0.931020340999709,0.556658744752158,0.00949296270812969,0.0672601788044593
"70_7","nuc_4mer","PB1","H4N6","gini",45,16,0.931521587787806,0.572436043851642,0.00822904958521335,0.0561794036624907
"70_7","nuc_4mer","PB1","H4N8","gini",5,16,0.946998980426428,0.622976031249033,0.0100879451053782,0.0778162125809998
"70_7","nuc_4mer","PB1","H4N8","gini",25,16,0.942264125575611,0.614031847907386,0.00827630838740795,0.063745247960378
"70_7","nuc_4mer","PB1","H4N8","gini",45,16,0.94084456544878,0.610654281318744,0.0110743565655937,0.0728323098910148
"70_7","nuc_4mer","PB1","H5N1","gini",5,16,0.947869674185464,0.603771105505953,0.0125813537824673,0.0886711704494476
"70_7","nuc_4mer","PB1","H5N1","gini",25,16,0.943859649122807,0.594695482240714,0.0141332051928538,0.0768567586323299
"70_7","nuc_4mer","PB1","H5N1","gini",45,16,0.93984962406015,0.578773537319261,0.0148272676268161,0.0796613373132192
"70_7","nuc_4mer","PB1","H5N6","gini",5,16,0.939939178620707,0.587008971606426,0.0125367425690678,0.0929241584347425
"70_7","nuc_4mer","PB1","H5N6","gini",25,16,0.93994699506956,0.61178868762909,0.00800060188461487,0.0650050069364932
"70_7","nuc_4mer","PB1","H5N6","gini",45,16,0.934272099938927,0.592259756569087,0.0115614191195229,0.0811714020192842
"70_7","nuc_4mer","PB1","H7N3","gini",5,16,0.941129495911961,0.576196157392397,0.0107262838272894,0.093634537177785
"70_7","nuc_4mer","PB1","H7N3","gini",25,16,0.937140711653702,0.568315420451703,0.0117869533535108,0.101825365758568
"70_7","nuc_4mer","PB1","H7N3","gini",45,16,0.935136983412116,0.568980993166772,0.010970665316858,0.0845834432901754
"70_7","nuc_4mer","PB1","H7N4","gini",5,16,0.941673476488704,0.597691017243782,0.0104260148640869,0.0883684997890981
"70_7","nuc_4mer","PB1","H7N4","gini",25,16,0.93642173242256,0.591478423302579,0.00626365244472843,0.0523123614912988
"70_7","nuc_4mer","PB1","H7N4","gini",45,16,0.935943263523039,0.593062487574367,0.0068796159101635,0.0590763825568829
"70_7","nuc_4mer","PB1","H7N7","gini",5,16,0.944111581390785,0.625013884729923,0.0126470014624978,0.07050890256736
"70_7","nuc_4mer","PB1","H7N7","gini",25,16,0.941746400109028,0.632372621455652,0.0113571327188884,0.0523834147931152
"70_7","nuc_4mer","PB1","H7N7","gini",45,16,0.940800773631487,0.634596763342618,0.0124528806896193,0.054998132678629
"70_7","nuc_4mer","PB1","H7N9","gini",5,16,0.98030273645167,0.398583750328954,0.00503702843099624,0.214222644842839
"70_7","nuc_4mer","PB1","H7N9","gini",25,16,0.979266467021618,0.382485348519564,0.00407743663920763,0.198442732012148
"70_7","nuc_4mer","PB1","H7N9","gini",45,16,0.979784601736644,0.389460636583073,0.00424008928831872,0.203692045482883
"70_7","nuc_4mer","PB1","H8N4","gini",5,16,0.942938820275869,0.58593387210072,0.0111792526274092,0.0957689613567096
"70_7","nuc_4mer","PB1","H8N4","gini",25,16,0.939164104501696,0.585407199727714,0.0118111058294729,0.0845881680651753
"70_7","nuc_4mer","PB1","H8N4","gini",45,16,0.936335020452715,0.57320638813177,0.011410813267307,0.0806647370014945
"70_7","nuc_4mer","PB1","H9N2","gini",5,16,0.960483012689316,0.734362731310591,0.00979031273286167,0.0568754794427977
"70_7","nuc_4mer","PB1","H9N2","gini",25,16,0.961057715923045,0.745044212664353,0.0111878407374136,0.0640896353782665
"70_7","nuc_4mer","PB1","H9N2","gini",45,16,0.958770364306181,0.736640905529349,0.0139420386686062,0.0783451406637097
"70_7","nuc_5mer","PB1","H10N8","gini",5,32,0.94064803226255,0.57856120934495,0.00588338579389863,0.0522914288060601
"70_7","nuc_5mer","PB1","H10N8","gini",25,32,0.938297316089556,0.581462250835618,0.00506394947889595,0.0211835834491967
"70_7","nuc_5mer","PB1","H10N8","gini",45,32,0.939711305798915,0.592412571694221,0.00537161329375075,0.0233466839035573
"70_7","nuc_5mer","PB1","H16N3","gini",5,32,0.945616293432555,0.621226567080949,0.00793181336019961,0.0565857840512417
"70_7","nuc_5mer","PB1","H16N3","gini",25,32,0.941830415720924,0.616654525835702,0.0118721530447086,0.0588383812081144
"70_7","nuc_5mer","PB1","H16N3","gini",45,32,0.943247740311673,0.630921213639386,0.0133623647016961,0.0704859204060864
"70_7","nuc_5mer","PB1","H3N8","gini",5,32,0.944536040505814,0.634642519381904,0.0155002666310528,0.0992526091102307
"70_7","nuc_5mer","PB1","H3N8","gini",25,32,0.934955346920082,0.599583489604661,0.0119532378758298,0.0675348455941863
"70_7","nuc_5mer","PB1","H3N8","gini",45,32,0.934449024247513,0.601041595438134,0.0121726154296236,0.073310626262359
"70_7","nuc_5mer","PB1","H4N6","gini",5,32,0.933030391250965,0.566537792946156,0.0131659872260642,0.0731512281088362
"70_7","nuc_5mer","PB1","H4N6","gini",25,32,0.931520322013088,0.568236156650556,0.00949448579063961,0.0617150145379092
"70_7","nuc_5mer","PB1","H4N6","gini",45,32,0.932025366125337,0.578368100017778,0.00688252941256503,0.0549820883099331
"70_7","nuc_5mer","PB1","H4N8","gini",5,32,0.946523926366621,0.624737985066442,0.00907939130928336,0.0731956977258439
"70_7","nuc_5mer","PB1","H4N8","gini",25,32,0.941316258277033,0.612606069239746,0.00965770438050836,0.0648132902213593
"70_7","nuc_5mer","PB1","H4N8","gini",45,32,0.938945469620069,0.610248801981365,0.0102537945145341,0.0499797646098441
"70_7","nuc_5mer","PB1","H5N1","gini",5,32,0.950877192982456,0.620388160039723,0.0135662843135081,0.109240401824126
"70_7","nuc_5mer","PB1","H5N1","gini",25,32,0.944862155388471,0.604665760199383,0.0154496591553107,0.100985740403705
"70_7","nuc_5mer","PB1","H5N1","gini",45,32,0.943358395989975,0.604867856155266,0.0184683041874091,0.107575010142128
"70_7","nuc_5mer","PB1","H5N6","gini",5,32,0.942778309444279,0.610295906899305,0.0115601250442356,0.0865958963736304
"70_7","nuc_5mer","PB1","H5N6","gini",25,32,0.937104529439209,0.595281988759208,0.0113569465716593,0.0846417958137415
"70_7","nuc_5mer","PB1","H5N6","gini",45,32,0.932850304276015,0.582366655645409,0.0128680570172127,0.0887873407789677
"70_7","nuc_5mer","PB1","H7N3","gini",5,32,0.943125767670376,0.602990431357733,0.0138810835597737,0.111674749302813
"70_7","nuc_5mer","PB1","H7N3","gini",25,32,0.935136989615514,0.568809939534785,0.0103942345543259,0.0824925615408018
"70_7","nuc_5mer","PB1","H7N3","gini",45,32,0.934635748936117,0.567260471187091,0.012124866390674,0.0896258004034113
"70_7","nuc_5mer","PB1","H7N4","gini",5,32,0.940729116356342,0.609005810911937,0.00660622617292149,0.0450871055633181
"70_7","nuc_5mer","PB1","H7N4","gini",25,32,0.938816371735034,0.612818339888842,0.00430645087487047,0.0330166632297295
"70_7","nuc_5mer","PB1","H7N4","gini",45,32,0.936904779998043,0.607057014382402,0.00596891406798973,0.0397164627709925
"70_7","nuc_5mer","PB1","H7N7","gini",5,32,0.947429132903655,0.658454306166491,0.0135913928328966,0.0719923991696624
"70_7","nuc_5mer","PB1","H7N7","gini",25,32,0.943165954913244,0.649022863559057,0.012686309664671,0.0505250630565394
"70_7","nuc_5mer","PB1","H7N7","gini",45,32,0.941741902499109,0.644384142931754,0.0142167691698513,0.0649335226168235
"70_7","nuc_5mer","PB1","H7N9","gini",5,32,0.980305421105518,0.476368999840296,0.00564669853101635,0.146948329361681
"70_7","nuc_5mer","PB1","H7N9","gini",25,32,0.979788632194946,0.468847039490057,0.00527311315082699,0.132043275006278
"70_7","nuc_5mer","PB1","H7N9","gini",45,32,0.97875101696044,0.454590174744738,0.00494785198120654,0.130375475673429
"70_7","nuc_5mer","PB1","H8N4","gini",5,32,0.939170779512126,0.57673473202852,0.00879626790770531,0.0755555553322965
"70_7","nuc_5mer","PB1","H8N4","gini",25,32,0.936336130330628,0.579590774226871,0.0105163849971585,0.0755288945165441
"70_7","nuc_5mer","PB1","H8N4","gini",45,32,0.935861097336031,0.58714688615301,0.0125182323915525,0.0824929425399268
"70_7","nuc_5mer","PB1","H9N2","gini",5,32,0.959338518215309,0.73601475430067,0.00681639855910102,0.0363644953961103
"70_7","nuc_5mer","PB1","H9N2","gini",25,32,0.960481375358166,0.747099804402389,0.00550882979297476,0.0168640843202836
"70_7","nuc_5mer","PB1","H9N2","gini",45,32,0.958189111747851,0.736454770926579,0.00747863078869224,0.024397511541619
"70_7","nuc_6mer","PB1","H10N8","gini",5,64,0.935935474899179,0.572005062062275,0.00737607256867582,0.0617538959433748
"70_7","nuc_6mer","PB1","H10N8","gini",25,64,0.934057571964956,0.572480566300296,0.0059708308759304,0.0349770744520841
"70_7","nuc_6mer","PB1","H10N8","gini",45,64,0.931704630788486,0.560459354908273,0.00432301305851254,0.0224292991433791
"70_7","nuc_6mer","PB1","H16N3","gini",5,64,0.943726145033125,0.622505359542999,0.00867615363538807,0.0477732877184871
"70_7","nuc_6mer","PB1","H16N3","gini",25,64,0.939465223831597,0.612510916934101,0.0135363282532396,0.0708723474566687
"70_7","nuc_6mer","PB1","H16N3","gini",45,64,0.938992405307871,0.613090170765786,0.0141278465396352,0.0662774062930209
"70_7","nuc_6mer","PB1","H3N8","gini",5,64,0.942017148818156,0.638160290841903,0.0174165962820806,0.0978994230813706
"70_7","nuc_6mer","PB1","H3N8","gini",25,64,0.936469226267715,0.617685143654385,0.0166133524820488,0.0943447078307186
"70_7","nuc_6mer","PB1","H3N8","gini",45,64,0.934449024247513,0.609195460665157,0.0163928050603414,0.0939726643284715
"70_7","nuc_6mer","PB1","H4N6","gini",5,64,0.929507740212397,0.559074170028909,0.00990556507915582,0.0486592834168422
"70_7","nuc_6mer","PB1","H4N6","gini",25,64,0.926990114299457,0.558941013439785,0.00532163063665369,0.046742684242805
"70_7","nuc_6mer","PB1","H4N6","gini",45,64,0.927495158411706,0.564536396376694,0.00478956174020329,0.0528350826986087
"70_7","nuc_6mer","PB1","H4N8","gini",5,64,0.9427380592249,0.61979977106063,0.00653247927993666,0.0517216348819086
"70_7","nuc_6mer","PB1","H4N8","gini",25,64,0.938476017612853,0.615135071487512,0.00784873218812877,0.0377980144438025
"70_7","nuc_6mer","PB1","H4N8","gini",45,64,0.937525909493238,0.616009922487824,0.00816504594366536,0.018241946318321
"70_7","nuc_6mer","PB1","H5N1","gini",5,63,0.947869674185464,0.615965960106041,0.0146568336012165,0.106910938904984
"70_7","nuc_6mer","PB1","H5N1","gini",25,63,0.945363408521303,0.61989861914579,0.0163772523836637,0.104279160373212
"70_7","nuc_6mer","PB1","H5N1","gini",45,63,0.944862155388471,0.627317114426849,0.0171820917303284,0.0908624449889105
"70_7","nuc_6mer","PB1","H5N6","gini",5,64,0.938045679559632,0.598800193823021,0.0124263497265813,0.0806010838398124
"70_7","nuc_6mer","PB1","H5N6","gini",25,64,0.93001677022008,0.575546117675739,0.00690565703911321,0.0528090477987104
"70_7","nuc_6mer","PB1","H5N6","gini",45,64,0.927653813866835,0.572451307796262,0.00689507563992944,0.0516876102563556
"70_7","nuc_6mer","PB1","H7N3","gini",5,64,0.93963448964653,0.593426369656538,0.0147440879050414,0.108940395136949
"70_7","nuc_6mer","PB1","H7N3","gini",25,64,0.934641970943288,0.585237613970084,0.0155750806468771,0.100067644642344
"70_7","nuc_6mer","PB1","H7N3","gini",45,64,0.932144458505478,0.575400672246488,0.0144441497125478,0.0891694691459402
"70_7","nuc_6mer","PB1","H7N4","gini",5,64,0.940251789387369,0.617914499251865,0.00581899674326006,0.0283067528774104
"70_7","nuc_6mer","PB1","H7N4","gini",25,64,0.937383248897565,0.617332679510743,0.00680774555972407,0.0357831339302764
"70_7","nuc_6mer","PB1","H7N4","gini",45,64,0.934992035376734,0.609537721158256,0.00660332576511052,0.0318620701096607
"70_7","nuc_6mer","PB1","H7N7","gini",5,64,0.943160336892806,0.649412159169339,0.0101338041479923,0.0404473920045138
"70_7","nuc_6mer","PB1","H7N7","gini",25,64,0.939847282989856,0.639111263611356,0.0111161701112436,0.0419430834415767
"70_7","nuc_6mer","PB1","H7N7","gini",45,64,0.937952668803218,0.634536025924966,0.0117088070481227,0.0453221804283142
"70_7","nuc_6mer","PB1","H7N9","gini",5,64,0.978749671155985,0.457042165453753,0.00588434357202948,0.143740550553963
"70_7","nuc_6mer","PB1","H7N9","gini",25,64,0.977714740575326,0.444687092178074,0.00592911787363885,0.136129213340287
"70_7","nuc_6mer","PB1","H7N9","gini",45,64,0.977714740575326,0.455600122113755,0.00696976455163677,0.164755017271114
"70_7","nuc_6mer","PB1","H8N4","gini",5,64,0.935393843982127,0.570601835006692,0.0117150237583359,0.0863035357351983
"70_7","nuc_6mer","PB1","H8N4","gini",25,64,0.935392734104213,0.589537712781847,0.0109849543544119,0.0699687446775498
"70_7","nuc_6mer","PB1","H8N4","gini",45,64,0.933502601522343,0.580523053150017,0.0136931967404302,0.0823535694090795
"70_7","nuc_6mer","PB1","H9N2","gini",5,64,0.960481375358166,0.749474285923728,0.0074146844397014,0.0294409221835458
"70_7","nuc_6mer","PB1","H9N2","gini",25,64,0.959909946786738,0.750333031253175,0.00949412083104669,0.0445908227924288
"70_7","nuc_6mer","PB1","H9N2","gini",45,64,0.959909946786738,0.750333031253175,0.00949412083104669,0.0445908227924288
"70_7","prot_2mer","PB1","H10N8","gini",5,19,0.937828952857739,0.597776642918009,0.0058428817416781,0.0400203047510659
"70_7","prot_2mer","PB1","H10N8","gini",25,19,0.930759004310944,0.579348577809441,0.00589473378619485,0.0395695086196833
"70_7","prot_2mer","PB1","H10N8","gini",45,19,0.927933249895703,0.572951118309756,0.0058877484671376,0.0351234729503039
"70_7","prot_2mer","PB1","H16N3","gini",5,19,0.946100305491555,0.645499945307048,0.00979920565917452,0.0723947849422331
"70_7","prot_2mer","PB1","H16N3","gini",25,19,0.938064705398624,0.621659379401018,0.0119709476994614,0.0702540819818758
"70_7","prot_2mer","PB1","H16N3","gini",45,19,0.933335442030488,0.60078476461745,0.011738307428299,0.0646053919488503
"70_7","prot_2mer","PB1","H3N8","gini",5,19,0.945537236343282,0.667011422466753,0.00551636539684463,0.0326046686466827
"70_7","prot_2mer","PB1","H3N8","gini",25,19,0.936964099432613,0.636853528785195,0.00942608314555751,0.0483942898488929
"70_7","prot_2mer","PB1","H3N8","gini",45,19,0.934438846907361,0.628661178959813,0.00894518781055437,0.0419457468712836
"70_7","prot_2mer","PB1","H4N6","gini",5,19,0.940584534764503,0.646098090166103,0.0101660505534514,0.0524041013893277
"70_7","prot_2mer","PB1","H4N6","gini",25,19,0.930516562662177,0.605115531628888,0.00574985462527582,0.0323259541743414
"70_7","prot_2mer","PB1","H4N6","gini",45,19,0.926992645848892,0.592287019317369,0.0077148392728222,0.0385456034211216
"70_7","prot_2mer","PB1","H4N8","gini",5,19,0.945572697836487,0.657083381637028,0.017400248868225,0.0779403316710222
"70_7","prot_2mer","PB1","H4N8","gini",25,19,0.937527029903757,0.622536572495204,0.0124875560281929,0.0600816633626253
"70_7","prot_2mer","PB1","H4N8","gini",45,19,0.935161843299385,0.615163219883186,0.0132473045462945,0.0611063599351041
"70_7","prot_2mer","PB1","H5N1","gini",5,19,0.95187969924812,0.669387842963791,0.014440962697632,0.0867956290571039
"70_7","prot_2mer","PB1","H5N1","gini",25,19,0.947368421052632,0.647126372002371,0.0134966536519662,0.0769578020478915
"70_7","prot_2mer","PB1","H5N1","gini",45,19,0.943859649122807,0.633758063189089,0.0182974558881644,0.0897734281788441
"70_7","prot_2mer","PB1","H5N6","gini",5,19,0.936151049518128,0.604902369683126,0.0174023126919959,0.0971434210925961
"70_7","prot_2mer","PB1","H5N6","gini",25,19,0.93000669181037,0.589027528209213,0.0173727937456856,0.0863362024997329
"70_7","prot_2mer","PB1","H5N6","gini",45,19,0.930003341148725,0.598386803434224,0.0185577972451635,0.0928683354344372
"70_7","prot_2mer","PB1","H7N3","gini",5,19,0.940112089180035,0.621134908707315,0.0134714237824139,0.0780519746302503
"70_7","prot_2mer","PB1","H7N3","gini",25,19,0.935620804952792,0.609172571293334,0.013869125482711,0.075422333174133
"70_7","prot_2mer","PB1","H7N3","gini",45,19,0.933628273842756,0.600788997003593,0.013300291581931,0.0744048388088045
"70_7","prot_2mer","PB1","H7N4","gini",5,19,0.943108877710384,0.639812371280295,0.00501119411005348,0.0456626464605715
"70_7","prot_2mer","PB1","H7N4","gini",25,19,0.935943258046154,0.616415292394877,0.00464792680425359,0.0291809055036815
"70_7","prot_2mer","PB1","H7N4","gini",45,19,0.933557770608718,0.609103288903765,0.00616378767258743,0.0283557641732868
"70_7","prot_2mer","PB1","H7N7","gini",5,19,0.945535617837074,0.659882182718014,0.0108947856807867,0.0479646580081328
"70_7","prot_2mer","PB1","H7N7","gini",25,19,0.940324572548085,0.642774259419963,0.0110676231652967,0.0472287592251224
"70_7","prot_2mer","PB1","H7N7","gini",45,19,0.938902771600217,0.640243861411916,0.0101479835858602,0.0408561078248233
"70_7","prot_2mer","PB1","H7N9","gini",5,19,0.968372173006466,0.345992844212306,0.00344083844668187,0.104337586963771
"70_7","prot_2mer","PB1","H7N9","gini",25,19,0.967858068749742,0.380417880471087,0.00144430547867406,0.0682137920834993
"70_7","prot_2mer","PB1","H7N9","gini",45,19,0.966305003454058,0.392776981878374,0.0018045235928135,0.0568405595730733
"70_7","prot_2mer","PB1","H8N4","gini",5,19,0.935399424857592,0.598625434081491,0.0155526970962339,0.0728746366639686
"70_7","prot_2mer","PB1","H8N4","gini",25,19,0.929270668524335,0.587380585889516,0.0174340513598373,0.0723867923243967
"70_7","prot_2mer","PB1","H8N4","gini",45,19,0.927857799188189,0.58526399923142,0.0190726087084081,0.075065063280634
"70_7","prot_2mer","PB1","H9N2","gini",5,19,0.946162914449447,0.678962063890058,0.00373061150802986,0.0414016419704266
"70_7","prot_2mer","PB1","H9N2","gini",25,19,0.943872288170282,0.676588397565269,0.00478537865274422,0.0433171957874275
"70_7","prot_2mer","PB1","H9N2","gini",45,19,0.942726156365125,0.671886310888257,0.00453107545183746,0.0408311144694079
"70_7","prot_ctdc","PB1","H10N8","gini",5,6,0.924639132248644,0.518873062595143,0.0120809678960592,0.0647821154594562
"70_7","prot_ctdc","PB1","H10N8","gini",25,6,0.922283966068697,0.513368763891398,0.00569476154469058,0.0375471822634038
"70_7","prot_ctdc","PB1","H10N8","gini",45,6,0.918987623418162,0.511011363199446,0.0064964267287095,0.0477320928468628
"70_7","prot_ctdc","PB1","H16N3","gini",5,6,0.930499661868561,0.562332465912206,0.00980761463064126,0.0402761089265781
"70_7","prot_ctdc","PB1","H16N3","gini",25,6,0.924350838373595,0.541637212983231,0.00470922115513482,0.033649875436958
