"cluster_set","featset","focgene","subtype","cost","weight","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","cds_compbias","HA","H3N8",10,0.166666666666667,0.919305142101112,0.58219048771216,0.0100177198620923,0.0543642745202355
"70_7","cds_compbias","HA","H3N8",10,0.333333333333333,0.931909777879551,0.608188641173377,0.0119150913725328,0.0716892421322649
"70_7","cds_compbias","HA","H4N6",0.001,0.111111111111111,0.91187802994823,0.537395848328772,0.0108800354090477,0.0616735962739929
"70_7","cds_compbias","HA","H4N6",0.001,0.166666666666667,0.92596989987722,0.571632921960167,0.0160373871488516,0.078863281260478
"70_7","cds_compbias","HA","H4N6",0.001,0.333333333333333,0.937553004316292,0.614667390216814,0.0139944661830106,0.075614194396803
"70_7","cds_compbias","HA","H4N6",0.1,0.111111111111111,0.914396921635887,0.56554207998273,0.00444785743287883,0.0427110472195452
"70_7","cds_compbias","HA","H4N6",0.1,0.166666666666667,0.923963646950116,0.596004740884382,0.00552405245364303,0.0481309228823968
"70_7","cds_compbias","HA","H4N6",0.1,0.333333333333333,0.936553042289533,0.631175489264422,0.010001058180415,0.061048232670402
"70_7","cds_compbias","HA","H4N6",1,0.111111111111111,0.910370492259788,0.55062125166301,0.00387762187710971,0.0379364540862115
"70_7","cds_compbias","HA","H4N6",1,0.166666666666667,0.92295735604977,0.590656631283826,0.00729715886044064,0.0474984717067313
"70_7","cds_compbias","HA","H4N6",1,0.333333333333333,0.933024062377378,0.61649389764444,0.0108190123468838,0.0683303730013992
"70_7","cds_compbias","HA","H4N6",10,0.111111111111111,0.907855397896282,0.536588698030136,0.00984726726786877,0.0320789056694035
"70_7","cds_compbias","HA","H4N6",10,0.166666666666667,0.917424654759946,0.567037956552355,0.00894288604805483,0.0390423274996791
"70_7","cds_compbias","HA","H4N6",10,0.333333333333333,0.930511499563308,0.605638543858721,0.00848725026156353,0.0497086507591499
"70_7","cds_compbias","HA","H4N8",0.001,0.111111111111111,0.913854996470707,0.530751075521314,0.0191877447238098,0.0441763908185777
"70_7","cds_compbias","HA","H4N8",0.001,0.166666666666667,0.929015271195366,0.570733537405801,0.0149275368515751,0.0413569636285702
"70_7","cds_compbias","HA","H4N8",0.001,0.333333333333333,0.94037175221001,0.612234798116108,0.00653231161304123,0.02730719379866
"70_7","cds_compbias","HA","H4N8",0.1,0.111111111111111,0.919543320672695,0.570444308451699,0.00651186506630676,0.0379748913441568
"70_7","cds_compbias","HA","H4N8",0.1,0.166666666666667,0.929483602792063,0.604152307759614,0.00613074159440942,0.0329421354808969
"70_7","cds_compbias","HA","H4N8",0.1,0.333333333333333,0.939897818560721,0.630983348351225,0.00458628108607672,0.0204870639528194
"70_7","cds_compbias","HA","H4N8",1,0.111111111111111,0.914819669927061,0.551860098552022,0.00679832844768499,0.0193220058460746
"70_7","cds_compbias","HA","H4N8",1,0.166666666666667,0.926644482538402,0.589173075965483,0.00836194935927283,0.0309468693756827
"70_7","cds_compbias","HA","H4N8",1,0.333333333333333,0.939423884911432,0.62536643814257,0.00637328759368061,0.0338449060701414
"70_7","cds_compbias","HA","H4N8",10,0.111111111111111,0.917658790180722,0.561407161240166,0.00801407115468676,0.0258731099921708
"70_7","cds_compbias","HA","H4N8",10,0.166666666666667,0.928537976314522,0.588002768274078,0.00387711944618848,0.0108150627385408
"70_7","cds_compbias","HA","H4N8",10,0.333333333333333,0.938477138023372,0.623344439762129,0.00440771263712044,0.0128560270897619
"70_7","cds_compbias","HA","H5N1",0.001,0.111111111111111,0.931819347363383,0.597322845220768,0.00830911555630547,0.0522756399497803
"70_7","cds_compbias","HA","H5N1",0.001,0.166666666666667,0.938838169544464,0.6249749563239,0.0066393780903957,0.0476704184142238
"70_7","cds_compbias","HA","H5N1",0.001,0.333333333333333,0.950864491631088,0.676851830263949,0.0110979257702102,0.0736933856876447
"70_7","cds_compbias","HA","H5N1",0.1,0.111111111111111,0.943856979131245,0.647574997346799,0.00881534313095505,0.0483187639572825
"70_7","cds_compbias","HA","H5N1",0.1,0.166666666666667,0.947860732232591,0.663193793259929,0.0109050096296389,0.0691132725833477
"70_7","cds_compbias","HA","H5N1",0.1,0.333333333333333,0.95337830128084,0.681336261202256,0.00918095070414671,0.0595330663553007
"70_7","cds_compbias","HA","H5N1",1,0.111111111111111,0.935839422677296,0.608467304495996,0.00577142672495508,0.0374481744024979
"70_7","cds_compbias","HA","H5N1",1,0.166666666666667,0.940851972897067,0.626606918774371,0.00380274328033494,0.0317700925267513
"70_7","cds_compbias","HA","H5N1",1,0.333333333333333,0.951875788718026,0.672334916656779,0.00823607431080248,0.0620677562503958
"70_7","cds_compbias","HA","H5N1",10,0.111111111111111,0.9333356632788,0.591305224935732,0.00673639675442523,0.0316530295988209
"70_7","cds_compbias","HA","H5N1",10,0.166666666666667,0.939349454037103,0.616470394148433,0.00891904920013719,0.0447839756973903
"70_7","cds_compbias","HA","H5N1",10,0.333333333333333,0.946367016788202,0.63815682821531,0.00912906273871626,0.0775422743005257
"70_7","cds_compbias","HA","H5N6",0.001,0.111111111111111,0.886985052455295,0.493357222874484,0.0240515493968067,0.0529784005953328
"70_7","cds_compbias","HA","H5N6",0.001,0.166666666666667,0.930022361702762,0.568720240372935,0.00760181323882988,0.043584195397654
"70_7","cds_compbias","HA","H5N6",0.001,0.333333333333333,0.938061312457337,0.602486712719663,0.0099467376283335,0.0531396486845111
"70_7","cds_compbias","HA","H5N6",0.1,0.111111111111111,0.921983379238455,0.596750095158566,0.0112403232192596,0.0465574300981079
"70_7","cds_compbias","HA","H5N6",0.1,0.166666666666667,0.928601665310547,0.616988349670889,0.0110485037753152,0.0465684272800666
"70_7","cds_compbias","HA","H5N6",0.1,0.333333333333333,0.941359838018235,0.653173954492775,0.0100431667872481,0.0485947391417923
"70_7","cds_compbias","HA","H5N6",1,0.111111111111111,0.916783554022496,0.578451360676996,0.00699358514743073,0.0354565928538857
"70_7","cds_compbias","HA","H5N6",1,0.166666666666667,0.927651583615709,0.611049002023325,0.00768634566871792,0.0369177550150253
"70_7","cds_compbias","HA","H5N6",1,0.333333333333333,0.942309935567939,0.653699301587032,0.00869013074222999,0.044436664075447
"70_7","cds_compbias","HA","H5N6",10,0.111111111111111,0.907794516288126,0.539647395310328,0.00792992100320026,0.0330057382191209
"70_7","cds_compbias","HA","H5N6",10,0.166666666666667,0.918197543806466,0.561777141564341,0.00801500993994132,0.0408509834818876
"70_7","cds_compbias","HA","H5N6",10,0.333333333333333,0.937111214907633,0.629993273831301,0.00687257812372145,0.0359421699631889
"70_7","cds_compbias","HA","H7N3",0.001,0.111111111111111,0.915158174216201,0.518230251105678,0.00763256086722036,0.0353414495947492
"70_7","cds_compbias","HA","H7N3",0.001,0.166666666666667,0.927131995880944,0.551575132402934,0.0121291938700336,0.0587679153614781
"70_7","cds_compbias","HA","H7N3",0.001,0.333333333333333,0.936113323656034,0.585920300380458,0.0117578089812869,0.0496180846975142
"70_7","cds_compbias","HA","H7N3",0.1,0.111111111111111,0.923637026835895,0.589347633263354,0.0209129043392221,0.0604929369488001
"70_7","cds_compbias","HA","H7N3",0.1,0.166666666666667,0.926638261311894,0.592085846219545,0.0170297699274796,0.0436710726478969
"70_7","cds_compbias","HA","H7N3",0.1,0.333333333333333,0.93661707050781,0.617442551876642,0.0139173427494068,0.0389281154643474
"70_7","cds_compbias","HA","H7N3",1,0.111111111111111,0.911160674185184,0.536565458322035,0.0178011284607523,0.0295208150659471
"70_7","cds_compbias","HA","H7N3",1,0.166666666666667,0.916155686654012,0.551818460936861,0.0149040641861752,0.0234251654292051
"70_7","cds_compbias","HA","H7N3",1,0.333333333333333,0.930628298656344,0.598865755871934,0.0196606503647623,0.0627991292289708
"70_7","cds_compbias","HA","H7N3",10,0.111111111111111,0.905170643044131,0.517920378786895,0.0228829833289747,0.0418227662004667
"70_7","cds_compbias","HA","H7N3",10,0.166666666666667,0.91665320529522,0.553209935250343,0.0187901027594992,0.0340283538245112
"70_7","cds_compbias","HA","H7N3",10,0.333333333333333,0.928622070445776,0.581244699564525,0.0160426437759152,0.0447980147333641
"70_7","cds_compbias","HA","H7N4",0.001,0.111111111111111,0.919684390661067,0.559333207039586,0.00639677179487575,0.0279606130634551
"70_7","cds_compbias","HA","H7N4",0.001,0.166666666666667,0.93308272750084,0.585334312023191,0.00327105862404363,0.0235213170923436
"70_7","cds_compbias","HA","H7N4",0.001,0.333333333333333,0.938816366258149,0.606645700995462,0.00357912470558036,0.0340498225478168
"70_7","cds_compbias","HA","H7N4",0.1,0.111111111111111,0.923516742440742,0.591996146386402,0.00296579076655087,0.0116958673783117
"70_7","cds_compbias","HA","H7N4",0.1,0.166666666666667,0.928296874667536,0.60899424259817,0.00243536743450213,0.0118394454753343
"70_7","cds_compbias","HA","H7N4",0.1,0.333333333333333,0.937861706843316,0.62483849538197,0.00529407767744104,0.046088335417681
"70_7","cds_compbias","HA","H7N4",1,0.111111111111111,0.917785409452069,0.571317391587027,0.0156157372707579,0.0536933389642545
"70_7","cds_compbias","HA","H7N4",1,0.166666666666667,0.928778780312471,0.604083887938815,0.00778033634946717,0.0345979251043333
"70_7","cds_compbias","HA","H7N4",1,0.333333333333333,0.939792760691585,0.641290097082001,0.013974139629497,0.0751125590551608
"70_7","cds_compbias","HA","H7N4",10,0.111111111111111,0.910139020596566,0.541346580487034,0.01698748655732,0.0558734190603107
"70_7","cds_compbias","HA","H7N4",10,0.166666666666667,0.920182332625638,0.570231188819724,0.0113330521781328,0.049042264331507
"70_7","cds_compbias","HA","H7N4",10,0.333333333333333,0.937398126855997,0.629574327723325,0.0117827386187602,0.059761445181366
"70_7","cds_compbias","HA","H7N7",0.001,0.111111111111111,0.913778611618689,0.543686808714457,0.0188034538044161,0.076361028070588
"70_7","cds_compbias","HA","H7N7",0.001,0.166666666666667,0.929872198950418,0.581478597526616,0.0161218364968776,0.0912068540069343
"70_7","cds_compbias","HA","H7N7",0.001,0.333333333333333,0.939822591377528,0.621227349012505,0.0141499082014007,0.0877104427333762
"70_7","cds_compbias","HA","H7N7",0.1,0.111111111111111,0.922793493198616,0.595067799870679,0.0119817571050671,0.0330016755080558
"70_7","cds_compbias","HA","H7N7",0.1,0.166666666666667,0.929417354860864,0.615136481400436,0.0131267842872691,0.0500226995155503
"70_7","cds_compbias","HA","H7N7",0.1,0.333333333333333,0.935569523694859,0.626147293085574,0.0150384045818382,0.0758369725121255
"70_7","cds_compbias","HA","H7N7",1,0.111111111111111,0.919943142226694,0.58374514117071,0.00657564383866657,0.0277657649346995
"70_7","cds_compbias","HA","H7N7",1,0.166666666666667,0.92420968144866,0.593472075281152,0.0101536732646369,0.0479111639675265
"70_7","cds_compbias","HA","H7N7",1,0.333333333333333,0.936054682739794,0.62222868159753,0.00880714684683147,0.0408094042037775
"70_7","cds_compbias","HA","H7N7",10,0.111111111111111,0.907634312271399,0.534353069969293,0.0134582326648333,0.0494220431935157
"70_7","cds_compbias","HA","H7N7",10,0.166666666666667,0.920414829732331,0.571575037333416,0.0070514295284404,0.0496060018022931
"70_7","cds_compbias","HA","H7N7",10,0.333333333333333,0.928943421211575,0.592826758821059,0.00870755551455277,0.0424448360067118
"70_7","cds_compbias","HA","H7N9",0.001,0.111111111111111,0.970454209003432,0.0266096256684495,0.0138962671271295,0.0595009318504764
"70_7","cds_compbias","HA","H7N9",0.001,0.166666666666667,0.976153690868717,0,0.00115211198075739,0
"70_7","cds_compbias","HA","H7N9",0.001,0.333333333333333,0.976153690868717,0,0.00115211198075739,0
"70_7","cds_compbias","HA","H7N9",0.1,0.111111111111111,0.955426956463226,0.36250421004555,0.012317727537669,0.138918586739966
"70_7","cds_compbias","HA","H7N9",0.1,0.166666666666667,0.963198977188614,0.366419290775566,0.0104097343852476,0.141763508723826
"70_7","cds_compbias","HA","H7N9",0.1,0.333333333333333,0.974601978332548,0.396810405726752,0.00784705214396142,0.1848991101678
"70_7","cds_compbias","HA","H7N9",1,0.111111111111111,0.950242917704058,0.317672355648119,0.0123126477539401,0.119058362945669
"70_7","cds_compbias","HA","H7N9",1,0.166666666666667,0.959052553663953,0.334538024820442,0.00844718183268749,0.143591742291119
"70_7","cds_compbias","HA","H7N9",1,0.333333333333333,0.962161361954108,0.312093934110871,0.00766276167887751,0.0942036225749602
"70_7","cds_compbias","HA","H7N9",10,0.111111111111111,0.949205302469551,0.295382622141346,0.0120650868337439,0.0905313493872632
"70_7","cds_compbias","HA","H7N9",10,0.166666666666667,0.952834937083642,0.31076274767069,0.0147912048148629,0.108131519348752
"70_7","cds_compbias","HA","H7N9",10,0.333333333333333,0.956464571697732,0.331725782236924,0.0121813847436557,0.129639802915712
"70_7","cds_compbias","HA","H8N4",0.001,0.111111111111111,0.921258391647841,0.550893160525065,0.0157254859679473,0.0718472891473964
"70_7","cds_compbias","HA","H8N4",0.001,0.166666666666667,0.932094134964303,0.579936849674557,0.0154160847562463,0.0657967464511984
"70_7","cds_compbias","HA","H8N4",0.001,0.333333333333333,0.941059775977834,0.613094839153591,0.00976968437446205,0.0528047550938786
"70_7","cds_compbias","HA","H8N4",0.1,0.111111111111111,0.926461557030145,0.596053686027332,0.0102138980085188,0.0456120616086802
"70_7","cds_compbias","HA","H8N4",0.1,0.166666666666667,0.934935474899179,0.624049873272514,0.00699785715651804,0.0396272438230046
"70_7","cds_compbias","HA","H8N4",0.1,0.333333333333333,0.940119719880459,0.62449754939625,0.00640807360589182,0.0407660609781651
"70_7","cds_compbias","HA","H8N4",1,0.111111111111111,0.922689061011799,0.580228830423062,0.013284546301358,0.0703044314474021
"70_7","cds_compbias","HA","H8N4",1,0.166666666666667,0.931164104501696,0.602177624632269,0.00453437377360271,0.0467600506730407
"70_7","cds_compbias","HA","H8N4",1,0.333333333333333,0.942953259184043,0.639442108832852,0.0053410648630207,0.0478554371653401
"70_7","cds_compbias","HA","H8N4",10,0.111111111111111,0.915616913699777,0.54658431938009,0.00993045732171993,0.0704690337411311
"70_7","cds_compbias","HA","H8N4",10,0.166666666666667,0.925044232439396,0.575507361828448,0.00893763077326211,0.0665074868150434
"70_7","cds_compbias","HA","H8N4",10,0.333333333333333,0.940125295508274,0.627077609518171,0.00675463048554351,0.0601594745527343
"70_7","cds_compbias","HA","H9N2",0.001,0.111111111111111,0.921534179287761,0.568802317132893,0.0286986201365125,0.0733045321709584
"70_7","cds_compbias","HA","H9N2",0.001,0.166666666666667,0.942162914449447,0.638112602632533,0.0144651400964937,0.082993287570345
"70_7","cds_compbias","HA","H9N2",0.001,0.333333333333333,0.9541809250921,0.693159153423406,0.0105280558474936,0.0654555188709994
"70_7","cds_compbias","HA","H9N2",0.1,0.111111111111111,0.935263200982399,0.66861956405738,0.0282902428609636,0.107897827838609
"70_7","cds_compbias","HA","H9N2",0.1,0.166666666666667,0.945576749897667,0.700164448422809,0.0173407866855096,0.0750641893227701
"70_7","cds_compbias","HA","H9N2",0.1,0.333333333333333,0.950737617683176,0.70747163242117,0.013061087158175,0.0578388543012851
"70_7","cds_compbias","HA","H9N2",1,0.111111111111111,0.935849365534179,0.65642265610159,0.00828928709863361,0.0296771509722054
"70_7","cds_compbias","HA","H9N2",1,0.166666666666667,0.942154727793696,0.677650124001127,0.00957925553474086,0.0457112325940965
"70_7","cds_compbias","HA","H9N2",1,0.333333333333333,0.94959639787147,0.70325663808459,0.0119305760851433,0.0549451419552291
"70_7","cds_compbias","HA","H9N2",10,0.111111111111111,0.941013507981989,0.659649844648064,0.00652412877582465,0.0321170423538273
"70_7","cds_compbias","HA","H9N2",10,0.166666666666667,0.942729431027425,0.658474265651976,0.00832324370387004,0.0514983471678103
"70_7","cds_compbias","HA","H9N2",10,0.333333333333333,0.947310683585755,0.675288324807182,0.00939676885923043,0.0520837964782535
"70_7","nuc_2mer","HA","H10N8",0.001,0.111111111111111,0.927461709211987,0,0.000999826913048373,0
"70_7","nuc_2mer","HA","H10N8",0.001,0.166666666666667,0.927461709211987,0,0.000999826913048373,0
"70_7","nuc_2mer","HA","H10N8",0.001,0.333333333333333,0.927461709211987,0,0.000999826913048373,0
"70_7","nuc_2mer","HA","H10N8",0.1,0.111111111111111,0.874231964483907,0.446037928498655,0.0198885390184712,0.0343655080019716
"70_7","nuc_2mer","HA","H10N8",0.1,0.166666666666667,0.908610432852386,0.505278694736509,0.0128158226710196,0.0350432404437698
"70_7","nuc_2mer","HA","H10N8",0.1,0.333333333333333,0.939246392896781,0.599234706220993,0.0107818858401574,0.0558228115870276
"70_7","nuc_2mer","HA","H10N8",1,0.111111111111111,0.878942286348502,0.454749881375648,0.0179918825038879,0.0387770973861084
"70_7","nuc_2mer","HA","H10N8",1,0.166666666666667,0.89731076581576,0.485089045998399,0.0143148306160922,0.0279442234306492
"70_7","nuc_2mer","HA","H10N8",1,0.333333333333333,0.93830410654828,0.592929305857397,0.0101182840375923,0.0466249797689021
"70_7","nuc_2mer","HA","H10N8",10,0.111111111111111,0.878941176470588,0.457181551971557,0.0193374646286345,0.043422645051754
"70_7","nuc_2mer","HA","H10N8",10,0.166666666666667,0.898253052164262,0.491920366351253,0.0141966148366802,0.0207917876594911
"70_7","nuc_2mer","HA","H10N8",10,0.333333333333333,0.939716981132075,0.603073169042096,0.0109374132382012,0.0579283039483155
"70_7","nuc_2mer","HA","H16N3",0.001,0.111111111111111,0.925768321513002,0,0.00129485238180891,0
"70_7","nuc_2mer","HA","H16N3",0.001,0.166666666666667,0.925768321513002,0,0.00129485238180891,0
"70_7","nuc_2mer","HA","H16N3",0.001,0.333333333333333,0.925768321513002,0,0.00129485238180891,0
"70_7","nuc_2mer","HA","H16N3",0.1,0.111111111111111,0.872813238770686,0.428805709664463,0.011012590731775,0.0570710987253905
"70_7","nuc_2mer","HA","H16N3",0.1,0.166666666666667,0.906855791962175,0.497509143448637,0.0215117033873803,0.0959049787280947
"70_7","nuc_2mer","HA","H16N3",0.1,0.333333333333333,0.940425531914894,0.602896395619744,0.0226999600646011,0.161103061754229
"70_7","nuc_2mer","HA","H16N3",1,0.111111111111111,0.881323877068558,0.466832892593375,0.0147066959952679,0.0519657782861498
"70_7","nuc_2mer","HA","H16N3",1,0.166666666666667,0.90354609929078,0.48791669243031,0.0152660844358987,0.0843395569543479
"70_7","nuc_2mer","HA","H16N3",1,0.333333333333333,0.941843971631206,0.611652567225141,0.0217056811936417,0.153195141881317
"70_7","nuc_2mer","HA","H16N3",10,0.111111111111111,0.880851063829787,0.463038702528117,0.0126869105106371,0.0471489216127811
"70_7","nuc_2mer","HA","H16N3",10,0.166666666666667,0.903073286052009,0.486330001253198,0.014763588648696,0.0894066853130633
"70_7","nuc_2mer","HA","H16N3",10,0.333333333333333,0.939479905437352,0.596725892770113,0.0219616532623993,0.15586069843044
"70_7","nuc_2mer","HA","H3N8",0.001,0.111111111111111,0.920324148283846,0,0.00127165059594295,0
"70_7","nuc_2mer","HA","H3N8",0.001,0.166666666666667,0.920324148283846,0,0.00127165059594295,0
"70_7","nuc_2mer","HA","H3N8",0.001,0.333333333333333,0.920324148283846,0,0.00127165059594295,0
"70_7","nuc_2mer","HA","H3N8",0.1,0.111111111111111,0.872897743174821,0.471316439449426,0.0237749181741168,0.0739406256674459
"70_7","nuc_2mer","HA","H3N8",0.1,0.166666666666667,0.902663918784826,0.516777851680041,0.0138434665905848,0.0788933859010915
"70_7","nuc_2mer","HA","H3N8",0.1,0.333333333333333,0.935442587079867,0.603180337916005,0.0108497081139303,0.0767095802426137
"70_7","nuc_2mer","HA","H3N8",1,0.111111111111111,0.877944431722769,0.480190590001421,0.0193973633476063,0.0652691713997566
"70_7","nuc_2mer","HA","H3N8",1,0.166666666666667,0.893071775691423,0.497739315142597,0.0211203974125476,0.0978816271321365
"70_7","nuc_2mer","HA","H3N8",1,0.333333333333333,0.933424929394703,0.594871100205847,0.010709579071551,0.0770493499946874
"70_7","nuc_2mer","HA","H3N8",10,0.111111111111111,0.877439381217719,0.478772360338103,0.018655528803028,0.0630412202357874
"70_7","nuc_2mer","HA","H3N8",10,0.166666666666667,0.899127293081953,0.526780774385644,0.0182930288750532,0.0802266546423722
"70_7","nuc_2mer","HA","H3N8",10,0.333333333333333,0.931409816044577,0.584692503692288,0.0105120721281124,0.0760491806123748
"70_7","nuc_2mer","HA","H4N6",0.001,0.111111111111111,0.91943597078592,0,9.05714659949336e-05,0
"70_7","nuc_2mer","HA","H4N6",0.001,0.166666666666667,0.91943597078592,0,9.05714659949336e-05,0
"70_7","nuc_2mer","HA","H4N6",0.001,0.333333333333333,0.91943597078592,0,9.05714659949336e-05,0
"70_7","nuc_2mer","HA","H4N6",0.1,0.111111111111111,0.860028100198727,0.43998881439956,0.00901409980715036,0.0297968010431782
"70_7","nuc_2mer","HA","H4N6",0.1,0.166666666666667,0.891743351518297,0.480523870361845,0.0120662978335045,0.0389073628516624
"70_7","nuc_2mer","HA","H4N6",0.1,0.333333333333333,0.936544181866511,0.606961489930242,0.0164954229454783,0.0906690133814254
"70_7","nuc_2mer","HA","H4N6",1,0.111111111111111,0.866569623938331,0.452179482715953,0.00551453463019034,0.0299948026086414
"70_7","nuc_2mer","HA","H4N6",1,0.166666666666667,0.887713124818045,0.479303783151837,0.00493317732177263,0.036628307870227
"70_7","nuc_2mer","HA","H4N6",1,0.333333333333333,0.936545447641229,0.604400311133225,0.0160054687954427,0.090472415937626
"70_7","nuc_2mer","HA","H4N6",10,0.111111111111111,0.868074630077339,0.451888160539892,0.00346563477534502,0.0318167332380156
"70_7","nuc_2mer","HA","H4N6",10,0.166666666666667,0.892749642418642,0.503065082792665,0.00380404895472361,0.0270986319208911
"70_7","nuc_2mer","HA","H4N6",10,0.333333333333333,0.934529068516386,0.593431686539314,0.0162661374311938,0.0962506335225231
"70_7","nuc_2mer","HA","H4N8",0.001,0.111111111111111,0.92522604282209,0,0.00119973289404567,0
"70_7","nuc_2mer","HA","H4N8",0.001,0.166666666666667,0.92522604282209,0,0.00119973289404567,0
"70_7","nuc_2mer","HA","H4N8",0.001,0.333333333333333,0.92522604282209,0,0.00119973289404567,0
"70_7","nuc_2mer","HA","H4N8",0.1,0.111111111111111,0.877417005590848,0.459381216899752,0.014710659654493,0.0493577005205789
"70_7","nuc_2mer","HA","H4N8",0.1,0.166666666666667,0.90486034082888,0.497906540218843,0.019624976921301,0.0549450269483846
"70_7","nuc_2mer","HA","H4N8",0.1,0.333333333333333,0.93942500532195,0.606342265768438,0.00699379191080759,0.0307115850997535
"70_7","nuc_2mer","HA","H4N8",1,0.111111111111111,0.883566938926423,0.475889027443139,0.0144492781534738,0.059253034404598
"70_7","nuc_2mer","HA","H4N8",1,0.166666666666667,0.902967967463279,0.513152628189922,0.019017134965155,0.0683194226256542
"70_7","nuc_2mer","HA","H4N8",1,0.333333333333333,0.937053096254468,0.592139266579547,0.00705415391755385,0.0332345415432107
"70_7","nuc_2mer","HA","H4N8",10,0.111111111111111,0.88309524609817,0.472486827696255,0.0143552848534215,0.0614570204707782
"70_7","nuc_2mer","HA","H4N8",10,0.166666666666667,0.900605021679943,0.5054757400909,0.017055314377873,0.0590009337861118
"70_7","nuc_2mer","HA","H4N8",10,0.333333333333333,0.9356312953066,0.58601331461247,0.00779338582203087,0.0390705200971616
"70_7","nuc_2mer","HA","H5N1",0.001,0.111111111111111,0.932833169607436,0,0.00103130644116822,0
