"cluster_set","featset","focgene","subtype","sigma","C","Weight","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","cds_compbias","HA","H4N6",0.001,3,0.333333333333333,0.936041669303697,0.608410150600566,0.0144654933845757,0.0802394613678655
"70_7","cds_compbias","HA","H4N6",0.001,9,0.111111111111111,0.912888118172728,0.567428581868546,0.00811056002783984,0.0316134066156261
"70_7","cds_compbias","HA","H4N6",0.001,9,0.333333333333333,0.932521549814564,0.612581098689184,0.00829066496790055,0.0615405435779927
"70_7","cds_compbias","HA","H4N6",0.01,1,0.111111111111111,0.912885586623293,0.569220919055248,0.00906150562906851,0.0391777980285631
"70_7","cds_compbias","HA","H4N6",0.01,1,0.333333333333333,0.935037909952787,0.613995748662691,0.00902812164545171,0.0614068140199048
"70_7","cds_compbias","HA","H4N6",0.01,3,0.111111111111111,0.921951065149425,0.593651985499344,0.00594689265023935,0.0324544558106266
"70_7","cds_compbias","HA","H4N6",0.01,3,0.333333333333333,0.945112210928699,0.663199087049466,0.00679040593948775,0.0542393073192724
"70_7","cds_compbias","HA","H4N6",0.01,9,0.111111111111111,0.926985051200587,0.604808087335891,0.0082004697750664,0.033759097058323
"70_7","cds_compbias","HA","H4N6",0.01,9,0.333333333333333,0.947628571066921,0.676914230305974,0.00631308867832186,0.0444178322464111
"70_7","cds_compbias","HA","H4N6",0.1,1,0.111111111111111,0.947122261179955,0.652938830811584,0.0094629063059463,0.065587505317633
"70_7","cds_compbias","HA","H4N6",0.1,1,0.333333333333333,0.950648709542676,0.663100533576743,0.0119181028139683,0.0799765480346019
"70_7","cds_compbias","HA","H4N6",0.1,3,0.111111111111111,0.946619748617141,0.662987100550182,0.00935891006226724,0.0534406163199728
"70_7","cds_compbias","HA","H4N6",0.1,3,0.333333333333333,0.954676404693493,0.694133920498489,0.0092830203941218,0.0609932526788645
"70_7","cds_compbias","HA","H4N6",0.1,9,0.111111111111111,0.951149956330772,0.681575537033378,0.0109520344597257,0.0623005680816565
"70_7","cds_compbias","HA","H4N6",0.1,9,0.333333333333333,0.955178917256307,0.694890666204905,0.00900750138026189,0.0580978602674947
"70_7","cds_compbias","HA","H4N8",0.001,1,0.111111111111111,0.903438539881012,0.516193803579186,0.024570963938523,0.0622909275876626
"70_7","cds_compbias","HA","H4N8",0.001,1,0.333333333333333,0.94037175221001,0.612234798116108,0.00653231161304123,0.02730719379866
"70_7","cds_compbias","HA","H4N8",0.001,3,0.111111111111111,0.912437677164913,0.555982495632535,0.00896907829821327,0.0510339506252723
"70_7","cds_compbias","HA","H4N8",0.001,3,0.333333333333333,0.94037175221001,0.612234798116108,0.00653231161304123,0.02730719379866
"70_7","cds_compbias","HA","H4N8",0.001,9,0.111111111111111,0.915276797418574,0.560252840146717,0.00933755261583032,0.0480148557471558
"70_7","cds_compbias","HA","H4N8",0.001,9,0.333333333333333,0.937057577896541,0.622761746336915,0.0026605403443937,0.00714000443021676
"70_7","cds_compbias","HA","H4N8",0.01,1,0.111111111111111,0.917640863612428,0.570351299764661,0.0118664787946598,0.0571823755201839
"70_7","cds_compbias","HA","H4N8",0.01,1,0.333333333333333,0.94131849909807,0.625669360792851,0.00301743214770891,0.015401774012658
"70_7","cds_compbias","HA","H4N8",0.01,3,0.111111111111111,0.927584506963351,0.604591397399068,0.0078574290603902,0.0387739291598631
"70_7","cds_compbias","HA","H4N8",0.01,3,0.333333333333333,0.948884631328919,0.674822297185481,0.00663506858321826,0.0337846056599316
"70_7","cds_compbias","HA","H4N8",0.01,9,0.111111111111111,0.936581403426215,0.634186089351991,0.00967463096825139,0.0474698919905509
"70_7","cds_compbias","HA","H4N8",0.01,9,0.333333333333333,0.953619486179736,0.689877367028508,0.00214027150602879,0.015672616922447
"70_7","cds_compbias","HA","H4N8",0.1,1,0.111111111111111,0.951250938343809,0.655705661387382,0.00494412165808754,0.0424575910974458
"70_7","cds_compbias","HA","H4N8",0.1,1,0.333333333333333,0.955510739134819,0.675970360718403,0.00614976993595033,0.0488126125586272
"70_7","cds_compbias","HA","H4N8",0.1,3,0.111111111111111,0.950778125105038,0.664399667247682,0.00983330319686733,0.0608148509713568
"70_7","cds_compbias","HA","H4N8",0.1,3,0.333333333333333,0.954565112657278,0.674863913390327,0.00426062083371707,0.0341915774293741
"70_7","cds_compbias","HA","H4N8",0.1,9,0.111111111111111,0.949832498627497,0.65437449828687,0.00939117108908302,0.0545441535685606
"70_7","cds_compbias","HA","H4N8",0.1,9,0.333333333333333,0.954093419829025,0.665219381649058,0.0043075916001948,0.0319786721347595
"70_7","cds_compbias","HA","H5N1",0.001,1,0.111111111111111,0.941345694638607,0.632795806173484,0.00587073052625137,0.0507745850255962
"70_7","cds_compbias","HA","H5N1",0.001,1,0.333333333333333,0.950864491631088,0.676851830263949,0.0110979257702102,0.0736933856876447
"70_7","cds_compbias","HA","H5N1",0.001,3,0.111111111111111,0.950363238498256,0.674189064079113,0.0106347473779928,0.0723390502438195
"70_7","cds_compbias","HA","H5N1",0.001,3,0.333333333333333,0.950864491631088,0.676851830263949,0.0110979257702102,0.0736933856876447
"70_7","cds_compbias","HA","H5N1",0.001,9,0.111111111111111,0.949363238498256,0.669847162379705,0.0106216139638975,0.0698500112872081
"70_7","cds_compbias","HA","H5N1",0.001,9,0.333333333333333,0.950864491631088,0.676851830263949,0.0110979257702102,0.0736933856876447
"70_7","cds_compbias","HA","H5N1",0.01,1,0.111111111111111,0.950867004193902,0.676520098906014,0.00972179052611835,0.0671459476874249
"70_7","cds_compbias","HA","H5N1",0.01,1,0.333333333333333,0.954373276155212,0.686545573270102,0.0117487131047621,0.0775706153762015
"70_7","cds_compbias","HA","H5N1",0.01,3,0.111111111111111,0.949868263623884,0.676464153859057,0.0095956394159217,0.0594468266469225
"70_7","cds_compbias","HA","H5N1",0.01,3,0.333333333333333,0.964407154821728,0.742190364958542,0.00698694976948446,0.0547167900228053
"70_7","cds_compbias","HA","H5N1",0.01,9,0.111111111111111,0.951379567007972,0.676961835397442,0.00913057143641352,0.0434814402186056
"70_7","cds_compbias","HA","H5N1",0.01,9,0.333333333333333,0.964412179947356,0.742189891355398,0.00542045426554962,0.0412706961703034
"70_7","cds_compbias","HA","H5N1",0.1,1,0.111111111111111,0.963904648556064,0.729518606782529,0.00525074285059856,0.0524336915705119
"70_7","cds_compbias","HA","H5N1",0.1,1,0.333333333333333,0.96741468621302,0.747851444155306,0.00472945455333,0.0533943736649122
"70_7","cds_compbias","HA","H5N1",0.1,3,0.111111111111111,0.960399636024735,0.710457078221403,0.00450097074022546,0.0417500236581495
"70_7","cds_compbias","HA","H5N1",0.1,3,0.333333333333333,0.967415939345852,0.748244770614913,0.00534223353516137,0.0541592163439435
"70_7","cds_compbias","HA","H5N1",0.1,9,0.111111111111111,0.963405901688896,0.725465421841254,0.0057968978898757,0.0512539416709452
"70_7","cds_compbias","HA","H5N1",0.1,9,0.333333333333333,0.966913433080188,0.742049991953107,0.00485995644049969,0.0587265871365174
"70_7","cds_compbias","HA","H5N6",0.001,1,0.111111111111111,0.879893963714343,0.48154170335524,0.0147510885732376,0.0402557672364786
"70_7","cds_compbias","HA","H5N6",0.001,1,0.333333333333333,0.938061312457337,0.602486712719663,0.0099467376283335,0.0531396486845111
"70_7","cds_compbias","HA","H5N6",0.001,3,0.111111111111111,0.896926476125003,0.522680336857088,0.00701534834552478,0.0235716480205222
"70_7","cds_compbias","HA","H5N6",0.001,3,0.333333333333333,0.937587378808048,0.600638266221951,0.0103969146669791,0.054414567918467
"70_7","cds_compbias","HA","H5N6",0.001,9,0.111111111111111,0.917726944963956,0.581617653677896,0.00722765330849153,0.0352859137711264
"70_7","cds_compbias","HA","H5N6",0.001,9,0.333333333333333,0.934270958388588,0.622896774400412,0.0155073816324059,0.0683117393586197
"70_7","cds_compbias","HA","H5N6",0.01,1,0.111111111111111,0.917726944963956,0.581649266719267,0.00703168314582563,0.0329344607181243
"70_7","cds_compbias","HA","H5N6",0.01,1,0.333333333333333,0.940419781883554,0.642692762292968,0.0135630528363778,0.0590804223705572
"70_7","cds_compbias","HA","H5N6",0.01,3,0.111111111111111,0.922455082636618,0.599260035444894,0.00910918885177953,0.0445703327015522
"70_7","cds_compbias","HA","H5N6",0.01,3,0.333333333333333,0.951294528654922,0.691997455421225,0.00600207916717064,0.0273561609791456
"70_7","cds_compbias","HA","H5N6",0.01,9,0.111111111111111,0.931435204651437,0.629445692276514,0.011996720270914,0.0517036416248629
"70_7","cds_compbias","HA","H5N6",0.01,9,0.333333333333333,0.955080401081598,0.713967488475859,0.0037757644643059,0.0235057840136861
"70_7","cds_compbias","HA","H5N6",0.1,1,0.111111111111111,0.951294533939877,0.663909497376999,0.00551077717299574,0.0381885979634581
"70_7","cds_compbias","HA","H5N6",0.1,1,0.333333333333333,0.954133654193538,0.670114374629752,0.00434494115304452,0.0393790085362995
"70_7","cds_compbias","HA","H5N6",0.1,3,0.111111111111111,0.9522457519001,0.684744454856416,0.00512589643590109,0.025589503326119
"70_7","cds_compbias","HA","H5N6",0.1,3,0.333333333333333,0.95649885136782,0.698682982860619,0.00273913629471983,0.0256585381269233
"70_7","cds_compbias","HA","H5N6",0.1,9,0.111111111111111,0.952246872310618,0.677759622829012,0.00348779804956796,0.0192678737610129
"70_7","cds_compbias","HA","H5N6",0.1,9,0.333333333333333,0.954609828663864,0.673307665631185,0.0035072637482114,0.0281250233097166
"70_7","cds_compbias","HA","H7N3",0.001,1,0.111111111111111,0.900183136685649,0.512795681447086,0.0295146938250994,0.0690342680649186
"70_7","cds_compbias","HA","H7N3",0.001,1,0.333333333333333,0.938113323656034,0.594633345919329,0.0118397404431119,0.0449780894074976
"70_7","cds_compbias","HA","H7N3",0.001,3,0.111111111111111,0.908661933474771,0.54220962220252,0.0202709553732004,0.0518212090929551
"70_7","cds_compbias","HA","H7N3",0.001,3,0.333333333333333,0.939110836093845,0.598745662139182,0.0110494513393573,0.0409967308080465
"70_7","cds_compbias","HA","H7N3",0.001,9,0.111111111111111,0.919639514398084,0.573555120927511,0.0177831248139343,0.0444132458551466
"70_7","cds_compbias","HA","H7N3",0.001,9,0.333333333333333,0.938117064304413,0.624884814557005,0.0133066649478972,0.0496218947011212
"70_7","cds_compbias","HA","H7N3",0.01,1,0.111111111111111,0.916141995756876,0.561298538534814,0.0173953057864291,0.0415188388028979
"70_7","cds_compbias","HA","H7N3",0.01,1,0.333333333333333,0.93861581742162,0.619862504332631,0.0146719859365119,0.0567909646046031
"70_7","cds_compbias","HA","H7N3",0.01,3,0.111111111111111,0.924633279984119,0.593856303709513,0.0193679267056577,0.0532714709448862
"70_7","cds_compbias","HA","H7N3",0.01,3,0.333333333333333,0.944593423158522,0.654044006781627,0.0171304593488274,0.0678188414115199
"70_7","cds_compbias","HA","H7N3",0.01,9,0.111111111111111,0.932622070445776,0.623069971127164,0.0179697453698285,0.0526145130739126
"70_7","cds_compbias","HA","H7N3",0.01,9,0.333333333333333,0.951085941861764,0.684928189990759,0.0128639465715956,0.0573687372421033
"70_7","cds_compbias","HA","H7N3",0.1,1,0.111111111111111,0.950587170134366,0.657818354025078,0.015889893289707,0.0722016670789001
"70_7","cds_compbias","HA","H7N3",0.1,1,0.333333333333333,0.954084682572176,0.666938555112248,0.0114318211850611,0.0576115500532783
"70_7","cds_compbias","HA","H7N3",0.1,3,0.111111111111111,0.949592151462141,0.661117721385732,0.0109927807456097,0.0437432958409343
"70_7","cds_compbias","HA","H7N3",0.1,3,0.333333333333333,0.957575966799419,0.697599426164847,0.0101943575330685,0.0435479194344559
"70_7","cds_compbias","HA","H7N3",0.1,9,0.111111111111111,0.95358592945497,0.677059529598842,0.0110075031095291,0.0491502459593158
"70_7","cds_compbias","HA","H7N3",0.1,9,0.333333333333333,0.955575966799419,0.677655601518317,0.0119605501340501,0.0583102683787404
"70_7","cds_compbias","HA","H7N4",0.001,1,0.111111111111111,0.904865525081163,0.53246177050866,0.0084923476134242,0.0244613077636263
"70_7","cds_compbias","HA","H7N4",0.001,1,0.333333333333333,0.939295982565103,0.608712886391378,0.00392899805652619,0.0357517404598861
"70_7","cds_compbias","HA","H7N4",0.001,3,0.111111111111111,0.911565258989438,0.556299223677557,0.00758865513317494,0.0337447252238637
"70_7","cds_compbias","HA","H7N4",0.001,3,0.333333333333333,0.939295982565103,0.608712886391378,0.00392899805652619,0.0357517404598861
"70_7","cds_compbias","HA","H7N4",0.001,9,0.111111111111111,0.916343101878251,0.568260419516738,0.00780720933171456,0.0301067873851327
"70_7","cds_compbias","HA","H7N4",0.001,9,0.333333333333333,0.936425152737318,0.621494084964849,0.00360480408873614,0.0323337011465075
"70_7","cds_compbias","HA","H7N4",0.01,1,0.111111111111111,0.917303470945823,0.573509282721342,0.0107673825769373,0.0447665395429142
"70_7","cds_compbias","HA","H7N4",0.01,1,0.333333333333333,0.940723373842293,0.63799216230779,0.0066752647420457,0.0383880513547412
"70_7","cds_compbias","HA","H7N4",0.01,3,0.111111111111111,0.925906797600369,0.60567731707726,0.00738031554673007,0.0382615991057252
"70_7","cds_compbias","HA","H7N4",0.01,3,0.333333333333333,0.953164761929251,0.697176943983262,0.0086508784729668,0.0600733574776518
"70_7","cds_compbias","HA","H7N4",0.01,9,0.111111111111111,0.932597385110491,0.625219445599554,0.00666328020649768,0.0324608297649694
"70_7","cds_compbias","HA","H7N4",0.01,9,0.333333333333333,0.95364209437511,0.698605601392758,0.00814202743127147,0.0524448992576732
"70_7","cds_compbias","HA","H7N4",0.1,1,0.111111111111111,0.950299658184861,0.65970047478673,0.00968765277906071,0.076562206856365
"70_7","cds_compbias","HA","H7N4",0.1,1,0.333333333333333,0.956997119185811,0.692635909361515,0.0107472045871568,0.0820252248031803
"70_7","cds_compbias","HA","H7N4",0.1,3,0.111111111111111,0.953642099851995,0.689373107248242,0.00615021444536259,0.0488317832561882
"70_7","cds_compbias","HA","H7N4",0.1,3,0.333333333333333,0.958424515939885,0.705917123221418,0.00759603098702642,0.0561756970564164
"70_7","cds_compbias","HA","H7N4",0.1,9,0.111111111111111,0.955075222689464,0.693335301209244,0.00656092801419915,0.0500704568471769
"70_7","cds_compbias","HA","H7N4",0.1,9,0.333333333333333,0.961294198360237,0.723544119464006,0.00827789179157507,0.0581167006543328
"70_7","cds_compbias","HA","H7N7",0.001,1,0.111111111111111,0.901007078732365,0.526308121067853,0.0249360729124347,0.0670334500811002
"70_7","cds_compbias","HA","H7N7",0.001,1,0.333333333333333,0.942665072862744,0.633218610440462,0.0135236890236121,0.0875588807417547
"70_7","cds_compbias","HA","H7N7",0.001,3,0.111111111111111,0.914736605192855,0.575989988799031,0.0173116483260044,0.0562197316621292
"70_7","cds_compbias","HA","H7N7",0.001,3,0.333333333333333,0.941245512735914,0.626698845967574,0.0124390964126657,0.0805086465907289
"70_7","cds_compbias","HA","H7N7",0.001,9,0.111111111111111,0.91899976721542,0.584156112879167,0.0152792983224009,0.051085086867443
"70_7","cds_compbias","HA","H7N7",0.001,9,0.333333333333333,0.937461897060461,0.64010862407541,0.0145006346863275,0.0676672308664183
"70_7","cds_compbias","HA","H7N7",0.01,1,0.111111111111111,0.920417086521214,0.589894346734726,0.0184753341338456,0.0622667637077685
"70_7","cds_compbias","HA","H7N7",0.01,1,0.333333333333333,0.938409764359039,0.634052353205815,0.0163503988993635,0.0805936337845773
"70_7","cds_compbias","HA","H7N7",0.01,3,0.111111111111111,0.927048812347552,0.611831941376575,0.0131306971851414,0.0452224968808338
"70_7","cds_compbias","HA","H7N7",0.01,3,0.333333333333333,0.944098115174103,0.657131587801823,0.0115758596474422,0.051635587075168
"70_7","cds_compbias","HA","H7N7",0.01,9,0.111111111111111,0.933679407118141,0.627607233663766,0.0146941254848026,0.0702769039117252
"70_7","cds_compbias","HA","H7N7",0.01,9,0.333333333333333,0.950260394315841,0.684245184391361,0.00580510403787689,0.0216172624466235
"70_7","cds_compbias","HA","H7N7",0.1,1,0.111111111111111,0.948357905319882,0.659134399117615,0.0113142787479991,0.0769838620554244
"70_7","cds_compbias","HA","H7N7",0.1,1,0.333333333333333,0.956412563149836,0.697581343560972,0.00599420158095619,0.0499519906345622
"70_7","cds_compbias","HA","H7N7",0.1,3,0.111111111111111,0.951198156629292,0.678279067464738,0.00837154299712672,0.0509766005920865
"70_7","cds_compbias","HA","H7N7",0.1,3,0.333333333333333,0.960681348515455,0.722677716886757,0.0046210682428064,0.0335474404513578
"70_7","cds_compbias","HA","H7N7",0.1,9,0.111111111111111,0.957359310037896,0.705751965841879,0.00753649541520671,0.0468680594126293
"70_7","cds_compbias","HA","H7N7",0.1,9,0.333333333333333,0.958786739651432,0.705531892552464,0.00741888114975905,0.0436386347747071
"70_7","cds_compbias","HA","H7N9",0.001,1,0.111111111111111,0.94246820536976,0.300529011694258,0.026741872511114,0.107065455140432
"70_7","cds_compbias","HA","H7N9",0.001,1,0.333333333333333,0.976153690868717,0,0.00115211198075739,0
"70_7","cds_compbias","HA","H7N9",0.001,3,0.111111111111111,0.942465513760851,0.325014198563566,0.0127105516818469,0.102219506379711
"70_7","cds_compbias","HA","H7N9",0.001,3,0.333333333333333,0.976153690868717,0,0.00115211198075739,0
"70_7","cds_compbias","HA","H7N9",0.001,9,0.111111111111111,0.949723437184577,0.342963883810975,0.0120660259744468,0.0966569505915561
"70_7","cds_compbias","HA","H7N9",0.001,9,0.333333333333333,0.974599286723639,0.281261685396324,0.0053034566102865,0.107526959293299
"70_7","cds_compbias","HA","H7N9",0.01,1,0.111111111111111,0.951795976044681,0.358616156594211,0.010429088656551,0.0924575450492933
"70_7","cds_compbias","HA","H7N9",0.01,1,0.333333333333333,0.973564363098042,0.267064281742914,0.00805913088837117,0.213701590052251
"70_7","cds_compbias","HA","H7N9",0.01,3,0.111111111111111,0.958020321647265,0.416239523987206,0.0160986739666568,0.131489028625943
"70_7","cds_compbias","HA","H7N9",0.01,3,0.333333333333333,0.971493170042393,0.361776648988213,0.00877152586651067,0.154013703676292
"70_7","cds_compbias","HA","H7N9",0.01,9,0.111111111111111,0.96371711190364,0.406621641986897,0.00576282911905269,0.0963307855151491
"70_7","cds_compbias","HA","H7N9",0.01,9,0.333333333333333,0.972532131081354,0.420066609628895,0.00943505749401051,0.193409865021195
"70_7","cds_compbias","HA","H7N9",0.1,1,0.111111111111111,0.974081152008613,0.222938870734923,0.00659906194884034,0.197989313772446
"70_7","cds_compbias","HA","H7N9",0.1,1,0.333333333333333,0.974599286723639,0.102899332448786,0.0038345107734159,0.101026512513478
"70_7","cds_compbias","HA","H7N9",0.1,3,0.111111111111111,0.976157728282081,0.341801583741824,0.0080582498688734,0.233166032866044
"70_7","cds_compbias","HA","H7N9",0.1,3,0.333333333333333,0.978230267142184,0.359127574221362,0.00722670113130403,0.236905527903811
"70_7","cds_compbias","HA","H7N9",0.1,9,0.111111111111111,0.978230267142184,0.359127574221362,0.00722670113130403,0.236905527903811
"70_7","cds_compbias","HA","H7N9",0.1,9,0.333333333333333,0.977712132427158,0.283213791784056,0.00674560301590621,0.263337220838226
"70_7","cds_compbias","HA","H8N4",0.001,1,0.111111111111111,0.909018694752088,0.528244573944291,0.0172606845916338,0.0534925874518149
"70_7","cds_compbias","HA","H8N4",0.001,1,0.333333333333333,0.941059775977834,0.613094839153591,0.00976968437446205,0.0528047550938786
"70_7","cds_compbias","HA","H8N4",0.001,3,0.111111111111111,0.914199589109028,0.562110846876092,0.0143140569286682,0.0561568504025591
"70_7","cds_compbias","HA","H8N4",0.001,3,0.333333333333333,0.940118599507246,0.609314936978418,0.0107800843923626,0.0566924881201306
"70_7","cds_compbias","HA","H8N4",0.001,9,0.111111111111111,0.921272862041913,0.583401555773301,0.0185262926496983,0.0726206285082455
"70_7","cds_compbias","HA","H8N4",0.001,9,0.333333333333333,0.940121939636285,0.625873772743892,0.00757132167437329,0.0439621200777965
"70_7","cds_compbias","HA","H8N4",0.01,1,0.111111111111111,0.920327235564372,0.578892691908,0.014115375218147,0.0566099694836961
