"cluster_set","featset","focgene","subtype","sigma","C","Weight","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","prot_ctdd","M1","H4N8",0.001,9,9,0.834358508957682,0.366716804504025,0.025521193529891,0.0580019054753249
"70_7","prot_ctdd","M1","H4N8",0.01,1,3,0.953621727000773,0.626959158405997,0.00679996587611361,0.0606518856647894
"70_7","prot_ctdd","M1","H4N8",0.01,1,9,0.83719987003238,0.376981052567923,0.0268102916246696,0.050133036495451
"70_7","prot_ctdd","M1","H4N8",0.01,3,3,0.949834739448534,0.608426701277907,0.00790926346250624,0.0452441472055731
"70_7","prot_ctdd","M1","H4N8",0.01,3,9,0.843349803367954,0.382280699508193,0.0259644459076646,0.0426948129949499
"70_7","prot_ctdd","M1","H4N8",0.01,9,3,0.949358564978208,0.611384219511284,0.00779240118880789,0.0418726291466253
"70_7","prot_ctdd","M1","H4N8",0.01,9,9,0.844295429845495,0.382172525084394,0.0263451240850946,0.0456880882143429
"70_7","prot_ctdd","M1","H4N8",0.1,1,3,0.951254299575364,0.60668108317578,0.00680934919460882,0.0299674803259091
"70_7","prot_ctdd","M1","H4N8",0.1,1,9,0.847136790920193,0.373486502412612,0.0271840997488956,0.0422553594502726
"70_7","prot_ctdd","M1","H4N8",0.1,3,3,0.951254299575364,0.60668108317578,0.00680934919460882,0.0299674803259091
"70_7","prot_ctdd","M1","H4N8",0.1,3,9,0.847610724569482,0.374644718331115,0.0278931001723765,0.044479834014886
"70_7","prot_ctdd","M1","H4N8",0.1,9,3,0.951254299575364,0.60668108317578,0.00680934919460882,0.0299674803259091
"70_7","prot_ctdd","M1","H4N8",0.1,9,9,0.847610724569482,0.372326444698118,0.0278931001723765,0.0439497797774463
"70_7","prot_ctdd","M1","H5N1",0.001,1,3,0.967919799498747,0.707067492274552,0.00326777062917424,0.0325781929506487
"70_7","prot_ctdd","M1","H5N1",0.001,1,9,0.835588972431078,0.374856664767254,0.0358229451114935,0.0581475647401709
"70_7","prot_ctdd","M1","H5N1",0.001,3,3,0.966416040100251,0.696978238323585,0.00380094007220628,0.0367128851511049
"70_7","prot_ctdd","M1","H5N1",0.001,3,9,0.849122807017544,0.390472233877,0.0310210495173249,0.0576413180947347
"70_7","prot_ctdd","M1","H5N1",0.001,9,3,0.965914786967419,0.693803354194564,0.00419378459415576,0.038503297431608
"70_7","prot_ctdd","M1","H5N1",0.001,9,9,0.866165413533835,0.418666280348715,0.0219638118297811,0.0558089377549273
"70_7","prot_ctdd","M1","H5N1",0.01,1,3,0.965413533834587,0.686342363739708,0.00448334431578906,0.031083207827151
"70_7","prot_ctdd","M1","H5N1",0.01,1,9,0.869674185463659,0.42118044112327,0.0186712586788864,0.0475985063294344
"70_7","prot_ctdd","M1","H5N1",0.01,3,3,0.963408521303258,0.683146442850392,0.0045528576753346,0.02807167499772
"70_7","prot_ctdd","M1","H5N1",0.01,3,9,0.87218045112782,0.42384463941309,0.0164346830183008,0.0484874252503932
"70_7","prot_ctdd","M1","H5N1",0.01,9,3,0.962907268170426,0.677192668582776,0.00482089826107053,0.0359126202896637
"70_7","prot_ctdd","M1","H5N1",0.01,9,9,0.871177944862155,0.416690150326935,0.0152037602888252,0.0419575863848616
"70_7","prot_ctdd","M1","H5N1",0.1,1,3,0.96390977443609,0.673230466742369,0.00519710309607209,0.0470328376647332
"70_7","prot_ctdd","M1","H5N1",0.1,1,9,0.87468671679198,0.414858020241177,0.0134966536519662,0.0432233764206432
"70_7","prot_ctdd","M1","H5N1",0.1,3,3,0.96390977443609,0.673230466742369,0.00519710309607209,0.0470328376647332
"70_7","prot_ctdd","M1","H5N1",0.1,3,9,0.87468671679198,0.412514295732279,0.0134966536519662,0.0447189240260444
"70_7","prot_ctdd","M1","H5N1",0.1,9,3,0.964912280701754,0.679802824422044,0.00501253132832079,0.0443168622438779
"70_7","prot_ctdd","M1","H5N1",0.1,9,9,0.875689223057644,0.414835707969276,0.0134500329473671,0.0444138075536327
"70_7","prot_ctdd","M1","H5N6",0.001,1,3,0.947036963399994,0.591825659423382,0.00819692065584326,0.0602045188032248
"70_7","prot_ctdd","M1","H5N6",0.001,1,9,0.797157074578541,0.334925517637294,0.0258145492074283,0.0274157532001474
"70_7","prot_ctdd","M1","H5N6",0.001,3,3,0.947982589877535,0.600038566530739,0.00952267343521406,0.0744448000484938
"70_7","prot_ctdd","M1","H5N6",0.001,3,9,0.815118433733743,0.363402873680332,0.0202864886709462,0.028120696837088
"70_7","prot_ctdd","M1","H5N6",0.001,9,3,0.953185776325049,0.63704125115836,0.00985076434083471,0.0725585861905641
"70_7","prot_ctdd","M1","H5N6",0.001,9,9,0.832618141475716,0.377240492600581,0.0138159319368464,0.0220090446280998
"70_7","prot_ctdd","M1","H5N6",0.01,1,3,0.949398794057765,0.613060596319652,0.0109861363413824,0.0731027276216741
"70_7","prot_ctdd","M1","H5N6",0.01,1,9,0.837344054182207,0.38368996349621,0.0142423399311689,0.0244739748722913
"70_7","prot_ctdd","M1","H5N6",0.01,3,3,0.956489898653584,0.662127302597962,0.009173308246509,0.0611075510587226
"70_7","prot_ctdd","M1","H5N6",0.01,3,9,0.845380785255567,0.396719151366879,0.0137690694135558,0.0320168448395153
"70_7","prot_ctdd","M1","H5N6",0.01,9,3,0.956018195255421,0.651761829658515,0.0101850834455485,0.0777026301288923
"70_7","prot_ctdd","M1","H5N6",0.01,9,9,0.843963455379863,0.386239068740819,0.0125244233469769,0.0257864525816498
"70_7","prot_ctdd","M1","H5N6",0.1,1,3,0.955074814883872,0.623203554446081,0.00715757616210126,0.0746630763541158
"70_7","prot_ctdd","M1","H5N6",0.1,1,9,0.84444186538627,0.364634955881035,0.00956301987496805,0.0214837922943775
"70_7","prot_ctdd","M1","H5N6",0.1,3,3,0.955074814883872,0.623203554446081,0.00715757616210126,0.0746630763541158
"70_7","prot_ctdd","M1","H5N6",0.1,3,9,0.84444186538627,0.364634955881035,0.00956301987496805,0.0214837922943775
"70_7","prot_ctdd","M1","H5N6",0.1,9,3,0.955074814883872,0.623203554446081,0.00715757616210126,0.0746630763541158
"70_7","prot_ctdd","M1","H5N6",0.1,9,9,0.847279865229413,0.369841293876727,0.00684670278605466,0.0207626610843322
"70_7","prot_ctdd","M1","H7N3",0.001,1,3,0.954585923251573,0.646311747424859,0.005744376362806,0.0634408357882026
"70_7","prot_ctdd","M1","H7N3",0.001,1,9,0.893156995570775,0.506706026635386,0.0800458234539421,0.186958157745875
"70_7","prot_ctdd","M1","H7N3",0.001,3,3,0.954087170134366,0.645188910218074,0.0055205045134097,0.0655768851710935
"70_7","prot_ctdd","M1","H7N3",0.001,3,9,0.873206864679098,0.435157854608821,0.0594213377820567,0.117264136724357
"70_7","prot_ctdd","M1","H7N3",0.001,9,3,0.957084670165383,0.6583927401559,0.00693551938035827,0.0798182820485313
"70_7","prot_ctdd","M1","H7N3",0.001,9,9,0.867723055545217,0.411102125388797,0.05298776069668,0.0934789058334778
"70_7","prot_ctdd","M1","H7N3",0.01,1,3,0.957085923251573,0.653342800617633,0.00541338214735739,0.072573972225805
"70_7","prot_ctdd","M1","H7N3",0.01,1,9,0.873221802459027,0.406845836420733,0.0509770670168647,0.0831131046150736
"70_7","prot_ctdd","M1","H7N3",0.01,3,3,0.954088404610365,0.636023761639107,0.00803063872175406,0.0861280010464691
"70_7","prot_ctdd","M1","H7N3",0.01,3,9,0.876223043138423,0.407804521921869,0.0503244268700624,0.0786154392631671
"70_7","prot_ctdd","M1","H7N3",0.01,9,3,0.955085910844779,0.643752056181938,0.0101544935829043,0.0987858253715267
"70_7","prot_ctdd","M1","H7N3",0.01,9,9,0.87472179625563,0.407224789418168,0.0515892545146752,0.0794343835995792
"70_7","prot_ctdd","M1","H7N3",0.1,1,3,0.956090885969157,0.631700172278115,0.010938117093217,0.115442799134046
"70_7","prot_ctdd","M1","H7N3",0.1,1,9,0.878215555638267,0.398146522336021,0.0471456154480078,0.0734761689576169
"70_7","prot_ctdd","M1","H7N3",0.1,3,3,0.956090885969157,0.631700172278115,0.010938117093217,0.115442799134046
"70_7","prot_ctdd","M1","H7N3",0.1,3,9,0.878215555638267,0.398146522336021,0.0471456154480078,0.0734761689576169
"70_7","prot_ctdd","M1","H7N3",0.1,9,3,0.956090885969157,0.631700172278115,0.010938117093217,0.115442799134046
"70_7","prot_ctdd","M1","H7N3",0.1,9,9,0.880213061872681,0.402188067567506,0.0458537422365592,0.0735841368738009
"70_7","prot_ctdd","M1","H7N4",0.001,1,3,0.950763281987261,0.624076378232353,0.00951553311199278,0.0523789565613154
"70_7","prot_ctdd","M1","H7N4",0.001,1,9,0.80641612436604,0.338079300944881,0.0295223333751946,0.0332990124250683
"70_7","prot_ctdd","M1","H7N4",0.001,3,3,0.952194120963635,0.639071359930006,0.0123284004964554,0.0737329462423451
"70_7","prot_ctdd","M1","H7N4",0.001,3,9,0.82075536268522,0.358287167651228,0.0276193853656489,0.0349171514276169
"70_7","prot_ctdd","M1","H7N4",0.001,9,3,0.955064945314534,0.654524917674299,0.0118896494131238,0.0720071289612823
"70_7","prot_ctdd","M1","H7N4",0.001,9,9,0.831740745508673,0.37048145559869,0.0234325408133954,0.0395685213090417
"70_7","prot_ctdd","M1","H7N4",0.01,1,3,0.953634111815046,0.641937832476613,0.0127162148852312,0.0836028779931565
"70_7","prot_ctdd","M1","H7N4",0.01,1,9,0.837965441785955,0.372645413090535,0.0199848749410807,0.0331482689386727
"70_7","prot_ctdd","M1","H7N4",0.01,3,3,0.952677168539118,0.636748533478864,0.0143770235424352,0.0926100456048338
"70_7","prot_ctdd","M1","H7N4",0.01,3,9,0.83795742636458,0.360976472116638,0.0126385335732344,0.0366468962845305
"70_7","prot_ctdd","M1","H7N4",0.01,9,3,0.953634106338161,0.638875083328989,0.0135720524088336,0.0901681857243442
"70_7","prot_ctdd","M1","H7N4",0.01,9,9,0.838913222233076,0.359186552092053,0.0135310472310349,0.0337319075459345
"70_7","prot_ctdd","M1","H7N4",0.1,1,3,0.955545703552037,0.636333974573182,0.0107698365538559,0.0806552645019475
"70_7","prot_ctdd","M1","H7N4",0.1,1,9,0.844174112697372,0.359588350300955,0.016598880538966,0.0347883401142911
"70_7","prot_ctdd","M1","H7N4",0.1,3,3,0.955545703552037,0.636333974573182,0.0107698365538559,0.0806552645019475
"70_7","prot_ctdd","M1","H7N4",0.1,3,9,0.844174112697372,0.359588350300955,0.016598880538966,0.0347883401142911
"70_7","prot_ctdd","M1","H7N4",0.1,9,3,0.955545703552037,0.636333974573182,0.0107698365538559,0.0806552645019475
"70_7","prot_ctdd","M1","H7N4",0.1,9,9,0.844174112697372,0.35732197108539,0.016598880538966,0.0381160825643948
"70_7","prot_ctdd","M1","H7N7",0.001,1,3,0.953100613689559,0.644185056504461,0.00615873418464813,0.0562783209236416
"70_7","prot_ctdd","M1","H7N7",0.001,1,9,0.817151960107637,0.367732463919389,0.0134798980449052,0.0209901261168697
"70_7","prot_ctdd","M1","H7N7",0.001,3,3,0.954996358931946,0.660141527223588,0.00557141023098989,0.0544262400742798
"70_7","prot_ctdd","M1","H7N7",0.001,3,9,0.819987703161897,0.370555829405396,0.0146296887019731,0.0159013950232606
"70_7","prot_ctdd","M1","H7N7",0.001,9,3,0.95831053856803,0.683811333207527,0.00364182765979426,0.0313470849777353
"70_7","prot_ctdd","M1","H7N7",0.001,9,9,0.833721705941846,0.381143489428265,0.0127986384252134,0.0171025882472734
"70_7","prot_ctdd","M1","H7N7",0.01,1,3,0.955469166848101,0.658203078486073,0.00739482626572284,0.0574839602932838
"70_7","prot_ctdd","M1","H7N7",0.01,1,9,0.835621932826306,0.379516253939883,0.0155129334613513,0.0263812212186273
"70_7","prot_ctdd","M1","H7N7",0.01,3,3,0.955943105820006,0.666721452444017,0.00464423559516126,0.0365931122254991
"70_7","prot_ctdd","M1","H7N7",0.01,3,9,0.842730948210873,0.38930641912214,0.0188234518743499,0.0289149888672682
"70_7","prot_ctdd","M1","H7N7",0.01,9,3,0.9540462401671,0.652331235990216,0.00599243850814863,0.046572052176763
