"cluster_set","featset","focgene","subtype","min.node.size","splitrule","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"60_7","prot_ctdt","PB1","H4N6","25","gini",6,0.934273264411933,0.621621049734919,0.00513562183231969,0.0306570957336933
"60_7","prot_ctdt","PB1","H4N6","45","gini",6,0.930781492432304,0.615496905782491,0.00652731793069796,0.0228545797950696
"60_7","prot_ctdt","PB1","H4N8","5","gini",6,0.937997394863528,0.625185977120574,0.0114180524796582,0.0836667008602716
"60_7","prot_ctdt","PB1","H4N8","25","gini",6,0.93245106441591,0.61479426221752,0.0133438475360636,0.0799075339685819
"60_7","prot_ctdt","PB1","H4N8","45","gini",6,0.930789014554415,0.609471810648779,0.00872773261983383,0.0618086215791836
"60_7","prot_ctdt","PB1","H5N1","5","gini",6,0.953750427013676,0.702021575846204,0.0121065110615653,0.0662534852146839
"60_7","prot_ctdt","PB1","H5N1","25","gini",6,0.950861900095579,0.686945559298374,0.00938867134556956,0.0532364730856842
"60_7","prot_ctdt","PB1","H5N1","45","gini",6,0.949704145611724,0.682458027496462,0.00638808128734265,0.0457903418106262
"60_7","prot_ctdt","PB1","H5N6","5","gini",6,0.942144808743169,0.644263141159229,0.00480332609064186,0.0320300411317063
"60_7","prot_ctdt","PB1","H5N6","25","gini",6,0.938866120218579,0.643923826879607,0.00454376184960727,0.0211217063133553
"60_7","prot_ctdt","PB1","H5N6","45","gini",6,0.935038013779995,0.630308451368385,0.00996817319633908,0.0203740064617374
"60_7","prot_ctdt","PB1","H7N3","5","gini",6,0.939205570501662,0.618399704876973,0.0192776104959406,0.131969132556837
"60_7","prot_ctdt","PB1","H7N3","25","gini",6,0.932448172179142,0.599418221863035,0.0186903682282835,0.111454384238731
"60_7","prot_ctdt","PB1","H7N3","45","gini",6,0.926257319196075,0.585575798418603,0.0228103804752003,0.110752498496733
"60_7","prot_ctdt","PB1","H7N4","5","gini",6,0.942870588235294,0.637538816096934,0.00838163924443662,0.0513621200951963
"60_7","prot_ctdt","PB1","H7N4","25","gini",6,0.938062032085561,0.618938787352974,0.009178044399236,0.0545602577100153
"60_7","prot_ctdt","PB1","H7N4","45","gini",6,0.936459180035651,0.616784901479138,0.0102860379585902,0.0557663976717209
"60_7","prot_ctdt","PB1","H7N7","5","gini",6,0.936666363939091,0.620778619328846,0.00939232976401974,0.0668271623618768
"60_7","prot_ctdt","PB1","H7N7","25","gini",6,0.932260164078346,0.609020583867125,0.0101018569189397,0.0724682198501316
"60_7","prot_ctdt","PB1","H7N7","45","gini",6,0.930610298792117,0.604580225299007,0.00745423165012933,0.0625318564364428
"60_7","prot_ctdt","PB1","H7N9","5","gini",6,0.966494738657927,0.170066031741729,0.00569325823028412,0.145523044945009
"60_7","prot_ctdt","PB1","H7N9","25","gini",6,0.964731757805762,0.159845919602723,0.00619353705792757,0.135907029402078
"60_7","prot_ctdt","PB1","H7N9","45","gini",6,0.964730032775574,0.173360412624601,0.00461238121997904,0.13922118098892
"60_7","prot_ctdt","PB1","H8N4","5","gini",6,0.945286750164799,0.661698741007267,0.00675117182849361,0.0305387113915611
"60_7","prot_ctdt","PB1","H8N4","25","gini",6,0.937163993261554,0.625122482022633,0.00773194158621305,0.0275598866690584
"60_7","prot_ctdt","PB1","H8N4","45","gini",6,0.934455431040797,0.622698507945814,0.00819206020423795,0.0214830825088497
"60_7","prot_ctdt","PB1","H9N2","5","gini",6,0.953812634661863,0.731307659744841,0.0122906754153541,0.0637137375468802
"60_7","prot_ctdt","PB1","H9N2","25","gini",6,0.955134937944823,0.742975987802356,0.012185181377714,0.0588032384474866
"60_7","prot_ctdt","PB1","H9N2","45","gini",6,0.951832422262791,0.726965749127659,0.0115041101095331,0.0600698984011623
"60_7","prot_ctriad","PB1","H10N8","5","gini",17,0.928444823402406,0.600081216193618,0.0164794958902853,0.0576702365113449
"60_7","prot_ctriad","PB1","H10N8","25","gini",17,0.920859677280674,0.581491631854651,0.0191285881813664,0.0521032973202408
"60_7","prot_ctriad","PB1","H10N8","45","gini",17,0.917604715001322,0.578988673086047,0.0225012485227045,0.0802085991201053
"60_7","prot_ctriad","PB1","H16N3","5","gini",17,0.923465115263639,0.566493506072992,0.0131236216306022,0.100236319800842
"60_7","prot_ctriad","PB1","H16N3","25","gini",17,0.919669604482445,0.565336975243379,0.0113202762258828,0.0850561219847782
"60_7","prot_ctriad","PB1","H16N3","45","gini",17,0.915871131966858,0.557684508477087,0.00997733587724292,0.0731016481229162
"60_7","prot_ctriad","PB1","H3N8","5","gini",17,0.922862477465877,0.569404484208304,0.010078983914031,0.0672185042171075
"60_7","prot_ctriad","PB1","H3N8","25","gini",17,0.917190316765388,0.565665761286481,0.00782610817946028,0.0501343912923737
"60_7","prot_ctriad","PB1","H3N8","45","gini",17,0.915488990471285,0.5599098353433,0.0096614943857566,0.0655677421088973
"60_7","prot_ctriad","PB1","H4N6","5","gini",17,0.927286350044857,0.603181609481418,0.00709673911226165,0.044843010835846
"60_7","prot_ctriad","PB1","H4N6","25","gini",17,0.923792892861319,0.605456349508301,0.0111661011192462,0.0580679794651715
"60_7","prot_ctriad","PB1","H4N6","45","gini",17,0.92147068187379,0.597757240542216,0.00982725707331052,0.0463305220336791
"60_7","prot_ctriad","PB1","H4N8","5","gini",17,0.921944635748526,0.586507768775592,0.0210995278848606,0.0738893628702096
"60_7","prot_ctriad","PB1","H4N8","25","gini",17,0.916402913603676,0.578096810801544,0.0209319615798758,0.0688927726702671
"60_7","prot_ctriad","PB1","H4N8","45","gini",17,0.915845827615467,0.579612775567092,0.0199429039990967,0.0667277197367981
"60_7","prot_ctriad","PB1","H5N1","5","gini",17,0.935824592076702,0.618784777347642,0.012058384682485,0.0731802408903454
"60_7","prot_ctriad","PB1","H5N1","25","gini",17,0.934097170568153,0.625616483794284,0.0120214089267718,0.0652149993649436
"60_7","prot_ctriad","PB1","H5N1","45","gini",17,0.931205312038056,0.616546679629411,0.0111338531889761,0.0608206155762761
"60_7","prot_ctriad","PB1","H5N6","5","gini",17,0.93122178664766,0.62197265461261,0.00593423443135211,0.0185337394252432
"60_7","prot_ctriad","PB1","H5N6","25","gini",17,0.921379781420765,0.593579675758844,0.0175088706012909,0.0476490086791969
"60_7","prot_ctriad","PB1","H5N6","45","gini",17,0.917560584461867,0.583533029545192,0.0199952502977307,0.0502867346262705
"60_7","prot_ctriad","PB1","H7N3","5","gini",17,0.920053805981959,0.557688051857172,0.012919235034491,0.109650069375558
"60_7","prot_ctriad","PB1","H7N3","25","gini",17,0.913862952998892,0.549945723772332,0.0181263468730403,0.103687436733051
"60_7","prot_ctriad","PB1","H7N3","45","gini",17,0.911046051590441,0.543286080375773,0.0160490978781253,0.0937193786703832
"60_7","prot_ctriad","PB1","H7N4","5","gini",17,0.928454901960784,0.593806152656278,0.0138068734782185,0.071459222062808
"60_7","prot_ctriad","PB1","H7N4","25","gini",17,0.925788235294118,0.587636312454519,0.0124211423256967,0.0625062349022528
"60_7","prot_ctriad","PB1","H7N4","45","gini",17,0.92365632798574,0.58384680558274,0.0112154600845454,0.0537239861563054
"60_7","prot_ctriad","PB1","H7N7","5","gini",17,0.92619955801774,0.595656044461458,0.0162754010413616,0.083442327043003
"60_7","prot_ctriad","PB1","H7N7","25","gini",17,0.922899827445282,0.599810381637917,0.0138177725288898,0.0648833673822902
"60_7","prot_ctriad","PB1","H7N7","45","gini",17,0.919046105409742,0.584115803685765,0.0118335648744912,0.0581876377146749
"60_7","prot_ctriad","PB1","H7N9","5","gini",17,0.95356046230809,0.1451926470065,0.00430507541721702,0.109892025620804
"60_7","prot_ctriad","PB1","H7N9","25","gini",17,0.951797481455925,0.16364033202751,0.00639541012702749,0.0637339983842917
"60_7","prot_ctriad","PB1","H7N9","45","gini",17,0.947091599102984,0.162399972024049,0.00881016717247114,0.0860838962656623
"60_7","prot_ctriad","PB1","H8N4","5","gini",17,0.921456090236578,0.569726755758391,0.0089355993323037,0.017556435882199
"60_7","prot_ctriad","PB1","H8N4","25","gini",17,0.914956419834469,0.55640071611905,0.0110519674365538,0.0215040933152076
"60_7","prot_ctriad","PB1","H8N4","45","gini",17,0.913875338753388,0.557551518649434,0.0124017425488915,0.023747362936917
"60_7","prot_ctriad","PB1","H9N2","5","gini",17,0.950507933330803,0.721819480849453,0.00927143145274911,0.0423615665898179
"60_7","prot_ctriad","PB1","H9N2","25","gini",17,0.944565153622368,0.704461800126521,0.0153443820317861,0.0551055353681102
"60_7","prot_ctriad","PB1","H9N2","45","gini",17,0.938633244641996,0.682697046149896,0.0155209954372173,0.0588551995703596
"60_7","prot_pseaac","PB1","H10N8","5","gini",5,0.939834301427621,0.631320196401039,0.017299526450785,0.0742870782934298
"60_7","prot_pseaac","PB1","H10N8","25","gini",5,0.930620177441492,0.593418992837808,0.0132382947417569,0.0538613111802252
"60_7","prot_pseaac","PB1","H10N8","45","gini",5,0.926824666660298,0.584059316366435,0.0169438923201161,0.0685276658213153
"60_7","prot_pseaac","PB1","H16N3","5","gini",5,0.945174837040397,0.636372175468697,0.0101788318309883,0.109105675508936
"60_7","prot_pseaac","PB1","H16N3","25","gini",5,0.938657484326887,0.613781723612694,0.00556950606517455,0.081482965239756
"60_7","prot_pseaac","PB1","H16N3","45","gini",5,0.934314060709616,0.601428592090357,0.00345084381975085,0.0660719871613934
"60_7","prot_pseaac","PB1","H3N8","5","gini",5,0.942721478238475,0.635604092416217,0.0092046343320142,0.0768230577643433
"60_7","prot_pseaac","PB1","H3N8","25","gini",5,0.938179242853464,0.623927864970283,0.00607682778613277,0.0540402993214781
"60_7","prot_pseaac","PB1","H3N8","45","gini",5,0.937044488797322,0.624131680662304,0.00807230879039134,0.0588446481741181
"60_7","prot_pseaac","PB1","H4N6","5","gini",5,0.936000568940562,0.611208551695028,0.00903406557446646,0.0599959480949971
"60_7","prot_pseaac","PB1","H4N6","25","gini",5,0.934254687863879,0.608679017764495,0.011249546492533,0.0718105274586174
"60_7","prot_pseaac","PB1","H4N6","45","gini",5,0.926110038410858,0.585670528916392,0.0126898023221372,0.0582463928340698
"60_7","prot_pseaac","PB1","H4N8","5","gini",5,0.941307695185429,0.636870520309286,0.0111423329665872,0.0860289427798567
"60_7","prot_pseaac","PB1","H4N8","25","gini",5,0.934111592347157,0.613349657987518,0.00881437728087665,0.0698390374909315
"60_7","prot_pseaac","PB1","H4N8","45","gini",5,0.926921619741901,0.587330979745091,0.0123855597008612,0.0748650525725656
"60_7","prot_pseaac","PB1","H5N1","5","gini",5,0.953750417356829,0.690213492161489,0.00982583662146325,0.0637388353954296
"60_7","prot_pseaac","PB1","H5N1","25","gini",5,0.950288853174652,0.675985748223818,0.00316758080939022,0.0368429375337144
"60_7","prot_pseaac","PB1","H5N1","45","gini",5,0.946825652157014,0.663478815060803,0.00519363842936066,0.0274793588228238
"60_7","prot_pseaac","PB1","H5N6","5","gini",5,0.945429436920884,0.660613626707327,0.00756392437657737,0.0502835278178749
"60_7","prot_pseaac","PB1","H5N6","25","gini",5,0.935052862912806,0.61635500534249,0.00638989431788316,0.0395975596389411
"60_7","prot_pseaac","PB1","H5N6","45","gini",5,0.92795794725588,0.590778528878236,0.00669919412572521,0.0399471772575618
"60_7","prot_pseaac","PB1","H7N3","5","gini",5,0.939205570501662,0.617826826157659,0.0190706930363914,0.1405857676175
"60_7","prot_pseaac","PB1","H7N3","25","gini",5,0.93244500712138,0.592227896480981,0.0182864564189375,0.129408650960726
"60_7","prot_pseaac","PB1","H7N3","45","gini",5,0.927937964867859,0.575870769192746,0.0196202745051528,0.127513157062753
"60_7","prot_pseaac","PB1","H7N4","5","gini",5,0.943941532976827,0.635474862133913,0.00864357650930565,0.0598931723121443
