"cluster_set","featset","focgene","subtype","min.node.size","splitrule","mtry","Accuracy","Kappa","AccuracySD","KappaSD"
"60_6","cds_compbias","HA","H7N9","25","gini",12,0.962902381935839,0.17327914290081,0.00645910831112979,0.137559792278173
"60_6","cds_compbias","HA","H7N9","45","gini",12,0.961423654137409,0.193262614373337,0.00768488756624961,0.145435275536529
"60_6","cds_compbias","HA","H8N4","5","gini",12,0.96365744400527,0.480835089862758,0.00773883929125253,0.114991980255657
"60_6","cds_compbias","HA","H8N4","25","gini",12,0.960748353096179,0.476872557693773,0.00832461072343964,0.113189900393283
"60_6","cds_compbias","HA","H8N4","45","gini",12,0.960018445322793,0.500127038689671,0.00999229672694585,0.120143671628091
"60_6","cds_compbias","HA","H9N2","5","gini",12,0.971653883972468,0.616778067251229,0.00804960406775807,0.147025066002314
"60_6","cds_compbias","HA","H9N2","25","gini",12,0.968995083579154,0.594254695602779,0.00628572586276378,0.129786215743507
"60_6","cds_compbias","HA","H9N2","45","gini",12,0.96722517207473,0.588472739932919,0.00398456058349718,0.110079504676854
"60_6","nuc_2mer","HA","H10N8","5","gini",4,0.959983920448535,0.432789909953889,0.00935680871446867,0.176227952813682
"60_6","nuc_2mer","HA","H10N8","25","gini",4,0.954887702797573,0.416918741160393,0.0130959065566893,0.184688649728401
"60_6","nuc_2mer","HA","H10N8","45","gini",4,0.95052141215391,0.407169424275923,0.0138410106296914,0.196503104574145
"60_6","nuc_2mer","HA","H16N3","5","gini",4,0.954884990815806,0.447166640770624,0.0139633389164238,0.12054106811096
"60_6","nuc_2mer","HA","H16N3","25","gini",4,0.95052925959051,0.451636156585347,0.0182411428349329,0.134337148140431
"60_6","nuc_2mer","HA","H16N3","45","gini",4,0.94688227883404,0.460042731399675,0.0180788020798438,0.149680873060895
"60_6","nuc_2mer","HA","H3N8","5","gini",4,0.953591592598804,0.433192906649306,0.00569159778008058,0.09153056349393
"60_6","nuc_2mer","HA","H3N8","25","gini",4,0.945360277265359,0.412192441128581,0.0101119659388445,0.139236451524067
"60_6","nuc_2mer","HA","H3N8","45","gini",4,0.942366817597406,0.425184440958382,0.0117144089042081,0.128285324055151
"60_6","nuc_2mer","HA","H4N6","5","gini",4,0.953161478599222,0.453543048060631,0.0047848549648611,0.0710126689196136
"60_6","nuc_2mer","HA","H4N6","25","gini",4,0.948480058365759,0.435946325513663,0.00639337933402516,0.0867287579018618
"60_6","nuc_2mer","HA","H4N6","45","gini",4,0.945348978599222,0.450435753450234,0.0138366899713518,0.111319635460858
"60_6","nuc_2mer","HA","H4N8","5","gini",4,0.954210239651416,0.463634226418933,0.010309049009142,0.128609817351905
"60_6","nuc_2mer","HA","H4N8","25","gini",4,0.953464052287582,0.489568393868985,0.00724447964790262,0.100691650922653
