"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"70_7","nuc_2mer","PB2",0,0.577,0.158,0.558,0.596,0.769,1,0,0.633,0.676,0.547,0.31,0.849,0.31,0.676,0.425,0.231,0.157,0.505,0.612
"70_7","nuc_3mer","PB2",0,0.667,0.267,0.649,0.685,0.769,1,0,0.753,0.678,0.664,0.378,0.873,0.378,0.678,0.485,0.231,0.157,0.415,0.671
"70_7","nuc_4mer","PB2",0,0.724,0.368,0.707,0.741,0.769,1,0,0.789,0.728,0.723,0.442,0.898,0.442,0.728,0.55,0.231,0.169,0.381,0.726
"70_7","nuc_5mer","PB2",0,0.835,0.58,0.821,0.849,0.769,0,0,0.863,0.791,0.848,0.611,0.931,0.611,0.791,0.69,0.231,0.183,0.3,0.82
"70_7","nuc_6mer","PB2",0.001,0.847,0.597,0.833,0.861,0.769,0,0,0.843,0.764,0.872,0.643,0.925,0.643,0.764,0.698,0.231,0.177,0.275,0.818
"70_7","prot_2mer","PB2",0,0.917,0.778,0.906,0.927,0.769,0,0,0.962,0.896,0.923,0.778,0.967,0.778,0.896,0.833,0.231,0.207,0.267,0.91
"70_7","prot_ctdc","PB2",0,0.918,0.785,0.907,0.928,0.769,0,0,0.977,0.927,0.915,0.767,0.977,0.767,0.927,0.84,0.231,0.215,0.28,0.921
"70_7","prot_ctdd","PB2",0,0.911,0.765,0.9,0.922,0.769,0,0,0.943,0.898,0.915,0.761,0.968,0.761,0.898,0.824,0.231,0.208,0.273,0.907
"70_7","prot_ctdt","PB2",0.001,0.877,0.672,0.864,0.889,0.769,0,0,0.896,0.812,0.896,0.702,0.941,0.702,0.812,0.753,0.231,0.188,0.268,0.854
"70_7","prot_ctriad","PB2",0.001,0.884,0.685,0.872,0.896,0.769,0,0.001,0.872,0.796,0.911,0.729,0.937,0.729,0.796,0.761,0.231,0.184,0.253,0.853
"70_7","prot_pseaac","PB2",0,0.812,0.515,0.797,0.827,0.769,0,0,0.835,0.718,0.841,0.576,0.908,0.576,0.718,0.639,0.231,0.166,0.289,0.78
