"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"70_7","nuc_6mer","NS1",0.936,0.936,0.799,0.926,0.945,0.769,0,0,0.754,0.722,1,1,0.923,1,0.722,0.838,0.231,0.167,0.167,0.861
"70_7","prot_2mer","NS1",0.964,0.502,-0.264,0.483,0.521,0.769,1,0,0.08,0.078,0.63,0.059,0.694,0.059,0.078,0.067,0.231,0.018,0.302,0.354
"70_7","prot_ctdc","NS1",0.876,0.557,-0.143,0.538,0.576,0.769,1,0,0.144,0.172,0.673,0.136,0.73,0.136,0.172,0.152,0.231,0.04,0.291,0.422
"70_7","prot_ctdd","NS1",0.876,0.572,-0.174,0.553,0.59,0.769,1,0.183,0.108,0.112,0.71,0.104,0.726,0.104,0.112,0.108,0.231,0.026,0.249,0.411
"70_7","prot_ctdt","NS1",0.926,0.722,0.019,0.704,0.739,0.769,1,0,0.138,0.108,0.906,0.259,0.771,0.259,0.108,0.153,0.231,0.025,0.097,0.507
"70_7","prot_ctriad","NS1",0.923,0.608,-0.105,0.589,0.626,0.769,1,0.902,0.153,0.149,0.746,0.15,0.744,0.15,0.149,0.149,0.231,0.034,0.23,0.447
"70_7","prot_pseaac","NS1",0.949,0.703,-0.073,0.686,0.721,0.769,1,0,0.122,0.04,0.903,0.112,0.758,0.112,0.04,0.059,0.231,0.009,0.084,0.472
"70_7","cds_compbias","PA",0.882,0.873,0.629,0.859,0.885,0.769,0,0.001,0.765,0.673,0.933,0.751,0.905,0.751,0.673,0.71,0.231,0.156,0.207,0.803
"70_7","nuc_2mer","PA",0.887,0.66,0.248,0.641,0.678,0.769,1,0,0.618,0.655,0.661,0.368,0.864,0.368,0.655,0.471,0.231,0.152,0.412,0.658
"70_7","nuc_3mer","PA",0.812,0.784,0.475,0.768,0.799,0.769,0.031,0,0.793,0.757,0.792,0.523,0.915,0.523,0.757,0.619,0.231,0.175,0.335,0.775
"70_7","nuc_4mer","PA",0.803,0.874,0.673,0.861,0.887,0.769,0,0,0.879,0.843,0.884,0.686,0.949,0.686,0.843,0.756,0.231,0.195,0.285,0.863
"70_7","nuc_5mer","PA",0.81,0.825,0.533,0.811,0.84,0.769,0,0,0.776,0.694,0.865,0.608,0.904,0.608,0.694,0.648,0.231,0.161,0.264,0.78
"70_7","nuc_6mer","PA",0.956,0.936,0.802,0.926,0.945,0.769,0,0,0.733,0.725,1,1,0.923,1,0.725,0.841,0.231,0.168,0.168,0.862
"70_7","prot_2mer","PA",0.965,0.661,-0.132,0.642,0.679,0.769,1,0,0.114,0.042,0.847,0.076,0.746,0.076,0.042,0.054,0.231,0.01,0.127,0.445
"70_7","prot_ctdc","PA",0.882,0.729,0.048,0.712,0.746,0.769,1,0,0.143,0.128,0.91,0.3,0.776,0.3,0.128,0.179,0.231,0.03,0.099,0.519
"70_7","prot_ctdd","PA",0.918,0.668,-0.037,0.65,0.686,0.769,1,0,0.155,0.139,0.827,0.195,0.761,0.195,0.139,0.163,0.231,0.032,0.165,0.483
"70_7","prot_ctdt","PA",0.89,0.67,-0.049,0.652,0.688,0.769,1,0,0.139,0.121,0.836,0.182,0.76,0.182,0.121,0.146,0.231,0.028,0.154,0.479
"70_7","prot_ctriad","PA",0.939,0.61,-0.162,0.591,0.629,0.769,1,0.002,0.089,0.076,0.771,0.091,0.735,0.091,0.076,0.083,0.231,0.018,0.194,0.424
"70_7","prot_pseaac","PA",0.976,0.756,-0.018,0.739,0.772,0.769,0.943,0,0.062,0.006,0.981,0.095,0.766,0.095,0.006,0.012,0.231,0.001,0.016,0.494
"70_7","cds_compbias","PB1",0.764,0.501,-0.013,0.482,0.52,0.769,1,0,0.445,0.472,0.509,0.225,0.762,0.225,0.472,0.305,0.231,0.109,0.487,0.491
"70_7","nuc_2mer","PB1",0.896,0.582,-0.206,0.563,0.601,0.769,1,0.178,0.204,0.06,0.739,0.065,0.723,0.065,0.06,0.062,0.231,0.014,0.214,0.4
"70_7","nuc_3mer","PB1",0.794,0.458,-0.022,0.439,0.477,0.769,1,0,0.445,0.531,0.436,0.221,0.755,0.221,0.531,0.312,0.231,0.123,0.556,0.483
"70_7","nuc_4mer","PB1",0.924,0.612,-0.099,0.594,0.631,0.769,1,0.663,0.248,0.15,0.751,0.154,0.746,0.154,0.15,0.152,0.231,0.035,0.226,0.451
"70_7","nuc_5mer","PB1",0.893,0.833,0.572,0.818,0.847,0.769,0,0,0.863,0.777,0.85,0.609,0.927,0.609,0.777,0.683,0.231,0.18,0.295,0.813
"70_7","nuc_6mer","PB1",0.821,0.813,0.583,0.798,0.828,0.769,0,0,0.919,0.964,0.768,0.556,0.986,0.556,0.964,0.705,0.231,0.223,0.401,0.866
"70_7","prot_2mer","PB1",0.996,0.762,-0.009,0.746,0.778,0.769,0.789,0,0.05,0.003,0.991,0.095,0.767,0.095,0.003,0.006,0.231,0.001,0.008,0.497
"70_7","prot_ctdc","PB1",0.77,0.623,0.008,0.604,0.641,0.769,1,0,0.275,0.283,0.725,0.237,0.771,0.237,0.283,0.258,0.231,0.066,0.277,0.504
"70_7","prot_ctdd","PB1",0.974,0.722,-0.081,0.704,0.739,0.769,1,0,0.046,0.003,0.938,0.016,0.758,0.016,0.003,0.005,0.231,0.001,0.048,0.471
"70_7","prot_ctdt","PB1",0.92,0.7,-0.029,0.682,0.717,0.769,1,0,0.135,0.094,0.883,0.194,0.764,0.194,0.094,0.126,0.231,0.022,0.112,0.488
"70_7","prot_ctriad","PB1",0.932,0.642,-0.125,0.623,0.66,0.769,1,0,0.084,0.076,0.812,0.109,0.745,0.109,0.076,0.089,0.231,0.018,0.162,0.444
"70_7","prot_pseaac","PB1",0.955,0.696,-0.102,0.678,0.714,0.769,1,0,0.063,0.021,0.9,0.059,0.753,0.059,0.021,0.031,0.231,0.005,0.082,0.46
"70_7","cds_compbias","PB2",0.89,0.478,-0.132,0.459,0.497,0.769,1,0,0.326,0.296,0.533,0.16,0.715,0.16,0.296,0.208,0.231,0.069,0.428,0.414
"70_7","nuc_2mer","PB2",0.823,0.352,-0.121,0.334,0.371,0.769,1,0,0.291,0.494,0.309,0.177,0.67,0.177,0.494,0.261,0.231,0.114,0.645,0.401
"70_7","nuc_3mer","PB2",0.982,0.865,0.615,0.851,0.878,0.769,0,0.207,0.751,0.688,0.918,0.717,0.907,0.717,0.688,0.702,0.231,0.159,0.222,0.803
"70_7","nuc_4mer","PB2",0.962,0.841,0.538,0.826,0.855,0.769,0,0.007,0.627,0.61,0.91,0.672,0.886,0.672,0.61,0.64,0.231,0.141,0.21,0.76
"70_7","nuc_5mer","PB2",0.888,0.264,-0.088,0.247,0.281,0.769,1,0,0.198,0.701,0.133,0.196,0.595,0.196,0.701,0.306,0.231,0.162,0.829,0.417
"70_7","nuc_6mer","PB2",0.992,0.848,0.56,0.834,0.861,0.769,0,0.015,0.666,0.631,0.913,0.687,0.892,0.687,0.631,0.658,0.231,0.146,0.213,0.772
"70_7","prot_2mer","PB2",0.987,0.655,-0.137,0.637,0.673,0.769,1,0,0.062,0.044,0.839,0.076,0.744,0.076,0.044,0.055,0.231,0.01,0.134,0.441
"70_7","prot_ctdc","PB2",0.89,0.622,-0.131,0.603,0.641,0.769,1,0.001,0.113,0.097,0.78,0.117,0.742,0.117,0.097,0.106,0.231,0.022,0.191,0.439
"70_7","prot_ctdd","PB2",0.27,0.223,-0.018,0.207,0.239,0.769,1,0,0.044,0.96,0.001,0.224,0.074,0.224,0.96,0.364,0.231,0.222,0.99,0.48
"70_7","prot_ctdt","PB2",0.922,0.673,-0.036,0.655,0.691,0.769,1,0,0.162,0.133,0.836,0.196,0.762,0.196,0.133,0.158,0.231,0.031,0.157,0.484
"70_7","prot_ctriad","PB2",0.987,0.67,-0.132,0.652,0.688,0.769,1,0,0.072,0.029,0.863,0.06,0.747,0.06,0.029,0.039,0.231,0.007,0.112,0.446
"70_7","prot_pseaac","PB2",0.96,0.654,-0.14,0.636,0.672,0.769,1,0,0.077,0.042,0.839,0.073,0.744,0.073,0.042,0.053,0.231,0.01,0.134,0.44
