"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"70_7","prot_ctdd","M1",0.025,0.94,0.837,0.931,0.949,0.769,0,0,0.918,0.913,0.949,0.843,0.973,0.843,0.913,0.876,0.231,0.211,0.251,0.931
"70_7","prot_ctdt","M1",0.025,0.953,0.869,0.944,0.961,0.769,0,0.592,0.915,0.905,0.968,0.894,0.971,0.894,0.905,0.899,0.231,0.209,0.234,0.936
"70_7","prot_ctriad","M1",0.026,0.945,0.841,0.935,0.953,0.769,0,0.001,0.898,0.848,0.974,0.907,0.955,0.907,0.848,0.876,0.231,0.196,0.216,0.911
"70_7","prot_pseaac","M1",0.032,0.942,0.831,0.932,0.95,0.769,0,0,0.855,0.837,0.973,0.904,0.952,0.904,0.837,0.869,0.231,0.194,0.214,0.905
"70_7","cds_compbias","NA",0.006,0.366,0.009,0.348,0.385,0.769,1,0,0.392,0.773,0.243,0.235,0.781,0.235,0.773,0.361,0.231,0.179,0.761,0.508
"70_7","nuc_2mer","NA",0.03,0.569,-0.209,0.549,0.587,0.769,1,0.883,0.153,0.073,0.718,0.072,0.72,0.072,0.073,0.072,0.231,0.017,0.234,0.395
"70_7","nuc_3mer","NA",0.003,0.257,0.004,0.24,0.274,0.769,1,0,0.16,0.966,0.043,0.233,0.807,0.233,0.966,0.376,0.231,0.224,0.959,0.504
"70_7","nuc_4mer","NA",0.032,0.457,-0.223,0.438,0.476,0.769,1,0,0.189,0.181,0.54,0.106,0.686,0.106,0.181,0.134,0.231,0.042,0.396,0.361
"70_7","nuc_5mer","NA",0.027,0.464,-0.189,0.445,0.483,0.769,1,0,0.23,0.225,0.536,0.127,0.697,0.127,0.225,0.163,0.231,0.052,0.409,0.38
"70_7","nuc_6mer","NA",0.044,0.653,0.022,0.635,0.671,0.769,1,0.869,0.39,0.246,0.776,0.248,0.774,0.248,0.246,0.247,0.231,0.057,0.229,0.511
"70_7","prot_2mer","NA",0.003,0.451,0.053,0.432,0.47,0.769,1,0,0.509,0.717,0.37,0.255,0.813,0.255,0.717,0.377,0.231,0.166,0.65,0.544
"70_7","prot_ctdc","NA",0.014,0.555,0.06,0.536,0.574,0.769,1,0,0.54,0.511,0.569,0.263,0.794,0.263,0.511,0.347,0.231,0.118,0.45,0.54
"70_7","prot_ctdd","NA",0.008,0.719,0.394,0.702,0.736,0.769,1,0,0.725,0.824,0.688,0.443,0.928,0.443,0.824,0.576,0.231,0.191,0.43,0.756
"70_7","prot_ctdt","NA",0.005,0.424,0.048,0.405,0.443,0.769,1,0,0.473,0.759,0.323,0.252,0.816,0.252,0.759,0.379,0.231,0.176,0.696,0.541
"70_7","prot_ctriad","NA",0.022,0.555,-0.091,0.536,0.574,0.769,1,0,0.34,0.248,0.648,0.175,0.741,0.175,0.248,0.205,0.231,0.057,0.328,0.448
"70_7","prot_pseaac","NA",0.015,0.571,0.055,0.552,0.59,0.769,1,0,0.468,0.468,0.602,0.262,0.79,0.262,0.468,0.335,0.231,0.108,0.414,0.535
"70_7","cds_compbias","NP",0.03,0.775,0.443,0.759,0.791,0.769,0.225,0,0.866,0.709,0.795,0.51,0.901,0.51,0.709,0.593,0.231,0.164,0.322,0.752
"70_7","nuc_2mer","NP",0.049,0.759,0.408,0.742,0.775,0.769,0.879,0,0.825,0.684,0.782,0.486,0.892,0.486,0.684,0.568,0.231,0.158,0.326,0.733
"70_7","nuc_3mer","NP",0.023,0.706,0.313,0.688,0.723,0.769,1,0,0.784,0.657,0.72,0.414,0.875,0.414,0.657,0.508,0.231,0.152,0.367,0.689
"70_7","nuc_4mer","NP",0.043,0.688,0.235,0.67,0.705,0.769,1,0,0.67,0.537,0.733,0.377,0.84,0.377,0.537,0.443,0.231,0.124,0.33,0.635
"70_7","nuc_5mer","NP",0.027,0.839,0.604,0.825,0.853,0.769,0,0,0.927,0.853,0.835,0.609,0.95,0.609,0.853,0.711,0.231,0.197,0.324,0.844
"70_7","nuc_6mer","NP",0.013,0.701,0.353,0.684,0.719,0.769,1,0,0.826,0.78,0.678,0.422,0.911,0.422,0.78,0.547,0.231,0.181,0.428,0.729
"70_7","prot_2mer","NP",0.021,0.905,0.759,0.893,0.916,0.769,0,0,0.969,0.953,0.89,0.724,0.984,0.724,0.953,0.823,0.231,0.221,0.305,0.922
"70_7","prot_ctdc","NP",0.046,0.804,0.549,0.789,0.819,0.769,0,0,0.862,0.892,0.778,0.547,0.96,0.547,0.892,0.678,0.231,0.206,0.377,0.835
"70_7","prot_ctdd","NP",0.048,0.847,0.625,0.833,0.861,0.769,0,0,0.903,0.879,0.838,0.62,0.958,0.62,0.879,0.727,0.231,0.203,0.328,0.858
"70_7","prot_ctdt","NP",0.021,0.687,0.254,0.669,0.705,0.769,1,0,0.672,0.579,0.72,0.384,0.85,0.384,0.579,0.462,0.231,0.134,0.349,0.65
"70_7","prot_ctriad","NP",0.045,0.834,0.589,0.819,0.848,0.769,0,0,0.872,0.833,0.834,0.602,0.943,0.602,0.833,0.699,0.231,0.193,0.32,0.834
"70_7","prot_pseaac","NP",0.014,0.844,0.643,0.83,0.858,0.769,0,0,0.919,0.99,0.8,0.599,0.996,0.599,0.99,0.746,0.231,0.229,0.383,0.895
"70_7","cds_compbias","NS1",0.035,0.863,0.665,0.85,0.876,0.769,0,0,0.923,0.916,0.847,0.644,0.971,0.644,0.916,0.756,0.231,0.212,0.329,0.882
"70_7","nuc_2mer","NS1",0.047,0.858,0.627,0.844,0.871,0.769,0,0,0.907,0.793,0.878,0.661,0.934,0.661,0.793,0.721,0.231,0.184,0.278,0.835
"70_7","nuc_3mer","NS1",0.033,0.803,0.527,0.787,0.818,0.769,0,0,0.888,0.82,0.798,0.55,0.936,0.55,0.82,0.658,0.231,0.19,0.345,0.809
"70_7","nuc_4mer","NS1",0.03,0.82,0.574,0.805,0.835,0.769,0,0,0.907,0.879,0.803,0.573,0.956,0.573,0.879,0.693,0.231,0.203,0.355,0.841
"70_7","nuc_5mer","NS1",0.047,0.895,0.73,0.883,0.907,0.769,0,0,0.96,0.905,0.892,0.717,0.969,0.717,0.905,0.8,0.231,0.209,0.292,0.898
"70_7","nuc_6mer","NS1",0.026,0.842,0.619,0.827,0.855,0.769,0,0,0.913,0.9,0.824,0.606,0.965,0.606,0.9,0.724,0.231,0.208,0.343,0.862
"70_7","prot_2mer","NS1",0.054,0.941,0.842,0.932,0.95,0.769,0,0,0.987,0.94,0.942,0.829,0.981,0.829,0.94,0.881,0.231,0.218,0.263,0.941
"70_7","prot_ctdc","NS1",0.074,0.833,0.579,0.818,0.847,0.769,0,0,0.921,0.804,0.842,0.605,0.935,0.605,0.804,0.69,0.231,0.186,0.308,0.823
"70_7","prot_ctdd","NS1",0.046,0.885,0.71,0.873,0.897,0.769,0,0,0.968,0.913,0.877,0.691,0.971,0.691,0.913,0.787,0.231,0.211,0.306,0.895
"70_7","prot_ctdt","NS1",0.066,0.902,0.745,0.89,0.913,0.769,0,0,0.974,0.903,0.902,0.734,0.969,0.734,0.903,0.81,0.231,0.209,0.285,0.902
"70_7","prot_ctriad","NS1",0.039,0.887,0.693,0.874,0.899,0.769,0,0,0.926,0.807,0.911,0.732,0.94,0.732,0.807,0.768,0.231,0.187,0.255,0.859
"70_7","prot_pseaac","NS1",0.056,0.875,0.679,0.862,0.888,0.769,0,0,0.946,0.864,0.879,0.682,0.955,0.682,0.864,0.762,0.231,0.2,0.293,0.871
"70_7","cds_compbias","PA",0.023,0.557,0.128,0.537,0.576,0.769,1,0,0.652,0.655,0.527,0.294,0.835,0.294,0.655,0.406,0.231,0.152,0.515,0.591
"70_7","nuc_2mer","PA",0.047,0.7,0.358,0.682,0.717,0.769,1,0,0.757,0.801,0.67,0.422,0.918,0.422,0.801,0.553,0.231,0.185,0.439,0.735
"70_7","nuc_3mer","PA",0.031,0.585,0.131,0.566,0.603,0.769,1,0,0.615,0.594,0.582,0.3,0.826,0.3,0.594,0.398,0.231,0.137,0.459,0.588
"70_7","nuc_4mer","PA",0.028,0.603,0.18,0.584,0.622,0.769,1,0,0.668,0.659,0.586,0.324,0.851,0.324,0.659,0.434,0.231,0.152,0.47,0.622
"70_7","nuc_5mer","PA",0.028,0.543,0.083,0.524,0.562,0.769,1,0,0.583,0.586,0.531,0.273,0.81,0.273,0.586,0.373,0.231,0.136,0.496,0.558
"70_7","nuc_6mer","PA",0.036,0.659,0.189,0.64,0.677,0.769,1,0,0.65,0.524,0.699,0.344,0.83,0.344,0.524,0.416,0.231,0.121,0.352,0.612
"70_7","prot_2mer","PA",0.014,0.706,0.262,0.688,0.723,0.769,1,0,0.643,0.537,0.757,0.4,0.844,0.4,0.537,0.458,0.231,0.124,0.311,0.647
"70_7","prot_ctdc","PA",0.018,0.683,0.382,0.665,0.7,0.769,1,0,0.765,0.95,0.602,0.418,0.976,0.418,0.95,0.581,0.231,0.22,0.525,0.776
"70_7","prot_ctdd","PA",0.011,0.675,0.365,0.656,0.692,0.769,1,0,0.777,0.929,0.598,0.41,0.965,0.41,0.929,0.569,0.231,0.215,0.524,0.763
"70_7","prot_ctdt","PA",0.014,0.598,0.163,0.579,0.617,0.769,1,0,0.663,0.631,0.588,0.316,0.841,0.316,0.631,0.421,0.231,0.146,0.463,0.61
"70_7","prot_ctriad","PA",0.033,0.84,0.617,0.825,0.853,0.769,0,0,0.905,0.908,0.819,0.602,0.967,0.602,0.908,0.724,0.231,0.21,0.349,0.863
"70_7","prot_pseaac","PA",0.009,0.638,0.333,0.62,0.656,0.769,1,0,0.716,0.968,0.539,0.387,0.982,0.387,0.968,0.553,0.231,0.224,0.578,0.753
"70_7","cds_compbias","PB1",0.034,0.792,0.508,0.776,0.807,0.769,0.002,0,0.894,0.82,0.783,0.533,0.935,0.533,0.82,0.646,0.231,0.19,0.357,0.802
"70_7","nuc_2mer","PB1",0.027,0.79,0.503,0.774,0.805,0.769,0.005,0,0.876,0.817,0.781,0.529,0.934,0.529,0.817,0.642,0.231,0.189,0.357,0.799
"70_7","nuc_3mer","PB1",0.036,0.763,0.469,0.746,0.779,0.769,0.776,0,0.879,0.856,0.734,0.493,0.944,0.493,0.856,0.625,0.231,0.198,0.402,0.795
"70_7","nuc_4mer","PB1",0.04,0.726,0.363,0.708,0.743,0.769,1,0,0.823,0.709,0.731,0.442,0.893,0.442,0.709,0.545,0.231,0.164,0.371,0.72
"70_7","nuc_5mer","PB1",0.03,0.677,0.307,0.659,0.695,0.769,1,0,0.757,0.748,0.655,0.395,0.896,0.395,0.748,0.517,0.231,0.173,0.438,0.702
"70_7","nuc_6mer","PB1",0.049,0.821,0.515,0.806,0.835,0.769,0,0.001,0.847,0.67,0.866,0.601,0.897,0.601,0.67,0.634,0.231,0.155,0.258,0.768
"70_7","prot_2mer","PB1",0.046,0.94,0.842,0.931,0.949,0.769,0,0,0.974,0.956,0.936,0.817,0.986,0.817,0.956,0.881,0.231,0.221,0.271,0.946
"70_7","prot_ctdc","PB1",0.017,0.667,0.297,0.648,0.685,0.769,1,0,0.746,0.756,0.64,0.387,0.897,0.387,0.756,0.512,0.231,0.175,0.452,0.698
"70_7","prot_ctdd","PB1",0.059,0.915,0.783,0.904,0.925,0.769,0,0,0.97,0.964,0.9,0.744,0.988,0.744,0.964,0.84,0.231,0.223,0.3,0.932
"70_7","prot_ctdt","PB1",0.009,0.701,0.393,0.683,0.718,0.769,1,0,0.825,0.906,0.639,0.43,0.958,0.43,0.906,0.584,0.231,0.21,0.487,0.773
"70_7","prot_ctriad","PB1",0.006,0.783,0.538,0.767,0.799,0.769,0.038,0,0.901,0.99,0.721,0.516,0.996,0.516,0.99,0.679,0.231,0.229,0.444,0.856
"70_7","prot_pseaac","PB1",0.023,0.767,0.431,0.751,0.783,0.769,0.565,0,0.819,0.71,0.785,0.498,0.9,0.498,0.71,0.586,0.231,0.164,0.33,0.747
"70_7","cds_compbias","PB2",0.017,0.678,0.366,0.66,0.696,0.769,1,0,0.807,0.914,0.607,0.412,0.959,0.412,0.914,0.568,0.231,0.212,0.513,0.761
"70_7","nuc_2mer","PB2",0.03,0.688,0.341,0.67,0.706,0.769,1,0,0.75,0.799,0.654,0.411,0.915,0.411,0.799,0.543,0.231,0.185,0.451,0.727
"70_7","nuc_3mer","PB2",0.029,0.688,0.342,0.67,0.705,0.769,1,0,0.775,0.803,0.653,0.411,0.917,0.411,0.803,0.543,0.231,0.186,0.452,0.728
"70_7","nuc_4mer","PB2",0.034,0.676,0.307,0.658,0.694,0.769,1,0,0.788,0.748,0.655,0.395,0.896,0.395,0.748,0.517,0.231,0.173,0.438,0.701
"70_7","nuc_5mer","PB2",0.025,0.717,0.391,0.699,0.734,0.769,1,0,0.824,0.827,0.684,0.441,0.929,0.441,0.827,0.575,0.231,0.191,0.434,0.755
"70_7","nuc_6mer","PB2",0.019,0.655,0.309,0.637,0.673,0.769,1,0,0.751,0.832,0.602,0.386,0.922,0.386,0.832,0.527,0.231,0.193,0.499,0.717
"70_7","prot_2mer","PB2",0.048,0.895,0.731,0.882,0.906,0.769,0,0,0.966,0.917,0.888,0.711,0.973,0.711,0.917,0.801,0.231,0.212,0.299,0.903
"70_7","prot_ctdc","PB2",0.058,0.912,0.769,0.9,0.922,0.769,0,0,0.962,0.919,0.909,0.753,0.974,0.753,0.919,0.828,0.231,0.213,0.282,0.914
"70_7","prot_ctdd","PB2",0.077,0.852,0.623,0.838,0.865,0.769,0,0,0.928,0.832,0.858,0.638,0.944,0.638,0.832,0.722,0.231,0.193,0.302,0.845
"70_7","prot_ctdt","PB2",0.059,0.896,0.734,0.883,0.907,0.769,0,0,0.963,0.922,0.887,0.712,0.974,0.712,0.922,0.803,0.231,0.213,0.3,0.905
"70_7","prot_ctriad","PB2",0.061,0.848,0.611,0.833,0.861,0.769,0,0,0.922,0.816,0.857,0.632,0.939,0.632,0.816,0.712,0.231,0.189,0.299,0.836
"70_7","prot_pseaac","PB2",0.053,0.87,0.68,0.857,0.883,0.769,0,0,0.943,0.922,0.854,0.656,0.973,0.656,0.922,0.767,0.231,0.213,0.325,0.888
