"cluster_set","featset","focgene","subtype","sigma","C","Weight","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","cds_compbias","HA","H16N3",0.01,9,9,0.948936170212766,0.67408082596861,0.010651423476188,0.0779265171525168
"70_7","cds_compbias","HA","H16N3",0.1,1,3,0.95886524822695,0.705852618167304,0.0109106201032759,0.0886259382463764
"70_7","cds_compbias","HA","H16N3",0.1,1,9,0.954609929078014,0.684934612154167,0.0135186557498778,0.0994651645624875
"70_7","cds_compbias","HA","H16N3",0.1,3,3,0.959338061465721,0.702505741230094,0.0139259352009675,0.113559723310371
"70_7","cds_compbias","HA","H16N3",0.1,3,9,0.956501182033097,0.691739689570778,0.0169323920373238,0.122762359762018
"70_7","cds_compbias","HA","H16N3",0.1,9,3,0.956028368794326,0.665770859930141,0.01116380042848,0.0935631884656983
"70_7","cds_compbias","HA","H16N3",0.1,9,9,0.954137115839244,0.658648069274211,0.0141449411835949,0.10893534822494
"70_7","cds_compbias","HA","H3N8",0.001,1,3,0.938465257105056,0.620674953402836,0.0134822113042735,0.0867662881694701
"70_7","cds_compbias","HA","H3N8",0.001,1,9,0.914258453553164,0.575311643898024,0.0151144936145793,0.0717986364302094
"70_7","cds_compbias","HA","H3N8",0.001,3,3,0.934936264407297,0.624498699378482,0.011271141633468,0.0751553088227439
"70_7","cds_compbias","HA","H3N8",0.001,3,9,0.923337913136402,0.606762112835914,0.012759648691595,0.0653277870518708
"70_7","cds_compbias","HA","H3N8",0.001,9,3,0.939981680787726,0.648188814771941,0.0112421543347408,0.0748724275936687
"70_7","cds_compbias","HA","H3N8",0.001,9,9,0.922326539958782,0.598949496398627,0.0149392165219926,0.0711828989876047
"70_7","cds_compbias","HA","H3N8",0.01,1,3,0.948051039360863,0.685939569880779,0.00958800006172633,0.0698134328788323
"70_7","cds_compbias","HA","H3N8",0.01,1,9,0.928882019184286,0.619138808297084,0.0168316137901052,0.0826609777882588
"70_7","cds_compbias","HA","H3N8",0.01,3,3,0.950573747551077,0.692128836890682,0.00753009081210107,0.0611837699421532
"70_7","cds_compbias","HA","H3N8",0.01,3,9,0.94149428796784,0.662120032240039,0.00851326101144989,0.0561923033982193
"70_7","cds_compbias","HA","H3N8",0.01,9,3,0.951074981553571,0.69333556244804,0.00854572861285549,0.0648447069571072
"70_7","cds_compbias","HA","H3N8",0.01,9,9,0.947545988855813,0.682961215613416,0.0077217773043426,0.0539776793331442
"70_7","cds_compbias","HA","H3N8",0.1,1,3,0.956621631936493,0.706246561538092,0.0116537572005842,0.0893498065105682
"70_7","cds_compbias","HA","H3N8",0.1,1,9,0.952586316566165,0.686410010557757,0.0116653460739393,0.0872365020688431
"70_7","cds_compbias","HA","H3N8",0.1,3,3,0.957630460779075,0.709480382435446,0.0101985493358269,0.0829452735612096
"70_7","cds_compbias","HA","H3N8",0.1,3,9,0.953091367071216,0.685683055640482,0.0111340603473043,0.0830925126107137
"70_7","cds_compbias","HA","H3N8",0.1,9,3,0.95561407526143,0.683857066774675,0.0100728146298361,0.082190607525735
"70_7","cds_compbias","HA","H3N8",0.1,9,9,0.951073709386052,0.660319939933111,0.0122303379305762,0.0934457608787709
"70_7","cds_compbias","HA","H4N6",0.001,1,3,0.936041669303697,0.608410150600566,0.0144654933845757,0.0802394613678655
"70_7","cds_compbias","HA","H4N6",0.001,1,9,0.912888118172728,0.567428581868546,0.00811056002783984,0.0316134066156261
"70_7","cds_compbias","HA","H4N6",0.001,3,3,0.932521549814564,0.612581098689184,0.00829066496790055,0.0615405435779927
"70_7","cds_compbias","HA","H4N6",0.001,3,9,0.916919610647697,0.573504093451639,0.00774687011684022,0.0317253616151985
"70_7","cds_compbias","HA","H4N6",0.001,9,3,0.941083250003164,0.649552544929446,0.00684560995901521,0.0473291235362569
"70_7","cds_compbias","HA","H4N6",0.001,9,9,0.922457375036391,0.59199112040131,0.00574032393020085,0.0258226369375874
"70_7","cds_compbias","HA","H4N6",0.01,1,3,0.945112210928699,0.663199087049466,0.00679040593948775,0.0542393073192724
"70_7","cds_compbias","HA","H4N6",0.01,1,9,0.926985051200587,0.604808087335891,0.0082004697750664,0.033759097058323
"70_7","cds_compbias","HA","H4N6",0.01,3,3,0.947628571066921,0.676914230305974,0.00631308867832186,0.0444178322464111
"70_7","cds_compbias","HA","H4N6",0.01,3,9,0.933029125476248,0.623681796056075,0.00582677981757662,0.0204930026582686
"70_7","cds_compbias","HA","H4N6",0.01,9,3,0.948634861967267,0.677269667757273,0.00955479249240106,0.0572377220385681
"70_7","cds_compbias","HA","H4N6",0.01,9,9,0.942590787691607,0.656830237856077,0.0113557700328359,0.0550021116253486
"70_7","cds_compbias","HA","H4N6",0.1,1,3,0.954676404693493,0.694133920498489,0.0092830203941218,0.0609932526788645
"70_7","cds_compbias","HA","H4N6",0.1,1,9,0.951149956330772,0.681575537033378,0.0109520344597257,0.0623005680816565
"70_7","cds_compbias","HA","H4N6",0.1,3,3,0.955178917256307,0.694890666204905,0.00900750138026189,0.0580978602674947
"70_7","cds_compbias","HA","H4N6",0.1,3,9,0.950644912218523,0.673381013638197,0.0116564430190977,0.0698650396700908
"70_7","cds_compbias","HA","H4N6",0.1,9,3,0.952658759793932,0.665575634160121,0.011762965740947,0.0791559188178338
"70_7","cds_compbias","HA","H4N6",0.1,9,9,0.948124754756148,0.644816983426739,0.0153079031178131,0.0940915389910182
"70_7","cds_compbias","HA","H4N8",0.001,1,3,0.94037175221001,0.612234798116108,0.00653231161304123,0.02730719379866
"70_7","cds_compbias","HA","H4N8",0.001,1,9,0.915276797418574,0.560252840146717,0.00933755261583032,0.0480148557471558
"70_7","cds_compbias","HA","H4N8",0.001,3,3,0.937057577896541,0.622761746336915,0.0026605403443937,0.00714000443021676
"70_7","cds_compbias","HA","H4N8",0.001,3,9,0.921431212396222,0.580875626663679,0.007838228551882,0.0416775657665921
"70_7","cds_compbias","HA","H4N8",0.001,9,3,0.941316258277033,0.638845925701098,0.00453764461764365,0.0258669567268316
"70_7","cds_compbias","HA","H4N8",0.001,9,9,0.931848789396435,0.618664348975209,0.00658371754038948,0.0322643209932625
"70_7","cds_compbias","HA","H4N8",0.01,1,3,0.948884631328919,0.674822297185481,0.00663506858321826,0.0337846056599316
"70_7","cds_compbias","HA","H4N8",0.01,1,9,0.936581403426215,0.634186089351991,0.00967463096825139,0.0474698919905509
"70_7","cds_compbias","HA","H4N8",0.01,3,3,0.953619486179736,0.689877367028508,0.00214027150602879,0.015672616922447
"70_7","cds_compbias","HA","H4N8",0.01,3,9,0.944629312179983,0.656624757681184,0.00267368487441078,0.0154076832185879
"70_7","cds_compbias","HA","H4N8",0.01,9,3,0.952672739291677,0.682205363528394,0.0044389018876334,0.0261353095274134
"70_7","cds_compbias","HA","H4N8",0.01,9,9,0.947465071202088,0.661214636821362,0.00844931836295472,0.0508961403163505
"70_7","cds_compbias","HA","H4N8",0.1,1,3,0.954565112657278,0.674863913390327,0.00426062083371707,0.0341915774293741
"70_7","cds_compbias","HA","H4N8",0.1,1,9,0.949832498627497,0.65437449828687,0.00939117108908302,0.0545441535685606
"70_7","cds_compbias","HA","H4N8",0.1,3,3,0.954093419829025,0.665219381649058,0.0043075916001948,0.0319786721347595
"70_7","cds_compbias","HA","H4N8",0.1,3,9,0.948886872149956,0.637811387631939,0.00723250808085442,0.0391162800087488
"70_7","cds_compbias","HA","H4N8",0.1,9,3,0.952204407694979,0.640848463767465,0.0060921754003883,0.0471790964981506
"70_7","cds_compbias","HA","H4N8",0.1,9,9,0.94794460690397,0.620336745163493,0.00930009437257948,0.0600787803486119
"70_7","cds_compbias","HA","H5N1",0.001,1,3,0.950864491631088,0.676851830263949,0.0110979257702102,0.0736933856876447
"70_7","cds_compbias","HA","H5N1",0.001,1,9,0.949363238498256,0.669847162379705,0.0106216139638975,0.0698500112872081
"70_7","cds_compbias","HA","H5N1",0.001,3,3,0.950864491631088,0.676851830263949,0.0110979257702102,0.0736933856876447
"70_7","cds_compbias","HA","H5N1",0.001,3,9,0.94936575106107,0.674218204079667,0.00999246812262646,0.0616160180044405
"70_7","cds_compbias","HA","H5N1",0.001,9,3,0.955883326406468,0.695829356567491,0.00809131338393568,0.0505238089159691
"70_7","cds_compbias","HA","H5N1",0.001,9,9,0.947867016788202,0.668919029196482,0.00859658122106457,0.0530715738938496
"70_7","cds_compbias","HA","H5N1",0.01,1,3,0.964407154821728,0.742190364958542,0.00698694976948446,0.0547167900228053
"70_7","cds_compbias","HA","H5N1",0.01,1,9,0.951379567007972,0.676961835397442,0.00913057143641352,0.0434814402186056
"70_7","cds_compbias","HA","H5N1",0.01,3,3,0.964412179947356,0.742189891355398,0.00542045426554962,0.0412706961703034
"70_7","cds_compbias","HA","H5N1",0.01,3,9,0.952883326406468,0.682455043411023,0.00694171898227116,0.0419241155030778
"70_7","cds_compbias","HA","H5N1",0.01,9,3,0.963407161118878,0.732498022875183,0.00456946052689061,0.0433262136644204
"70_7","cds_compbias","HA","H5N1",0.01,9,9,0.958395870329089,0.706230967887305,0.00577062987935457,0.0398110124726247
"70_7","cds_compbias","HA","H5N1",0.1,1,3,0.967415939345852,0.748244770614913,0.00534223353516137,0.0541592163439435
"70_7","cds_compbias","HA","H5N1",0.1,1,9,0.963405901688896,0.725465421841254,0.0057968978898757,0.0512539416709452
"70_7","cds_compbias","HA","H5N1",0.1,3,3,0.966913433080188,0.742049991953107,0.00485995644049969,0.0587265871365174
"70_7","cds_compbias","HA","H5N1",0.1,3,9,0.963404648556064,0.721383205324688,0.00523938080102899,0.0607209499642805
"70_7","cds_compbias","HA","H5N1",0.1,9,3,0.96440842054886,0.709009892863784,0.00451154958262035,0.0592335832924962
"70_7","cds_compbias","HA","H5N1",0.1,9,9,0.961400895454717,0.69120427226512,0.00290389265834527,0.0499223918872158
"70_7","cds_compbias","HA","H5N6",0.001,1,3,0.937587378808048,0.600638266221951,0.0103969146669791,0.054414567918467
"70_7","cds_compbias","HA","H5N6",0.001,1,9,0.917726944963956,0.581617653677896,0.00722765330849153,0.0352859137711264
"70_7","cds_compbias","HA","H5N6",0.001,3,3,0.934270958388588,0.622896774400412,0.0155073816324059,0.0683117393586197
"70_7","cds_compbias","HA","H5N6",0.001,3,9,0.920091011157809,0.591162403237393,0.00879827270554763,0.0437301687708452
"70_7","cds_compbias","HA","H5N6",0.001,9,3,0.943727254873733,0.664226242497604,0.0112040104280805,0.049475069549315
"70_7","cds_compbias","HA","H5N6",0.001,9,9,0.926709297229901,0.614364957965678,0.00950894687226051,0.0460796800437061
"70_7","cds_compbias","HA","H5N6",0.01,1,3,0.951294528654922,0.691997455421225,0.00600207916717064,0.0273561609791456
"70_7","cds_compbias","HA","H5N6",0.01,1,9,0.931435204651437,0.629445692276514,0.011996720270914,0.0517036416248629
"70_7","cds_compbias","HA","H5N6",0.01,3,3,0.955080401081598,0.713967488475859,0.0037757644643059,0.0235057840136861
"70_7","cds_compbias","HA","H5N6",0.01,3,9,0.946096928405134,0.684413404069369,0.00827806501304254,0.0393857124394979
"70_7","cds_compbias","HA","H5N6",0.01,9,3,0.955079285956035,0.709446435905555,0.00379140238264509,0.0258265310146307
"70_7","cds_compbias","HA","H5N6",0.01,9,9,0.949408867182521,0.687903640613873,0.00593443070004615,0.030634662595225
"70_7","cds_compbias","HA","H5N6",0.1,1,3,0.95649885136782,0.698682982860619,0.00273913629471983,0.0256585381269233
"70_7","cds_compbias","HA","H5N6",0.1,1,9,0.952246872310618,0.677759622829012,0.00348779804956796,0.0192678737610129
"70_7","cds_compbias","HA","H5N6",0.1,3,3,0.954609828663864,0.673307665631185,0.0035072637482114,0.0281250233097166
"70_7","cds_compbias","HA","H5N6",0.1,3,9,0.950830662845433,0.656710703850678,0.00560571275391319,0.0314691840787907
"70_7","cds_compbias","HA","H5N6",0.1,9,3,0.954137015425093,0.656957209540266,0.00429516823564359,0.0337633951955142
"70_7","cds_compbias","HA","H5N6",0.1,9,9,0.948941640141476,0.631450664066618,0.00753661686288662,0.040309418850408
"70_7","cds_compbias","HA","H7N3",0.001,1,3,0.939110836093845,0.598745662139182,0.0110494513393573,0.0409967308080465
"70_7","cds_compbias","HA","H7N3",0.001,1,9,0.919639514398084,0.573555120927511,0.0177831248139343,0.0444132458551466
"70_7","cds_compbias","HA","H7N3",0.001,3,3,0.938117064304413,0.624884814557005,0.0133066649478972,0.0496218947011212
"70_7","cds_compbias","HA","H7N3",0.001,3,9,0.921137026835895,0.58233560541335,0.0207801801295662,0.05891900966749
"70_7","cds_compbias","HA","H7N3",0.001,9,3,0.937115829828414,0.625642868716438,0.0168257917621986,0.0496593218643383
"70_7","cds_compbias","HA","H7N3",0.001,9,9,0.925634526866912,0.596824460168199,0.018015869429582,0.0461059799606187
"70_7","cds_compbias","HA","H7N3",0.01,1,3,0.944593423158522,0.654044006781627,0.0171304593488274,0.0678188414115199
"70_7","cds_compbias","HA","H7N3",0.01,1,9,0.932622070445776,0.623069971127164,0.0179697453698285,0.0526145130739126
"70_7","cds_compbias","HA","H7N3",0.01,3,3,0.951085941861764,0.684928189990759,0.0128639465715956,0.0573687372421033
"70_7","cds_compbias","HA","H7N3",0.01,3,9,0.937609601617846,0.631360676441743,0.0179060931817441,0.0640668273126975
"70_7","cds_compbias","HA","H7N3",0.01,9,3,0.952587176337763,0.688155575868504,0.0117601684922409,0.0528987026745634
"70_7","cds_compbias","HA","H7N3",0.01,9,9,0.947100873438295,0.66163285388192,0.0102459172357187,0.0418595901269706
"70_7","cds_compbias","HA","H7N3",0.1,1,3,0.957575966799419,0.697599426164847,0.0101943575330685,0.0435479194344559
"70_7","cds_compbias","HA","H7N3",0.1,1,9,0.95358592945497,0.677059529598842,0.0110075031095291,0.0491502459593158
"70_7","cds_compbias","HA","H7N3",0.1,3,3,0.955575966799419,0.677655601518317,0.0119605501340501,0.0583102683787404
"70_7","cds_compbias","HA","H7N3",0.1,3,9,0.95208592945497,0.659217089601709,0.0114121584357399,0.0555998674491559
"70_7","cds_compbias","HA","H7N3",0.1,9,3,0.954079701244401,0.656992823847725,0.0114516456345901,0.0548256736200295
"70_7","cds_compbias","HA","H7N3",0.1,9,9,0.950589663899952,0.63878500749799,0.0112702453821361,0.0533054058907933
"70_7","cds_compbias","HA","H7N4",0.001,1,3,0.939295982565103,0.608712886391378,0.00392899805652619,0.0357517404598861
"70_7","cds_compbias","HA","H7N4",0.001,1,9,0.916343101878251,0.568260419516738,0.00780720933171456,0.0301067873851327
"70_7","cds_compbias","HA","H7N4",0.001,3,3,0.936425152737318,0.621494084964849,0.00360480408873614,0.0323337011465075
"70_7","cds_compbias","HA","H7N4",0.001,3,9,0.92399405297906,0.599263932381946,0.00887203925930479,0.041604721001759
"70_7","cds_compbias","HA","H7N4",0.001,9,3,0.942161080832608,0.643460270928663,0.00310525428722697,0.0309875241615871
"70_7","cds_compbias","HA","H7N4",0.001,9,9,0.926382982638794,0.605563926175529,0.00550301028338783,0.0288464084513198
"70_7","cds_compbias","HA","H7N4",0.01,1,3,0.953164761929251,0.697176943983262,0.0086508784729668,0.0600733574776518
"70_7","cds_compbias","HA","H7N4",0.01,1,9,0.932597385110491,0.625219445599554,0.00666328020649768,0.0324608297649694
"70_7","cds_compbias","HA","H7N4",0.01,3,3,0.95364209437511,0.698605601392758,0.00814202743127147,0.0524448992576732
"70_7","cds_compbias","HA","H7N4",0.01,3,9,0.946469606696938,0.677532462767605,0.00567507840540395,0.0412807717764295
"70_7","cds_compbias","HA","H7N4",0.01,9,3,0.956989103764436,0.716347558469956,0.00821199853633209,0.0542948056170176
"70_7","cds_compbias","HA","H7N4",0.01,9,9,0.9526863039835,0.700470583039762,0.00845059408341626,0.0495376618977153
"70_7","cds_compbias","HA","H7N4",0.1,1,3,0.958424515939885,0.705917123221418,0.00759603098702642,0.0561756970564164
"70_7","cds_compbias","HA","H7N4",0.1,1,9,0.955075222689464,0.693335301209244,0.00656092801419915,0.0500704568471769
"70_7","cds_compbias","HA","H7N4",0.1,3,3,0.961294198360237,0.723544119464006,0.00827789179157507,0.0581167006543328
"70_7","cds_compbias","HA","H7N4",0.1,3,9,0.955553691588986,0.691013762012907,0.00701997557614119,0.050027449412958
"70_7","cds_compbias","HA","H7N4",0.1,9,3,0.959379169877833,0.702376067979066,0.00668681357718381,0.0520107589077336
"70_7","cds_compbias","HA","H7N4",0.1,9,9,0.954118279413536,0.674370387221831,0.00510031387990253,0.0402319459004084
"70_7","cds_compbias","HA","H7N7",0.001,1,3,0.941245512735914,0.626698845967574,0.0124390964126657,0.0805086465907289
"70_7","cds_compbias","HA","H7N7",0.001,1,9,0.91899976721542,0.584156112879167,0.0152792983224009,0.051085086867443
"70_7","cds_compbias","HA","H7N7",0.001,3,3,0.937461897060461,0.64010862407541,0.0145006346863275,0.0676672308664183
"70_7","cds_compbias","HA","H7N7",0.001,3,9,0.924688107385254,0.60301635107284,0.0114800613742154,0.0362702081796644
"70_7","cds_compbias","HA","H7N7",0.001,9,3,0.935571764515896,0.622249559427334,0.0146544710319068,0.0656437419304883
"70_7","cds_compbias","HA","H7N7",0.001,9,9,0.929413998951924,0.623537813502531,0.0117988353486247,0.0433248742421967
"70_7","cds_compbias","HA","H7N7",0.01,1,3,0.944098115174103,0.657131587801823,0.0115758596474422,0.051635587075168
"70_7","cds_compbias","HA","H7N7",0.01,1,9,0.933679407118141,0.627607233663766,0.0146941254848026,0.0702769039117252
"70_7","cds_compbias","HA","H7N7",0.01,3,3,0.950260394315841,0.684245184391361,0.00580510403787689,0.0216172624466235
"70_7","cds_compbias","HA","H7N7",0.01,3,9,0.93699245037586,0.628285034377753,0.0101570730133325,0.0490021075226732
"70_7","cds_compbias","HA","H7N7",0.01,9,3,0.95405074842225,0.698449972278834,0.00593834703677346,0.0348829550918651
"70_7","cds_compbias","HA","H7N7",0.01,9,9,0.948359031053016,0.671665269269855,0.00797991854029763,0.0465029229823834
"70_7","cds_compbias","HA","H7N7",0.1,1,3,0.960681348515455,0.722677716886757,0.0046210682428064,0.0335474404513578
"70_7","cds_compbias","HA","H7N7",0.1,1,9,0.957359310037896,0.705751965841879,0.00753649541520671,0.0468680594126293
"70_7","cds_compbias","HA","H7N7",0.1,3,3,0.958786739651432,0.705531892552464,0.00741888114975905,0.0436386347747071
"70_7","cds_compbias","HA","H7N7",0.1,3,9,0.955465821584392,0.688059273352095,0.00778396610723541,0.0437730060212677
"70_7","cds_compbias","HA","H7N7",0.1,9,3,0.955944247520985,0.674624359315177,0.00759974897303223,0.0544437710498632
"70_7","cds_compbias","HA","H7N7",0.1,9,9,0.952621083310293,0.655286242442765,0.00906324559545613,0.0631724516427792
"70_7","cds_compbias","HA","H7N9",0.001,1,3,0.976153690868717,0,0.00115211198075739,0
"70_7","cds_compbias","HA","H7N9",0.001,1,9,0.949723437184577,0.342963883810975,0.0120660259744468,0.0966569505915561
"70_7","cds_compbias","HA","H7N9",0.001,3,3,0.974599286723639,0.281261685396324,0.0053034566102865,0.107526959293299
"70_7","cds_compbias","HA","H7N9",0.001,3,9,0.958020321647265,0.415225585172754,0.0157828995791458,0.137701674157633
"70_7","cds_compbias","HA","H7N9",0.001,9,3,0.973047574187471,0.40353216922858,0.00888761787933784,0.150536377925996
"70_7","cds_compbias","HA","H7N9",0.001,9,9,0.962682188278043,0.417818501338331,0.0102771705332069,0.0999024811756683
"70_7","cds_compbias","HA","H7N9",0.01,1,3,0.971493170042393,0.361776648988213,0.00877152586651067,0.154013703676292
"70_7","cds_compbias","HA","H7N9",0.01,1,9,0.96371711190364,0.406621641986897,0.00576282911905269,0.0963307855151491
"70_7","cds_compbias","HA","H7N9",0.01,3,3,0.972532131081354,0.420066609628895,0.00943505749401051,0.193409865021195
"70_7","cds_compbias","HA","H7N9",0.01,3,9,0.967864881232757,0.395436130829856,0.00673294684019534,0.140295638040273
"70_7","cds_compbias","HA","H7N9",0.01,9,3,0.973567054706951,0.397638694469797,0.00693571329543288,0.170275717645438
"70_7","cds_compbias","HA","H7N9",0.01,9,9,0.972529439472445,0.401412727410266,0.00594577299056304,0.138293654741556
"70_7","cds_compbias","HA","H7N9",0.1,1,3,0.978230267142184,0.359127574221362,0.00722670113130403,0.236905527903811
"70_7","cds_compbias","HA","H7N9",0.1,1,9,0.978230267142184,0.359127574221362,0.00722670113130403,0.236905527903811
"70_7","cds_compbias","HA","H7N9",0.1,3,3,0.977712132427158,0.283213791784056,0.00674560301590621,0.263337220838226
"70_7","cds_compbias","HA","H7N9",0.1,3,9,0.977712132427158,0.283213791784056,0.00674560301590621,0.263337220838226
"70_7","cds_compbias","HA","H7N9",0.1,9,3,0.977712132427158,0.2859844563646,0.00674560301590621,0.262572191238847
"70_7","cds_compbias","HA","H7N9",0.1,9,9,0.977712132427158,0.2859844563646,0.00674560301590621,0.262572191238847
"70_7","cds_compbias","HA","H8N4",0.001,1,3,0.940118599507246,0.609314936978418,0.0107800843923626,0.0566924881201306
"70_7","cds_compbias","HA","H8N4",0.001,1,9,0.921272862041913,0.583401555773301,0.0185262926496983,0.0726206285082455
"70_7","cds_compbias","HA","H8N4",0.001,3,3,0.940121939636285,0.625873772743892,0.00757132167437329,0.0439621200777965
"70_7","cds_compbias","HA","H8N4",0.001,3,9,0.92551482067469,0.59796602856511,0.0173010942890179,0.0738004741215655
"70_7","cds_compbias","HA","H8N4",0.001,9,3,0.943893310033769,0.641371784430004,0.00735483951117758,0.0472545832027542
"70_7","cds_compbias","HA","H8N4",0.001,9,9,0.932580313966882,0.620096592650594,0.0054036154958102,0.0296558628264742
"70_7","cds_compbias","HA","H8N4",0.01,1,3,0.952854495792697,0.688464302016501,0.00524487972224723,0.0364953370696433
"70_7","cds_compbias","HA","H8N4",0.01,1,9,0.936820047596183,0.631592372082458,0.00841970502103597,0.0451206104424183
"70_7","cds_compbias","HA","H8N4",0.01,3,3,0.95474908362917,0.7014998156821,0.00832236864236775,0.0526774083385175
"70_7","cds_compbias","HA","H8N4",0.01,3,9,0.94058919299019,0.642385532245711,0.00545255751550044,0.0173743380775805
"70_7","cds_compbias","HA","H8N4",0.01,9,3,0.953801237395801,0.689541779237379,0.00713130900852116,0.0504285440383473
"70_7","cds_compbias","HA","H8N4",0.01,9,9,0.94530842536399,0.649331327328808,0.00562404467847752,0.0427240398042354
"70_7","cds_compbias","HA","H8N4",0.1,1,3,0.958989937631683,0.702198221955964,0.00931557367823458,0.0738909206293086
"70_7","cds_compbias","HA","H8N4",0.1,1,9,0.955689150221844,0.684611987611674,0.00850435485129404,0.0682934868446693
"70_7","cds_compbias","HA","H8N4",0.1,3,3,0.959934448983661,0.706201288094284,0.0098033065143415,0.0750568138947484
"70_7","cds_compbias","HA","H8N4",0.1,3,9,0.956632551695909,0.687975612612922,0.00803651089038627,0.0650719014433311
"70_7","cds_compbias","HA","H8N4",0.1,9,3,0.958514904637086,0.68336884381159,0.00752763660264591,0.0621200181119095
"70_7","cds_compbias","HA","H8N4",0.1,9,9,0.955214117227247,0.663514137582523,0.00548303000842549,0.0478703900772615
"70_7","cds_compbias","HA","H9N2",0.001,1,3,0.950742529676627,0.677633210860623,0.00981259128942689,0.0486412965580873
"70_7","cds_compbias","HA","H9N2",0.001,1,9,0.926672124437167,0.631824580446628,0.0299186931966191,0.107213318706275
"70_7","cds_compbias","HA","H9N2",0.001,3,3,0.94959639787147,0.688153062660343,0.0115813873307964,0.0526753231977587
"70_7","cds_compbias","HA","H9N2",0.001,3,9,0.931253376995497,0.650467203665156,0.0310864564917864,0.111931087507639
"70_7","cds_compbias","HA","H9N2",0.001,9,3,0.951882112157184,0.713323792569015,0.0144073716660903,0.065361374498983
"70_7","cds_compbias","HA","H9N2",0.001,9,9,0.941000409332788,0.682877745042091,0.0168069494439737,0.066605783337095
"70_7","cds_compbias","HA","H9N2",0.01,1,3,0.951307408923455,0.709725904501849,0.0140647941870611,0.0577572636127686
"70_7","cds_compbias","HA","H9N2",0.01,1,9,0.946153090462546,0.702102891687929,0.0156437519272228,0.0642465475373889
"70_7","cds_compbias","HA","H9N2",0.01,3,3,0.956465002046664,0.733901917941735,0.0119061932089535,0.056478715275351
