"name","relGini","focgene"
"CTriad_g1.g1.g1",0.143077677873532,"HA"
"CTriad_g1.g1.g2",0.0147544917148287,"HA"
"CTriad_g1.g1.g3",0.181289285490132,"HA"
"CTriad_g1.g1.g4",0.560070162834878,"HA"
"CTriad_g1.g1.g5",0.067774993409466,"HA"
"CTriad_g1.g1.g6",0.0454326205828219,"HA"
"CTriad_g1.g1.g7",0.0386038483327498,"HA"
"CTriad_g1.g2.g1",0.0913330503643758,"HA"
"CTriad_g1.g2.g2",0.0047821832381351,"HA"
"CTriad_g1.g2.g3",0.0638252651456086,"HA"
"CTriad_g1.g2.g4",0.0179843601868484,"HA"
"CTriad_g1.g2.g5",0.00904059977002398,"HA"
"CTriad_g1.g2.g6",0.0450330552314083,"HA"
"CTriad_g1.g2.g7",0.0171020153959276,"HA"
"CTriad_g1.g3.g1",0.0850798853273432,"HA"
"CTriad_g1.g3.g2",0.00563351513826398,"HA"
"CTriad_g1.g3.g3",0.0661809556089673,"HA"
"CTriad_g1.g3.g4",0.0479366951955164,"HA"
"CTriad_g1.g3.g5",0.0881649463194281,"HA"
"CTriad_g1.g3.g6",0.0335653808880405,"HA"
"CTriad_g1.g3.g7",0.0577367917918247,"HA"
"CTriad_g1.g4.g1",0.0575526416988251,"HA"
"CTriad_g1.g4.g2",0.0217335885509818,"HA"
"CTriad_g1.g4.g3",0.0664215606205637,"HA"
"CTriad_g1.g4.g4",0.0266022645931174,"HA"
"CTriad_g1.g4.g5",0.344214237000396,"HA"
"CTriad_g1.g4.g6",0.0274147253844844,"HA"
"CTriad_g1.g4.g7",0.033501899127287,"HA"
"CTriad_g1.g5.g1",0.0555372987206865,"HA"
"CTriad_g1.g5.g2",0.095717333275131,"HA"
"CTriad_g1.g5.g3",0.0828740789704247,"HA"
"CTriad_g1.g5.g4",0.0505806637434971,"HA"
"CTriad_g1.g5.g5",0.182718290654845,"HA"
"CTriad_g1.g5.g6",0.0880052566602037,"HA"
"CTriad_g1.g5.g7",0.0207936886727565,"HA"
"CTriad_g1.g6.g1",0.0754569952861997,"HA"
"CTriad_g1.g6.g2",0.0248698555473912,"HA"
"CTriad_g1.g6.g3",0.0609015616576611,"HA"
"CTriad_g1.g6.g4",0.0697788289501021,"HA"
"CTriad_g1.g6.g5",0.0919321499079996,"HA"
"CTriad_g1.g6.g6",0.0165778992363722,"HA"
"CTriad_g1.g6.g7",0.0161347114410443,"HA"
"CTriad_g1.g7.g1",0.0569927822040871,"HA"
"CTriad_g1.g7.g2",0.011094039563162,"HA"
"CTriad_g1.g7.g3",0.0694749789138125,"HA"
"CTriad_g1.g7.g4",0.0108526716775178,"HA"
"CTriad_g1.g7.g5",0.0262078986410451,"HA"
"CTriad_g1.g7.g6",0.00421961665371676,"HA"
"CTriad_g2.g1.g1",0.0133461984888857,"HA"
"CTriad_g2.g1.g2",0.201211350490628,"HA"
"CTriad_g2.g1.g3",0.0957529186409787,"HA"
"CTriad_g2.g1.g4",0.297100906967662,"HA"
"CTriad_g2.g1.g5",0.028029518542094,"HA"
"CTriad_g2.g1.g6",0.0145477383391632,"HA"
"CTriad_g2.g1.g7",0.000779220694869947,"HA"
"CTriad_g2.g2.g1",0.0840795415402259,"HA"
"CTriad_g2.g2.g2",0.126508735447237,"HA"
"CTriad_g2.g2.g3",0.144884367976565,"HA"
"CTriad_g2.g2.g4",0.0550734098033996,"HA"
"CTriad_g2.g2.g5",0.310430975482973,"HA"
"CTriad_g2.g2.g6",0.0260617340363339,"HA"
"CTriad_g2.g2.g7",0.00363873429051941,"HA"
"CTriad_g2.g3.g1",0.0516357701681495,"HA"
"CTriad_g2.g3.g2",0.0362432151885773,"HA"
"CTriad_g2.g3.g3",0.014534998346867,"HA"
"CTriad_g2.g3.g4",0.0163765075447899,"HA"
"CTriad_g2.g3.g5",0.00903108181731753,"HA"
"CTriad_g2.g3.g6",0.0956522676665625,"HA"
"CTriad_g2.g3.g7",0.0143920329941728,"HA"
"CTriad_g2.g4.g1",0.0235141580845073,"HA"
"CTriad_g2.g4.g2",0.0132433155064474,"HA"
"CTriad_g2.g4.g3",0.019730889650672,"HA"
"CTriad_g2.g4.g4",0.0341540692846764,"HA"
"CTriad_g2.g4.g5",0.00594243444893631,"HA"
"CTriad_g2.g4.g6",0.154965711202615,"HA"
"CTriad_g2.g4.g7",0.0484131228306602,"HA"
"CTriad_g2.g5.g1",0.0028131662204309,"HA"
"CTriad_g2.g5.g2",0.0111173892680319,"HA"
"CTriad_g2.g5.g3",0.00729073628972709,"HA"
"CTriad_g2.g5.g4",0.0372874459859422,"HA"
"CTriad_g2.g5.g5",0.00221801416975357,"HA"
"CTriad_g2.g5.g6",0.0434531195429771,"HA"
"CTriad_g2.g5.g7",0.000696258998569321,"HA"
"CTriad_g2.g6.g1",0.0367458259019728,"HA"
"CTriad_g2.g6.g2",0.0143246931938163,"HA"
"CTriad_g2.g6.g3",0.0230311050518237,"HA"
"CTriad_g2.g6.g4",0.0149678382721449,"HA"
"CTriad_g2.g6.g5",0.00607672264347605,"HA"
"CTriad_g2.g6.g6",0.00563553097593355,"HA"
"CTriad_g2.g6.g7",3.5457208954081e-05,"HA"
"CTriad_g2.g7.g1",0.0116465790386522,"HA"
"CTriad_g2.g7.g2",0.0113974219673689,"HA"
"CTriad_g2.g7.g3",0.0180204496068165,"HA"
"CTriad_g2.g7.g4",0.000465790916191559,"HA"
"CTriad_g2.g7.g5",0.000130715396061394,"HA"
"CTriad_g2.g7.g6",0.0070667965993727,"HA"
