"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"60_6","prot_ctdt","HA",0.043,0.672,0.027,0.654,0.69,0.769,1,0.001,0.271,0.215,0.81,0.254,0.774,0.254,0.215,0.233,0.231,0.05,0.196,0.513
"60_6","prot_ctriad","HA",0.054,0.666,0.094,0.648,0.684,0.769,1,0.038,0.173,0.33,0.768,0.3,0.792,0.3,0.33,0.314,0.231,0.076,0.255,0.549
"60_6","prot_pseaac","HA",0.071,0.667,0.16,0.649,0.685,0.769,1,0,0.253,0.443,0.735,0.335,0.814,0.335,0.443,0.382,0.231,0.103,0.306,0.589
"60_6","cds_compbias","M1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.11,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","M1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.11,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","M1",0.658,0.772,0.021,0.755,0.787,0.769,0.367,0,0.094,0.015,1,0.9,0.771,0.9,0.015,0.029,0.231,0.003,0.004,0.507
"60_6","nuc_3mer","M1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.055,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_3mer","M1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.055,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_4mer","M1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.027,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_4mer","M1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.027,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_5mer","M1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.067,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_5mer","M1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.067,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_6mer","M1",0.294,0.777,0.059,0.76,0.792,0.769,0.162,0,0.079,0.04,0.999,0.893,0.776,0.893,0.04,0.077,0.231,0.009,0.01,0.519
"60_6","prot_2mer","M1",0.044,0.309,0.044,0.291,0.327,0.769,1,0,0.041,0.984,0.105,0.249,0.956,0.249,0.984,0.397,0.231,0.228,0.915,0.545
"60_6","prot_ctdc","M1",0.056,0.418,0.075,0.399,0.437,0.769,1,0,0.138,0.845,0.289,0.264,0.861,0.264,0.845,0.402,0.231,0.196,0.742,0.567
"60_6","prot_ctdd","M1",0.03,0.363,0.081,0.344,0.381,0.769,1,0,0.038,0.982,0.176,0.264,0.97,0.264,0.982,0.416,0.231,0.227,0.861,0.579
"60_6","prot_ctdt","M1",0.043,0.364,0.033,0.346,0.383,0.769,1,0,0.152,0.84,0.221,0.245,0.821,0.245,0.84,0.38,0.231,0.194,0.793,0.531
"60_6","prot_ctriad","M1",0.055,0.375,0.086,0.356,0.393,0.769,1,0,0.044,0.971,0.195,0.266,0.957,0.266,0.971,0.418,0.231,0.225,0.843,0.583
"60_6","prot_pseaac","M1",0.049,0.394,0.081,0.375,0.413,0.769,1,0,0.077,0.913,0.238,0.265,0.9,0.265,0.913,0.411,0.231,0.211,0.797,0.575
"60_6","cds_compbias","NA",0.03,0.279,-0.306,0.262,0.296,0.769,1,0,0.755,0.231,0.293,0.09,0.559,0.09,0.231,0.129,0.231,0.054,0.597,0.262
"60_6","nuc_2mer","NA",0.045,0.126,-0.444,0.113,0.139,0.769,1,0,0.906,0.115,0.129,0.038,0.326,0.038,0.115,0.057,0.231,0.027,0.696,0.122
"60_6","nuc_3mer","NA",0.026,0.223,-0.383,0.207,0.239,0.769,1,0,0.888,0.15,0.245,0.057,0.489,0.057,0.15,0.082,0.231,0.035,0.615,0.198
"60_6","nuc_4mer","NA",0.039,0.149,-0.425,0.135,0.163,0.769,1,0,0.869,0.133,0.154,0.045,0.37,0.045,0.133,0.067,0.231,0.031,0.681,0.143
"60_6","nuc_5mer","NA",0.04,0.335,-0.24,0.317,0.353,0.769,1,0,0.637,0.29,0.348,0.118,0.62,0.118,0.29,0.168,0.231,0.067,0.568,0.319
"60_6","nuc_6mer","NA",0.036,0.612,-0.019,0.594,0.631,0.769,1,0,0.388,0.262,0.718,0.219,0.764,0.219,0.262,0.238,0.231,0.061,0.278,0.49
"60_6","prot_2mer","NA",0.066,0.664,-0.074,0.646,0.682,0.769,1,0,0.338,0.102,0.833,0.156,0.755,0.156,0.102,0.123,0.231,0.024,0.152,0.468
"60_6","prot_ctdc","NA",0.024,0.429,0.038,0.41,0.448,0.769,1,0,0.315,0.723,0.34,0.248,0.803,0.248,0.723,0.37,0.231,0.167,0.675,0.532
"60_6","prot_ctdd","NA",0.034,0.487,0.053,0.468,0.506,0.769,1,0,0.35,0.641,0.441,0.256,0.803,0.256,0.641,0.366,0.231,0.148,0.578,0.541
"60_6","prot_ctdt","NA",0.008,0.296,-0.006,0.278,0.313,0.769,1,0,0.274,0.864,0.124,0.229,0.752,0.229,0.864,0.362,0.231,0.2,0.873,0.494
"60_6","prot_ctriad","NA",0.092,0.684,0.022,0.666,0.702,0.769,1,0,0.229,0.186,0.834,0.252,0.773,0.252,0.186,0.214,0.231,0.043,0.171,0.51
"60_6","prot_pseaac","NA",0.016,0.308,-0.004,0.291,0.326,0.769,1,0,0.299,0.845,0.147,0.23,0.758,0.23,0.845,0.361,0.231,0.196,0.851,0.496
"60_6","cds_compbias","NP",Inf,0.5,0,0.481,0.519,0.769,1,0,0.026,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","NP",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.026,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","NP",Inf,0.5,0,0.481,0.519,0.769,1,0,0.159,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","NP",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.159,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_3mer","NP",0.005,0.392,0.089,0.373,0.411,0.769,1,0,0.146,0.94,0.227,0.268,0.926,0.268,0.94,0.417,0.231,0.218,0.812,0.583
"60_6","nuc_4mer","NP",0.328,0.778,0.08,0.762,0.794,0.769,0.121,0,0.039,0.06,0.995,0.771,0.778,0.771,0.06,0.111,0.231,0.014,0.018,0.527
"60_6","nuc_5mer","NP",0.347,0.775,0.063,0.759,0.791,0.769,0.211,0,0.145,0.049,0.994,0.714,0.776,0.714,0.049,0.091,0.231,0.011,0.016,0.521
"60_6","nuc_6mer","NP",0.347,0.785,0.122,0.769,0.801,0.769,0.02,0,0.035,0.089,0.995,0.846,0.784,0.846,0.089,0.161,0.231,0.021,0.024,0.542
"60_6","prot_2mer","NP",0.003,0.327,0.055,0.309,0.345,0.769,1,0,0.072,0.981,0.13,0.253,0.957,0.253,0.981,0.403,0.231,0.227,0.896,0.555
"60_6","prot_ctdc","NP",Inf,0.5,0,0.481,0.519,0.769,1,0,0.089,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","NP",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.089,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","NP",0.002,0.355,0.064,0.337,0.374,0.769,1,0,0.127,0.945,0.178,0.257,0.915,0.257,0.945,0.404,0.231,0.219,0.851,0.561
"60_6","prot_ctdt","NP",Inf,0.5,0,0.481,0.519,0.769,1,0,0.043,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","NP",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.043,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","NP",0,0.233,0,0.217,0.249,0.769,1,0,0.094,0.997,0.002,0.231,0.714,0.231,0.997,0.375,0.231,0.231,0.997,0.5
"60_6","prot_pseaac","NP",0,0.38,0.08,0.361,0.398,0.769,1,0,0.121,0.942,0.211,0.264,0.923,0.264,0.942,0.413,0.231,0.218,0.825,0.576
"60_6","cds_compbias","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.078,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.078,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","NS1",0,0.244,0.007,0.228,0.261,0.769,1,0,0.071,0.998,0.017,0.234,0.972,0.234,0.998,0.379,0.231,0.231,0.987,0.508
"60_6","nuc_3mer","NS1",0.125,0.781,0.326,0.764,0.796,0.769,0.074,0,0.131,0.405,0.894,0.534,0.833,0.534,0.405,0.46,0.231,0.094,0.175,0.649
"60_6","nuc_4mer","NS1",0.372,0.775,0.045,0.759,0.791,0.769,0.225,0,0.142,0.031,0.999,0.905,0.774,0.905,0.031,0.059,0.231,0.007,0.008,0.515
"60_6","nuc_5mer","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.07,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_5mer","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.07,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_6mer","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.059,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_6mer","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.059,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.034,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.034,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.091,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.091,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.031,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.031,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.011,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.011,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.05,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.05,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","NS1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.034,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","NS1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.034,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.059,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.059,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","PA",0.295,0.791,0.236,0.775,0.807,0.769,0.003,0,0.143,0.217,0.964,0.647,0.803,0.647,0.217,0.325,0.231,0.05,0.078,0.591
"60_6","nuc_3mer","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.128,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_3mer","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.128,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_4mer","PA",0.025,0.454,0.136,0.435,0.473,0.769,1,0,0.135,0.93,0.311,0.289,0.937,0.289,0.93,0.441,0.231,0.215,0.745,0.621
"60_6","nuc_5mer","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.079,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_5mer","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.079,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_6mer","PA",0.229,0.796,0.207,0.78,0.811,0.769,0,0,0.095,0.163,0.986,0.783,0.797,0.783,0.163,0.27,0.231,0.038,0.048,0.575
"60_6","prot_2mer","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.065,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.065,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.111,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.111,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.073,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.073,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.076,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.076,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.063,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.063,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.11,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.11,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","PB1",0,0.233,0,0.217,0.249,0.769,1,0,0.148,0.998,0.002,0.232,0.833,0.232,0.998,0.376,0.231,0.231,0.998,0.5
"60_6","nuc_2mer","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.074,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.074,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_3mer","PB1",0,0.243,0.006,0.227,0.26,0.769,1,0,0.114,0.997,0.016,0.234,0.943,0.234,0.997,0.379,0.231,0.231,0.987,0.506
"60_6","nuc_4mer","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.073,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_4mer","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.073,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_5mer","PB1",0.017,0.499,0.168,0.479,0.518,0.769,1,0,0.189,0.909,0.375,0.305,0.932,0.305,0.909,0.456,0.231,0.21,0.691,0.642
"60_6","nuc_6mer","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.098,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_6mer","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.098,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.031,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.031,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","PB1",0.785,0.771,0.024,0.755,0.787,0.769,0.384,0,0.097,0.018,0.998,0.733,0.771,0.733,0.018,0.035,0.231,0.004,0.006,0.508
"60_6","prot_ctdd","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.015,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.015,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.098,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.098,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.024,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.024,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.104,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.104,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","cds_compbias","PB2",0.053,0.646,0.171,0.628,0.664,0.769,1,0,0.261,0.523,0.683,0.332,0.826,0.332,0.523,0.406,0.231,0.121,0.364,0.603
"60_6","nuc_2mer","PB2",0.078,0.692,0.197,0.674,0.709,0.769,1,0,0.276,0.447,0.766,0.365,0.821,0.365,0.447,0.401,0.231,0.103,0.284,0.606
"60_6","nuc_3mer","PB2",0.075,0.65,0.144,0.632,0.668,0.769,1,0,0.301,0.456,0.709,0.32,0.812,0.32,0.456,0.377,0.231,0.106,0.33,0.582
"60_6","nuc_4mer","PB2",0.01,0.435,0.122,0.416,0.454,0.769,1,0,0.214,0.937,0.284,0.283,0.937,0.283,0.937,0.434,0.231,0.217,0.767,0.61
"60_6","nuc_5mer","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.09,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_5mer","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.09,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_6mer","PB2",0.069,0.766,0.362,0.749,0.782,0.769,0.636,0.031,0.14,0.539,0.834,0.495,0.857,0.495,0.539,0.516,0.231,0.125,0.252,0.687
"60_6","prot_2mer","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.06,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.06,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.073,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.073,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.034,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdd","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.034,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.089,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdt","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.089,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.04,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctriad","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.04,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.111,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_pseaac","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.111,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_7","cds_compbias","HA",0.042,0.719,0.158,0.702,0.736,0.769,1,0,0.172,0.304,0.844,0.37,0.801,0.37,0.304,0.334,0.231,0.07,0.19,0.574
"60_7","nuc_2mer","HA",0.01,0.429,-0.131,0.41,0.448,0.769,1,0,0.561,0.366,0.448,0.166,0.701,0.166,0.366,0.229,0.231,0.085,0.509,0.407
"60_7","nuc_3mer","HA",0.022,0.479,-0.072,0.46,0.498,0.769,1,0,0.479,0.398,0.503,0.194,0.735,0.194,0.398,0.261,0.231,0.092,0.474,0.451
"60_7","nuc_4mer","HA",0.019,0.494,0.018,0.475,0.514,0.769,1,0,0.41,0.549,0.478,0.24,0.779,0.24,0.549,0.334,0.231,0.127,0.528,0.513
"60_7","nuc_5mer","HA",0.029,0.591,0.082,0.572,0.61,0.769,1,0,0.324,0.477,0.626,0.278,0.799,0.278,0.477,0.351,0.231,0.11,0.398,0.552
"60_7","nuc_6mer","HA",0.049,0.719,0.125,0.702,0.736,0.769,1,0,0.201,0.254,0.859,0.352,0.793,0.352,0.254,0.295,0.231,0.059,0.167,0.557
"60_7","prot_2mer","HA",0.035,0.644,0.012,0.626,0.662,0.769,1,0.496,0.202,0.249,0.763,0.241,0.771,0.241,0.249,0.245,0.231,0.058,0.24,0.506
"60_7","prot_ctdc","HA",0.005,0.533,-0.002,0.514,0.552,0.769,1,0,0.326,0.435,0.562,0.231,0.768,0.231,0.435,0.301,0.231,0.101,0.437,0.499
"60_7","prot_ctdd","HA",0.128,0.777,0.153,0.76,0.792,0.769,0.162,0,0.086,0.147,0.966,0.569,0.79,0.569,0.147,0.234,0.231,0.034,0.06,0.557
"60_7","prot_ctdt","HA",0.028,0.702,0.175,0.684,0.719,0.769,1,0.339,0.181,0.379,0.799,0.362,0.81,0.362,0.379,0.37,0.231,0.088,0.242,0.589
"60_7","prot_ctriad","HA",0.032,0.657,0.095,0.639,0.675,0.769,1,0,0.205,0.351,0.75,0.297,0.793,0.297,0.351,0.322,0.231,0.081,0.274,0.55
