"cluster_set","featset","focgene","subtype","alpha","lambda","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","cds_compbias","HA","H4N6",0,1,0.893254686530891,0.511187704150709,0.00966217504527191,0.0402920256728384
"70_7","cds_compbias","HA","H4N6",0,10,0.905332708884473,0.507076843139736,0.00888966389486921,0.0399794694060895
"70_7","cds_compbias","HA","H4N6",0.5,0.001,0.904840322519398,0.546816554967573,0.0120595290387296,0.0384376800344101
"70_7","cds_compbias","HA","H4N6",0.5,0.01,0.907355416882903,0.554771984535168,0.00691719768009472,0.0328231388477207
"70_7","cds_compbias","HA","H4N6",0.5,0.1,0.889228257154792,0.50209415624032,0.0100205213596025,0.044534098144305
"70_7","cds_compbias","HA","H4N6",0.5,1,0.75159677480602,0,0.37520928003397,0
"70_7","cds_compbias","HA","H4N6",0.5,10,0.75159677480602,0,0.37520928003397,0
"70_7","cds_compbias","HA","H4N6",1,0.001,0.90534410085693,0.546906174345353,0.0142513687295053,0.0483421810637019
"70_7","cds_compbias","HA","H4N6",1,0.01,0.90886548612078,0.555808785191847,0.00818726384740935,0.038374620642919
"70_7","cds_compbias","HA","H4N6",1,0.1,0.872608635115122,0.461702576455276,0.0136294284507697,0.0490890561146459
"70_7","cds_compbias","HA","H4N6",1,1,0.75159677480602,0,0.37520928003397,0
"70_7","cds_compbias","HA","H4N6",1,10,0.75159677480602,0,0.37520928003397,0
"70_7","cds_compbias","HA","H4N8",0,0.001,0.91480622500084,0.565508211278547,0.0170429308029452,0.0464616883926432
"70_7","cds_compbias","HA","H4N8",0,0.01,0.91480622500084,0.565508211278547,0.0170429308029452,0.0464616883926432
"70_7","cds_compbias","HA","H4N8",0,0.1,0.91149317109789,0.557220032228951,0.0182836321521885,0.0482529941826229
"70_7","cds_compbias","HA","H4N8",0,1,0.897765901426283,0.512421748226164,0.0127825494687623,0.02279374255481
"70_7","cds_compbias","HA","H4N8",0,10,0.914807345411359,0.529236076688759,0.0107676417353119,0.0420340594722651
"70_7","cds_compbias","HA","H4N8",0.5,0.001,0.916698598366442,0.569951846034932,0.0184968623045605,0.0549339269155494
"70_7","cds_compbias","HA","H4N8",0.5,0.01,0.912916092456276,0.55706832252527,0.0166375520170991,0.0504834338990237
"70_7","cds_compbias","HA","H4N8",0.5,0.1,0.892562714978768,0.503640240335856,0.0190412813324786,0.0355834489174425
"70_7","cds_compbias","HA","H4N8",0.5,1,0.583993815333938,0,0.466051737963442,0
"70_7","cds_compbias","HA","H4N8",0.5,10,0.583993815333938,0,0.466051737963442,0
"70_7","cds_compbias","HA","H4N8",1,0.001,0.916226905538189,0.571026157385187,0.0209888109338862,0.0671987085314895
"70_7","cds_compbias","HA","H4N8",1,0.01,0.910548665030867,0.549886289797101,0.0208384484102508,0.0562191607003205
"70_7","cds_compbias","HA","H4N8",1,0.1,0.884520408277593,0.480862303188341,0.0118222148080226,0.0152855778131113
