"cluster_set","featset","focgene","subtype","alpha","lambda","Accuracy","Kappa","AccuracySD","KappaSD"
"70_7","nuc_3mer","M1","H5N6",0.5,10,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_3mer","M1","H5N6",1,0.001,0.860509741335263,0.437041613161691,0.0148693691586694,0.0397606749695963
"70_7","nuc_3mer","M1","H5N6",1,0.01,0.830255211547247,0.383894937316695,0.0115876051183898,0.0255838529067306
"70_7","nuc_3mer","M1","H5N6",1,0.1,0.790059295084209,0.327419436553148,0.0181091778077959,0.029142216522973
"70_7","nuc_3mer","M1","H5N6",1,1,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_3mer","M1","H5N6",1,10,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_3mer","M1","H7N3",0,0.001,0.826823786305381,0.359659844883317,0.0285135463142691,0.0524817649129163
"70_7","nuc_3mer","M1","H7N3",0,0.01,0.826823786305381,0.359659844883317,0.0285135463142691,0.0524817649129163
"70_7","nuc_3mer","M1","H7N3",0,0.1,0.808361130755202,0.339063269859416,0.033716479582916,0.0521725101517085
"70_7","nuc_3mer","M1","H7N3",0,1,0.78291715363333,0.306064076233792,0.0321762064018443,0.0432726009997551
"70_7","nuc_3mer","M1","H7N3",0,10,0.807882290542301,0.304878217935503,0.0233800118309854,0.0394202934991549
"70_7","nuc_3mer","M1","H7N3",0.5,0.001,0.848787670128162,0.392503614259216,0.0243802780972688,0.0423275352142992
"70_7","nuc_3mer","M1","H7N3",0.5,0.01,0.831307589235866,0.368633316946021,0.0337272035435657,0.0583674255177432
"70_7","nuc_3mer","M1","H7N3",0.5,0.1,0.785399734494609,0.31334676573768,0.0334618643993362,0.0481523823679522
"70_7","nuc_3mer","M1","H7N3",0.5,1,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_3mer","M1","H7N3",0.5,10,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_3mer","M1","H7N3",1,0.001,0.847288917010955,0.3897485049967,0.0248180192420875,0.0460065946087746
"70_7","nuc_3mer","M1","H7N3",1,0.01,0.821327520750363,0.348052913636429,0.0354400932244074,0.063394697207497
"70_7","nuc_3mer","M1","H7N3",1,0.1,0.776424634930088,0.302747678816782,0.0294185954488212,0.0460840579391945
"70_7","nuc_3mer","M1","H7N3",1,1,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_3mer","M1","H7N3",1,10,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_3mer","M1","H7N4",0,0.001,0.83269309915487,0.375804529281523,0.0143677143335206,0.0198960247833166
"70_7","nuc_3mer","M1","H7N4",0,0.01,0.83269309915487,0.375804529281523,0.0143677143335206,0.0198960247833166
"70_7","nuc_3mer","M1","H7N4",0,0.1,0.809261765999152,0.345337106323027,0.0188374176138111,0.0261804527473124
"70_7","nuc_3mer","M1","H7N4",0,1,0.786328352900464,0.314055182820028,0.0211587459864644,0.024915859028489
"70_7","nuc_3mer","M1","H7N4",0,10,0.811191661486218,0.317877883532674,0.0218849802601293,0.0375970837577967
"70_7","nuc_3mer","M1","H7N4",0.5,0.001,0.848471208302454,0.391817116163914,0.0161700308481725,0.0403251224657905
"70_7","nuc_3mer","M1","H7N4",0.5,0.01,0.836520872258583,0.380506258030993,0.0135714315552238,0.0214201988015614
"70_7","nuc_3mer","M1","H7N4",0.5,0.1,0.796843271292,0.330468831841128,0.0203799688742309,0.0261390227848898
"70_7","nuc_3mer","M1","H7N4",0.5,1,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_3mer","M1","H7N4",0.5,10,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_3mer","M1","H7N4",1,0.001,0.848468918964473,0.389574879660505,0.015194620602244,0.0371295979262634
"70_7","nuc_3mer","M1","H7N4",1,0.01,0.827926697479075,0.367305322079519,0.01280644558647,0.0140880649060313
"70_7","nuc_3mer","M1","H7N4",1,0.1,0.780121949419487,0.303723554000312,0.014699983602338,0.0179478058876161
"70_7","nuc_3mer","M1","H7N4",1,1,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_3mer","M1","H7N4",1,10,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_3mer","M1","H7N7",0,0.001,0.834201268256803,0.387654496487406,0.0176197364490138,0.0247128612984577
"70_7","nuc_3mer","M1","H7N7",0,0.01,0.834201268256803,0.387654496487406,0.0176197364490138,0.0247128612984577
"70_7","nuc_3mer","M1","H7N7",0,0.1,0.815250602167428,0.358571400400786,0.0122213217631584,0.0186267778070826
"70_7","nuc_3mer","M1","H7N7",0,1,0.792044638219577,0.323203468677478,0.0168727880686403,0.0183966155458585
"70_7","nuc_3mer","M1","H7N7",0,10,0.813370601221067,0.328504755205993,0.0121323322033377,0.0209738378700655
"70_7","nuc_3mer","M1","H7N7",0.5,0.001,0.850783402478098,0.411553110693439,0.0156611611474711,0.0115869127256437
"70_7","nuc_3mer","M1","H7N7",0.5,0.01,0.835149140877997,0.387390448648787,0.0166002982874141,0.0236786641217444
"70_7","nuc_3mer","M1","H7N7",0.5,0.1,0.790616082872907,0.329328216087622,0.0112623451231703,0.00864758344780639
"70_7","nuc_3mer","M1","H7N7",0.5,1,0.752716605625584,0,0.378290782887995,0
"70_7","nuc_3mer","M1","H7N7",0.5,10,0.752716605625584,0,0.378290782887995,0
"70_7","nuc_3mer","M1","H7N7",1,0.001,0.848888772323614,0.407793764358363,0.0158707492750956,0.0175218808984976
"70_7","nuc_3mer","M1","H7N7",1,0.01,0.824723694391079,0.370845492173238,0.0131204379993068,0.0168740414284919
"70_7","nuc_3mer","M1","H7N7",1,0.1,0.783043233501563,0.3157484025604,0.0155292134615905,0.0101286002456654
"70_7","nuc_3mer","M1","H7N7",1,1,0.752716605625584,0,0.378290782887995,0
"70_7","nuc_3mer","M1","H7N7",1,10,0.752716605625584,0,0.378290782887995,0
"70_7","nuc_3mer","M1","H7N9",0,0.001,0.811827830227637,0.118685849652427,0.0287036814469432,0.0478315470992561
"70_7","nuc_3mer","M1","H7N9",0,0.01,0.811827830227637,0.118685849652427,0.0287036814469432,0.0478315470992561
"70_7","nuc_3mer","M1","H7N9",0,0.1,0.800422088789362,0.117170294740142,0.0253821238136434,0.0407089379324949
"70_7","nuc_3mer","M1","H7N9",0,1,0.786433755557746,0.120242263240208,0.0324280336776478,0.0279172278803946
"70_7","nuc_3mer","M1","H7N9",0,10,0.796764247922219,0.112912761024142,0.0440870640738967,0.0296946184010482
"70_7","nuc_3mer","M1","H7N9",0.5,0.001,0.835146625743083,0.116495981736506,0.0136655176929738,0.0385548690951278
"70_7","nuc_3mer","M1","H7N9",0.5,0.01,0.811827823272576,0.114365474707539,0.0258751378278027,0.0439718416946224
"70_7","nuc_3mer","M1","H7N9",0.5,0.1,0.773456156246854,0.110931874128679,0.0239325348306671,0.0217018607809665
"70_7","nuc_3mer","M1","H7N9",0.5,1,0.213509115564785,0,0.425216887822861,0
"70_7","nuc_3mer","M1","H7N9",0.5,10,0.213509115564785,0,0.425216887822861,0
"70_7","nuc_3mer","M1","H7N9",1,0.001,0.834625799419148,0.116080797662385,0.0123877697640782,0.0391112827771483
"70_7","nuc_3mer","M1","H7N9",1,0.01,0.804571224788118,0.109104003787854,0.026884185458805,0.0428671439896946
"70_7","nuc_3mer","M1","H7N9",1,0.1,0.780205365586737,0.11475620105619,0.0243780342016213,0.0189690030532494
"70_7","nuc_3mer","M1","H7N9",1,1,0.213509115564785,0,0.425216887822861,0
"70_7","nuc_3mer","M1","H7N9",1,10,0.213509115564785,0,0.425216887822861,0
"70_7","nuc_3mer","M1","H8N4",0,0.001,0.835905251060681,0.375680744139783,0.0265201180660907,0.0627196952241585
"70_7","nuc_3mer","M1","H8N4",0,0.01,0.835905251060681,0.375680744139783,0.0265201180660907,0.0627196952241585
"70_7","nuc_3mer","M1","H8N4",0,0.1,0.821749805181005,0.365708048211808,0.0321227670321007,0.0660304841234487
"70_7","nuc_3mer","M1","H8N4",0,1,0.79394845233691,0.315319236458161,0.0309101877157847,0.0489240302371962
"70_7","nuc_3mer","M1","H8N4",0,10,0.817522306447,0.323646630546226,0.0303266798106136,0.0613487756007026
"70_7","nuc_3mer","M1","H8N4",0.5,0.001,0.848630001338151,0.380756410798039,0.0243939517255758,0.055101239358976
"70_7","nuc_3mer","M1","H8N4",0.5,0.01,0.839208268721646,0.382603360787643,0.0293055533193291,0.0686816417331941
"70_7","nuc_3mer","M1","H8N4",0.5,0.1,0.796781986392844,0.330985668182532,0.0260874808249105,0.0470341453882346
"70_7","nuc_3mer","M1","H8N4",0.5,1,0.58406786522986,0,0.466356770421551,0
"70_7","nuc_3mer","M1","H8N4",0.5,10,0.58406786522986,0,0.466356770421551,0
"70_7","nuc_3mer","M1","H8N4",1,0.001,0.849103924454835,0.381971699213571,0.0252953638192068,0.0565982729518162
"70_7","nuc_3mer","M1","H8N4",1,0.01,0.826945180427316,0.360944465121677,0.0305263634045346,0.0645477738399118
"70_7","nuc_3mer","M1","H8N4",1,0.1,0.784038315714349,0.316025832009247,0.0304095679916761,0.0546715977502432
"70_7","nuc_3mer","M1","H8N4",1,1,0.58406786522986,0,0.466356770421551,0
"70_7","nuc_3mer","M1","H8N4",1,10,0.58406786522986,0,0.466356770421551,0
"70_7","nuc_3mer","M1","H9N2",0,0.001,0.907790421612771,0.566069548130725,0.0189337504550372,0.0376936780833207
"70_7","nuc_3mer","M1","H9N2",0,0.01,0.907790421612771,0.566069548130725,0.0189337504550372,0.0376936780833207
"70_7","nuc_3mer","M1","H9N2",0,0.1,0.904926729431027,0.564089620056796,0.0199882212185138,0.0442510821996731
"70_7","nuc_3mer","M1","H9N2",0,1,0.907220630372493,0.565784720098146,0.0226835670820251,0.0513161262130144
"70_7","nuc_3mer","M1","H9N2",0,10,0.934141629144495,0.622629178518776,0.0133927427852657,0.0515622224843936
"70_7","nuc_3mer","M1","H9N2",0.5,0.001,0.92727138763815,0.62605551051502,0.0126703202456721,0.039785299632306
"70_7","nuc_3mer","M1","H9N2",0.5,0.01,0.911227179697094,0.575429995591126,0.0150138775800154,0.0276591141729387
"70_7","nuc_3mer","M1","H9N2",0.5,0.1,0.896913630781826,0.540021618576157,0.0227922583090905,0.0480188357469613
"70_7","nuc_3mer","M1","H9N2",0.5,1,0.753537453950061,0,0.378116074518618,0
"70_7","nuc_3mer","M1","H9N2",0.5,10,0.753537453950061,0,0.378116074518618,0
"70_7","nuc_3mer","M1","H9N2",1,0.001,0.927844453540729,0.627667674783345,0.0119675836836672,0.0395322878485985
"70_7","nuc_3mer","M1","H9N2",1,0.01,0.9083618501842,0.5684775560912,0.0150263714664938,0.0275606878956934
"70_7","nuc_3mer","M1","H9N2",1,0.1,0.879160049119935,0.498864764038626,0.0320841836308308,0.0595854327134611
"70_7","nuc_3mer","M1","H9N2",1,1,0.753537453950061,0,0.378116074518618,0
"70_7","nuc_3mer","M1","H9N2",1,10,0.753537453950061,0,0.378116074518618,0
"70_7","nuc_4mer","M1","H10N8",0,0.001,0.895422611597831,0.504345754984649,0.0213999724387481,0.0602468903307162
"70_7","nuc_4mer","M1","H10N8",0,0.01,0.895422611597831,0.504345754984649,0.0213999724387481,0.0602468903307162
"70_7","nuc_4mer","M1","H10N8",0,0.1,0.869515783618412,0.443580383011729,0.0151244326954337,0.0267890711273752
"70_7","nuc_4mer","M1","H10N8",0,1,0.79935141148658,0.329874519139986,0.0235582368337348,0.0264355020863943
"70_7","nuc_4mer","M1","H10N8",0,10,0.802649979140592,0.303464529218445,0.0174748773986089,0.0251660631769765
"70_7","nuc_4mer","M1","H10N8",0.5,0.001,0.914268391044361,0.537053138314902,0.0124395154317016,0.0338588635273574
"70_7","nuc_4mer","M1","H10N8",0.5,0.01,0.893060770407454,0.499216309965016,0.0195624719787647,0.0552841308324784
"70_7","nuc_4mer","M1","H10N8",0.5,0.1,0.798410235015992,0.324958745670939,0.0229661418363828,0.0264345639201147
"70_7","nuc_4mer","M1","H10N8",0.5,1,0.75583145598665,0,0.382876033433956,0
"70_7","nuc_4mer","M1","H10N8",0.5,10,0.75583145598665,0,0.382876033433956,0
"70_7","nuc_4mer","M1","H10N8",1,0.001,0.913791127798637,0.537838210164258,0.0130442936382684,0.0378337500076459
"70_7","nuc_4mer","M1","H10N8",1,0.01,0.876112918926436,0.45830912097439,0.0207306778881938,0.0471075974690014
"70_7","nuc_4mer","M1","H10N8",1,0.1,0.784281462939786,0.303486457453062,0.0205132836943036,0.0344561706405634
"70_7","nuc_4mer","M1","H10N8",1,1,0.75583145598665,0,0.382876033433956,0
"70_7","nuc_4mer","M1","H10N8",1,10,0.75583145598665,0,0.382876033433956,0
"70_7","nuc_4mer","M1","H16N3",0,0.001,0.894086209036047,0.493850864134536,0.0166185180658301,0.043048515738321
"70_7","nuc_4mer","M1","H16N3",0,0.01,0.894086209036047,0.493850864134536,0.0166185180658301,0.043048515738321
"70_7","nuc_4mer","M1","H16N3",0,0.1,0.878010527208112,0.461958542233607,0.0162993710343417,0.0420763356657529
"70_7","nuc_4mer","M1","H16N3",0,1,0.804273864056998,0.338167263141991,0.0200473185627356,0.0379798181075603
"70_7","nuc_4mer","M1","H16N3",0,10,0.802387082174078,0.298879683258502,0.0204875943973196,0.0266975925859201
"70_7","nuc_4mer","M1","H16N3",0.5,0.001,0.913477190872925,0.531271517028021,0.0125527565034137,0.0563186856229107
"70_7","nuc_4mer","M1","H16N3",0.5,0.01,0.891250450013942,0.489155336649844,0.0132979701170737,0.0336808186319223
"70_7","nuc_4mer","M1","H16N3",0.5,0.1,0.806158415688791,0.338697567790229,0.0148325314006103,0.0304528076907869
"70_7","nuc_4mer","M1","H16N3",0.5,1,0.413782000668441,0,0.46616402296871,0
"70_7","nuc_4mer","M1","H16N3",0.5,10,0.413782000668441,0,0.46616402296871,0
"70_7","nuc_4mer","M1","H16N3",1,0.001,0.913002136813117,0.532955299937965,0.0142250514548914,0.055123227167425
"70_7","nuc_4mer","M1","H16N3",1,0.01,0.874230246264118,0.453071240958926,0.0162571056241271,0.0389903514759998
"70_7","nuc_4mer","M1","H16N3",1,0.1,0.783937229317803,0.310318271100303,0.0244843963776392,0.039471917949955
"70_7","nuc_4mer","M1","H16N3",1,1,0.413782000668441,0,0.46616402296871,0
"70_7","nuc_4mer","M1","H16N3",1,10,0.413782000668441,0,0.46616402296871,0
"70_7","nuc_4mer","M1","H3N8",0,0.001,0.888554308831387,0.497004082775061,0.0166645105135013,0.047547875073148
"70_7","nuc_4mer","M1","H3N8",0,0.01,0.888554308831387,0.497004082775061,0.0166645105135013,0.047547875073148
"70_7","nuc_4mer","M1","H3N8",0,0.1,0.866871485637229,0.450099703932993,0.0143791454792689,0.031958061572936
"70_7","nuc_4mer","M1","H3N8",0,1,0.792734651298883,0.331227736893946,0.0131040337646842,0.0131401088405067
"70_7","nuc_4mer","M1","H3N8",0,10,0.7997926366944,0.301031742768877,0.0106109448213964,0.0377177535073879
"70_7","nuc_4mer","M1","H3N8",0.5,0.001,0.912757295880722,0.544975825256937,0.0100251336932505,0.0488847494308157
"70_7","nuc_4mer","M1","H3N8",0.5,0.01,0.883002569778388,0.489107169306055,0.0105197885223569,0.0359927566813934
"70_7","nuc_4mer","M1","H3N8",0.5,0.1,0.796263643996642,0.334230285034481,0.0126191598828781,0.0198074906249591
"70_7","nuc_4mer","M1","H3N8",0.5,1,0.582950410910109,0,0.460696365077606,0
"70_7","nuc_4mer","M1","H3N8",0.5,10,0.582950410910109,0,0.460696365077606,0
"70_7","nuc_4mer","M1","H3N8",1,0.001,0.90771569600285,0.531545008390948,0.0147519812657887,0.0629067578160345
"70_7","nuc_4mer","M1","H3N8",1,0.01,0.871402946339974,0.463015740491617,0.00574938091435465,0.0205868734280576
"70_7","nuc_4mer","M1","H3N8",1,0.1,0.781138844363026,0.318840972332028,0.00900523167967478,0.0205121923588495
"70_7","nuc_4mer","M1","H3N8",1,1,0.582950410910109,0,0.460696365077606,0
"70_7","nuc_4mer","M1","H3N8",1,10,0.582950410910109,0,0.460696365077606,0
"70_7","nuc_4mer","M1","H4N6",0,0.001,0.879661531840563,0.472215584705126,0.00890500671571428,0.0226144848556968
"70_7","nuc_4mer","M1","H4N6",0,0.01,0.879661531840563,0.472215584705126,0.00890500671571428,0.0226144848556968
"70_7","nuc_4mer","M1","H4N6",0,0.1,0.86505702315102,0.444681549104022,0.0137290193660425,0.017604891140363
"70_7","nuc_4mer","M1","H4N6",0,1,0.793055959900257,0.332889104888944,0.0146440107819325,0.0225122587788708
"70_7","nuc_4mer","M1","H4N6",0,10,0.793559738237788,0.299110111386271,0.0188626438949603,0.0436833433042957
"70_7","nuc_4mer","M1","H4N6",0.5,0.001,0.907356682657621,0.526557310054408,0.0118108332629666,0.0491885812310683
"70_7","nuc_4mer","M1","H4N6",0.5,0.01,0.8786539751655,0.471858995414494,0.0114114097770712,0.0236149949248351
"70_7","nuc_4mer","M1","H4N6",0.5,0.1,0.790539599762034,0.333238954682997,0.0188797820192063,0.0422539965048682
"70_7","nuc_4mer","M1","H4N6",0.5,1,0.75159677480602,0,0.37520928003397,0
"70_7","nuc_4mer","M1","H4N6",0.5,10,0.75159677480602,0,0.37520928003397,0
"70_7","nuc_4mer","M1","H4N6",1,0.001,0.903330253281521,0.521130613519874,0.0165161130380764,0.0679983547770951
"70_7","nuc_4mer","M1","H4N6",1,0.01,0.868080958950926,0.451339194826582,0.0144810408739571,0.0369671033829383
"70_7","nuc_4mer","M1","H4N6",1,0.1,0.77644013518474,0.314242270351378,0.0204201527525039,0.0431040227566458
"70_7","nuc_4mer","M1","H4N6",1,1,0.75159677480602,0,0.37520928003397,0
"70_7","nuc_4mer","M1","H4N6",1,10,0.75159677480602,0,0.37520928003397,0
"70_7","nuc_4mer","M1","H4N8",0,0.001,0.893047852733241,0.49706590055613,0.0114695604460681,0.0441997694103656
"70_7","nuc_4mer","M1","H4N8",0,0.01,0.893047852733241,0.49706590055613,0.0114695604460681,0.0441997694103656
"70_7","nuc_4mer","M1","H4N8",0,0.1,0.872225023248518,0.461148387465344,0.0156583982034678,0.0460744858332837
"70_7","nuc_4mer","M1","H4N8",0,1,0.798859422092255,0.337589165832453,0.0222602060304996,0.0289331935568797
"70_7","nuc_4mer","M1","H4N8",0,10,0.802169114763649,0.301520591044758,0.0260370278857543,0.0242436609695405
"70_7","nuc_4mer","M1","H4N8",0.5,0.001,0.911976068031327,0.522621786643281,0.0116198423871305,0.055524745656774
"70_7","nuc_4mer","M1","H4N8",0.5,0.01,0.891631653837966,0.495623393642078,0.0136515611455198,0.0488157695257856
"70_7","nuc_4mer","M1","H4N8",0.5,0.1,0.796499837540475,0.330517097892541,0.0217317895496501,0.0370715976681681
"70_7","nuc_4mer","M1","H4N8",0.5,1,0.583993815333938,0,0.466051737963442,0
"70_7","nuc_4mer","M1","H4N8",0.5,10,0.583993815333938,0,0.466051737963442,0
"70_7","nuc_4mer","M1","H4N8",1,0.001,0.909135827367147,0.515483574475562,0.0095261075119345,0.0427806483852743
"70_7","nuc_4mer","M1","H4N8",1,0.01,0.876004167927129,0.472374357834012,0.0169772641569977,0.0424700232418095
"70_7","nuc_4mer","M1","H4N8",1,0.1,0.784662700413431,0.310942764079891,0.0235408015312415,0.0383293263706835
"70_7","nuc_4mer","M1","H4N8",1,1,0.583993815333938,0,0.466051737963442,0
"70_7","nuc_4mer","M1","H4N8",1,10,0.583993815333938,0,0.466051737963442,0
"70_7","nuc_4mer","M1","H5N1",0,0.001,0.907268170426065,0.518044795483445,0.0206671961183843,0.0506142455866018
"70_7","nuc_4mer","M1","H5N1",0,0.01,0.907268170426065,0.518044795483445,0.0206671961183843,0.0506142455866018
"70_7","nuc_4mer","M1","H5N1",0,0.1,0.896240601503759,0.48983576208349,0.025779229815787,0.0573310724443982
"70_7","nuc_4mer","M1","H5N1",0,1,0.854636591478697,0.409198962424058,0.0355324483176888,0.0629893246244319
"70_7","nuc_4mer","M1","H5N1",0,10,0.832080200501253,0.366838746814235,0.029066199260008,0.0474062903225897
"70_7","nuc_4mer","M1","H5N1",0.5,0.001,0.92531328320802,0.565122928088301,0.0187886364050038,0.0671187597024395
"70_7","nuc_4mer","M1","H5N1",0.5,0.01,0.902756892230576,0.509635308284106,0.0275347247458091,0.0657094991833944
"70_7","nuc_4mer","M1","H5N1",0.5,0.1,0.852631578947368,0.40626269350448,0.038231848447526,0.0678788929133016
"70_7","nuc_4mer","M1","H5N1",0.5,1,0.758897243107769,0,0.387809283315753,0
"70_7","nuc_4mer","M1","H5N1",0.5,10,0.758897243107769,0,0.387809283315753,0
"70_7","nuc_4mer","M1","H5N1",1,0.001,0.926817042606516,0.574424493392131,0.0203146708061749,0.0744452856360808
"70_7","nuc_4mer","M1","H5N1",1,0.01,0.894736842105263,0.484295983366667,0.0280209019736816,0.0579293073801182
"70_7","nuc_4mer","M1","H5N1",1,0.1,0.843609022556391,0.387342751508762,0.0354705219322141,0.058904380306818
"70_7","nuc_4mer","M1","H5N1",1,1,0.758897243107769,0,0.387809283315753,0
"70_7","nuc_4mer","M1","H5N1",1,10,0.758897243107769,0,0.387809283315753,0
"70_7","nuc_4mer","M1","H5N6",0,0.001,0.88793966864176,0.498741180384015,0.00929529983126889,0.0312749631278417
"70_7","nuc_4mer","M1","H5N6",0,0.01,0.88793966864176,0.498741180384015,0.00929529983126889,0.0312749631278417
"70_7","nuc_4mer","M1","H5N6",0,0.1,0.869022631024083,0.459078360786949,0.0134185172605271,0.0384840548093418
"70_7","nuc_4mer","M1","H5N6",0,1,0.80377090014838,0.353889194287779,0.0139762966628143,0.0294313550946441
"70_7","nuc_4mer","M1","H5N6",0,10,0.788639729672424,0.299382067863179,0.01837394165985,0.0448888916015128
"70_7","nuc_4mer","M1","H5N6",0.5,0.001,0.912999932986767,0.542753377219248,0.0109085245390456,0.0466824584120045
"70_7","nuc_4mer","M1","H5N6",0.5,0.01,0.880848585185763,0.481324014589453,0.012819068183994,0.0393803001396675
"70_7","nuc_4mer","M1","H5N6",0.5,0.1,0.805191580685729,0.352617366762399,0.0144866814177992,0.0301028444010045
"70_7","nuc_4mer","M1","H5N6",0.5,1,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_4mer","M1","H5N6",0.5,10,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_4mer","M1","H5N6",1,0.001,0.909691344871025,0.535863647561567,0.00876710895247354,0.032786669166817
"70_7","nuc_4mer","M1","H5N6",1,0.01,0.869017039541401,0.455704794747655,0.015325484907484,0.0428882794480419
"70_7","nuc_4mer","M1","H5N6",1,0.1,0.790063771441328,0.330817917563639,0.0153717467013422,0.029680500795403
"70_7","nuc_4mer","M1","H5N6",1,1,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_4mer","M1","H5N6",1,10,0.583524188923199,0,0.463541662045973,0
"70_7","nuc_4mer","M1","H7N3",0,0.001,0.881720400491309,0.46177026164509,0.0246074743803262,0.0618474044149028
"70_7","nuc_4mer","M1","H7N3",0,0.01,0.881720400491309,0.46177026164509,0.0246074743803262,0.0618474044149028
"70_7","nuc_4mer","M1","H7N3",0,0.1,0.865254029106339,0.428951545384795,0.0243850418997333,0.061690872840342
"70_7","nuc_4mer","M1","H7N3",0,1,0.795381062269699,0.328728855675469,0.0317617792758118,0.0485726615445808
"70_7","nuc_4mer","M1","H7N3",0,10,0.796393500080644,0.286577938438539,0.0300221005917311,0.0421835924130571
"70_7","nuc_4mer","M1","H7N3",0.5,0.001,0.908176815424126,0.508789130621249,0.0204200500092937,0.0891744231739306
"70_7","nuc_4mer","M1","H7N3",0.5,0.01,0.881724134936291,0.460607577567861,0.0215358871682044,0.060046571760251
"70_7","nuc_4mer","M1","H7N3",0.5,0.1,0.799363643130979,0.33531749066026,0.0361685671760521,0.0541928542146578
"70_7","nuc_4mer","M1","H7N3",0.5,1,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_4mer","M1","H7N3",0.5,10,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_4mer","M1","H7N3",1,0.001,0.906180556072505,0.505749237263761,0.0212556312315492,0.0892484415343077
"70_7","nuc_4mer","M1","H7N3",1,0.01,0.867254029106339,0.433422755659004,0.015854281886941,0.0395678271802248
"70_7","nuc_4mer","M1","H7N3",1,0.1,0.790379840200494,0.320043043481718,0.0327124678337772,0.0521376773125965
"70_7","nuc_4mer","M1","H7N3",1,1,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_4mer","M1","H7N3",1,10,0.584149439833253,0,0.467069905731881,0
"70_7","nuc_4mer","M1","H7N4",0,0.001,0.883836846659293,0.472548718421903,0.00701412102828339,0.0305784361092428
"70_7","nuc_4mer","M1","H7N4",0,0.01,0.883836846659293,0.472548718421903,0.00701412102828339,0.0305784361092428
"70_7","nuc_4mer","M1","H7N4",0,0.1,0.865681270972534,0.434407654149352,0.0102873119937979,0.0248675752236619
"70_7","nuc_4mer","M1","H7N4",0,1,0.799239058011907,0.33767572399756,0.0215391259818407,0.0280162911784495
"70_7","nuc_4mer","M1","H7N4",0,10,0.801638265046571,0.308400849311649,0.0166326938148058,0.0220677005586322
"70_7","nuc_4mer","M1","H7N4",0.5,0.001,0.913457405045805,0.540726840986329,0.0137600346045176,0.0564449090600067
"70_7","nuc_4mer","M1","H7N4",0.5,0.01,0.880488700816305,0.464344149325097,0.0111915675653985,0.0382566561289956
"70_7","nuc_4mer","M1","H7N4",0.5,0.1,0.804502237814184,0.345545417831175,0.0215167955604581,0.0307717715411986
"70_7","nuc_4mer","M1","H7N4",0.5,1,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_4mer","M1","H7N4",0.5,10,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_4mer","M1","H7N4",1,0.001,0.904857504182903,0.511420059344294,0.0138481727730032,0.0563254068612793
"70_7","nuc_4mer","M1","H7N4",1,0.01,0.863288920998041,0.429321738292411,0.0130146565925288,0.0245257720098724
"70_7","nuc_4mer","M1","H7N4",1,0.1,0.794938542092067,0.329696747464561,0.0220728005451366,0.0362465840742011
"70_7","nuc_4mer","M1","H7N4",1,1,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_4mer","M1","H7N4",1,10,0.753733711709419,0,0.379792344032332,0
"70_7","nuc_4mer","M1","H7N7",0,0.001,0.892489680713075,0.504774706574817,0.0160157831343245,0.0474682741613741
"70_7","nuc_4mer","M1","H7N7",0,0.01,0.892489680713075,0.504774706574817,0.0160157831343245,0.0474682741613741
"70_7","nuc_4mer","M1","H7N7",0,0.1,0.870692035528564,0.46199644071884,0.0184145209327528,0.0533988580030644
"70_7","nuc_4mer","M1","H7N7",0,1,0.801046026969745,0.349570144446464,0.013711492590604,0.0126889991170298
"70_7","nuc_4mer","M1","H7N7",0,10,0.804375929611393,0.311250741765159,0.0150247333429484,0.024146211364701
"70_7","nuc_4mer","M1","H7N7",0.5,0.001,0.917120812162964,0.565554220739037,0.0240986106486243,0.0818508658972592
"70_7","nuc_4mer","M1","H7N7",0.5,0.01,0.88632179419613,0.493318776114002,0.0131567198192902,0.0424517696996641
"70_7","nuc_4mer","M1","H7N7",0.5,0.1,0.801979302318507,0.34560608202931,0.0119877178181025,0.00971078569863352
"70_7","nuc_4mer","M1","H7N7",0.5,1,0.752716605625584,0,0.378290782887995,0
"70_7","nuc_4mer","M1","H7N7",0.5,10,0.752716605625584,0,0.378290782887995,0
"70_7","nuc_4mer","M1","H7N7",1,0.001,0.911914269806509,0.548323098692284,0.0246141852161862,0.0819288264400784
"70_7","nuc_4mer","M1","H7N7",1,0.01,0.86595379815573,0.445316460044952,0.0146898201313808,0.0469815481863632
"70_7","nuc_4mer","M1","H7N7",1,0.1,0.790141034135715,0.330576782337328,0.0137500029121567,0.00949738792462836
