"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"70_7","nuc_3mer","M1",0.01,0.579,0.184,0.56,0.598,0.769,1,0,0.601,0.733,0.533,0.321,0.869,0.321,0.733,0.447,0.231,0.17,0.528,0.633
"70_7","nuc_4mer","M1",0.02,0.681,0.304,0.662,0.698,0.769,1,0,0.682,0.725,0.667,0.396,0.89,0.396,0.725,0.512,0.231,0.168,0.424,0.696
"70_7","nuc_5mer","M1",0.022,0.768,0.457,0.751,0.784,0.769,0.547,0,0.813,0.788,0.762,0.499,0.923,0.499,0.788,0.611,0.231,0.182,0.366,0.775
"70_7","nuc_6mer","M1",0.014,0.755,0.426,0.739,0.772,0.769,0.948,0,0.77,0.756,0.755,0.482,0.911,0.482,0.756,0.589,0.231,0.175,0.363,0.756
"70_7","prot_2mer","M1",0.032,0.846,0.538,0.832,0.86,0.769,0,0,0.552,0.576,0.927,0.705,0.879,0.705,0.576,0.634,0.231,0.133,0.189,0.752
"70_7","prot_ctdc","M1",0.01,0.963,0.899,0.955,0.969,0.769,0,0,0.964,0.979,0.958,0.874,0.993,0.874,0.979,0.924,0.231,0.227,0.259,0.968
"70_7","prot_ctdd","M1",0.022,0.399,0.051,0.381,0.418,0.769,1,0,0.38,0.819,0.273,0.253,0.833,0.253,0.819,0.387,0.231,0.19,0.748,0.546
"70_7","prot_ctdt","M1",0.022,0.864,0.606,0.85,0.877,0.769,0,0.005,0.694,0.662,0.925,0.726,0.901,0.726,0.662,0.693,0.231,0.153,0.211,0.793
"70_7","prot_ctriad","M1",0.035,0.93,0.784,0.92,0.939,0.769,0,0,0.826,0.725,0.992,0.963,0.923,0.963,0.725,0.827,0.231,0.168,0.174,0.858
"70_7","prot_pseaac","M1",0.017,0.858,0.661,0.844,0.871,0.769,0,0,0.934,0.947,0.831,0.628,0.981,0.628,0.947,0.755,0.231,0.219,0.349,0.889
"70_7","cds_compbias","NA",0.004,0.252,-0.059,0.235,0.269,0.769,1,0,0.126,0.794,0.088,0.208,0.588,0.208,0.794,0.33,0.231,0.184,0.885,0.441
"70_7","nuc_2mer","NA",0.053,0.67,-0.126,0.651,0.687,0.769,1,0,0.096,0.036,0.861,0.071,0.748,0.071,0.036,0.048,0.231,0.008,0.115,0.448
"70_7","nuc_3mer","NA",0.003,0.226,-0.099,0.21,0.243,0.769,1,0,0.117,0.73,0.075,0.192,0.478,0.192,0.73,0.304,0.231,0.169,0.88,0.402
"70_7","nuc_4mer","NA",0.001,0.365,0.003,0.347,0.384,0.769,1,0,0.327,0.759,0.247,0.233,0.773,0.233,0.759,0.356,0.231,0.176,0.755,0.503
"70_7","nuc_5mer","NA",0.005,0.522,0.121,0.503,0.541,0.769,1,0,0.431,0.725,0.461,0.288,0.848,0.288,0.725,0.412,0.231,0.168,0.582,0.593
"70_7","nuc_6mer","NA",0.005,0.717,0.363,0.7,0.734,0.769,1,0,0.599,0.744,0.709,0.435,0.902,0.435,0.744,0.549,0.231,0.172,0.396,0.727
"70_7","prot_2mer","NA",0.005,0.594,0.171,0.575,0.613,0.769,1,0,0.546,0.662,0.574,0.319,0.849,0.319,0.662,0.43,0.231,0.153,0.481,0.618
"70_7","prot_ctdc","NA",0.041,0.712,-0.071,0.694,0.729,0.769,1,0,0.106,0.029,0.917,0.096,0.758,0.096,0.029,0.045,0.231,0.007,0.07,0.473
"70_7","prot_ctdd","NA",0.673,0.748,-0.036,0.731,0.764,0.769,0.994,0,0.077,0.003,0.972,0.034,0.764,0.034,0.003,0.006,0.231,0.001,0.022,0.488
"70_7","prot_ctdt","NA",0.025,0.71,0.32,0.693,0.728,0.769,1,0,0.611,0.655,0.727,0.42,0.875,0.42,0.655,0.512,0.231,0.152,0.361,0.691
"70_7","prot_ctriad","NA",0.014,0.487,-0.078,0.468,0.506,0.769,1,0,0.35,0.375,0.52,0.191,0.735,0.191,0.375,0.253,0.231,0.087,0.455,0.448
"70_7","prot_pseaac","NA",0.054,0.704,-0.09,0.686,0.721,0.769,1,0,0.033,0.023,0.909,0.07,0.755,0.07,0.023,0.034,0.231,0.005,0.075,0.466
"70_7","cds_compbias","NP",0.012,0.778,0.462,0.762,0.794,0.769,0.121,0,0.772,0.748,0.788,0.514,0.912,0.514,0.748,0.609,0.231,0.173,0.336,0.768
"70_7","nuc_2mer","NP",0.017,0.659,0.257,0.64,0.677,0.769,1,0,0.699,0.68,0.653,0.371,0.871,0.371,0.68,0.48,0.231,0.157,0.424,0.666
"70_7","nuc_3mer","NP",0.009,0.775,0.467,0.759,0.791,0.769,0.211,0,0.838,0.78,0.774,0.51,0.921,0.51,0.78,0.616,0.231,0.181,0.354,0.777
"70_7","nuc_4mer","NP",0.011,0.875,0.693,0.861,0.887,0.769,0,0,0.923,0.94,0.855,0.661,0.979,0.661,0.94,0.776,0.231,0.218,0.329,0.897
"70_7","nuc_5mer","NP",0.008,0.756,0.464,0.739,0.772,0.769,0.937,0,0.819,0.872,0.721,0.485,0.949,0.485,0.872,0.623,0.231,0.202,0.416,0.797
"70_7","nuc_6mer","NP",0.011,0.737,0.427,0.72,0.754,0.769,1,0,0.799,0.848,0.704,0.463,0.939,0.463,0.848,0.599,0.231,0.196,0.424,0.776
"70_7","prot_2mer","NP",0.017,0.919,0.785,0.909,0.93,0.769,0,0,0.946,0.903,0.924,0.783,0.969,0.783,0.903,0.838,0.231,0.209,0.267,0.914
"70_7","prot_ctdc","NP",0.02,0.83,0.562,0.815,0.844,0.769,0,0,0.809,0.765,0.849,0.604,0.923,0.604,0.765,0.675,0.231,0.177,0.293,0.807
"70_7","prot_ctdd","NP",0.029,0.845,0.582,0.831,0.859,0.769,0,0.001,0.77,0.723,0.882,0.649,0.914,0.649,0.723,0.684,0.231,0.167,0.258,0.803
"70_7","prot_ctdt","NP",0.016,0.907,0.76,0.896,0.918,0.769,0,0,0.931,0.921,0.904,0.742,0.974,0.742,0.921,0.822,0.231,0.213,0.287,0.912
"70_7","prot_ctriad","NP",0.035,0.881,0.655,0.868,0.893,0.769,0,0.01,0.778,0.704,0.934,0.762,0.913,0.762,0.704,0.732,0.231,0.163,0.214,0.819
"70_7","prot_pseaac","NP",0.022,0.865,0.655,0.851,0.878,0.769,0,0,0.834,0.854,0.868,0.661,0.952,0.661,0.854,0.745,0.231,0.198,0.299,0.861
"70_7","cds_compbias","NS1",0.018,0.694,0.311,0.676,0.711,0.769,1,0,0.728,0.694,0.694,0.406,0.883,0.406,0.694,0.512,0.231,0.161,0.396,0.694
"70_7","nuc_2mer","NS1",0.013,0.503,0.104,0.483,0.522,0.769,1,0,0.504,0.727,0.435,0.279,0.841,0.279,0.727,0.403,0.231,0.168,0.602,0.581
"70_7","nuc_3mer","NS1",0.01,0.727,0.406,0.709,0.743,0.769,1,0,0.748,0.83,0.695,0.451,0.931,0.451,0.83,0.584,0.231,0.192,0.426,0.763
"70_7","nuc_4mer","NS1",0.012,0.735,0.397,0.718,0.751,0.769,1,0,0.733,0.765,0.726,0.457,0.911,0.457,0.765,0.572,0.231,0.177,0.388,0.746
"70_7","nuc_5mer","NS1",0.012,0.713,0.346,0.696,0.73,0.769,1,0,0.743,0.714,0.713,0.428,0.892,0.428,0.714,0.535,0.231,0.165,0.386,0.713
"70_7","nuc_6mer","NS1",0.011,0.693,0.326,0.675,0.711,0.769,1,0,0.665,0.736,0.68,0.41,0.895,0.41,0.736,0.526,0.231,0.17,0.416,0.708
"70_7","prot_2mer","NS1",0.021,0.686,0.341,0.668,0.703,0.769,1,0,0.803,0.809,0.649,0.41,0.919,0.41,0.809,0.544,0.231,0.187,0.457,0.729
"70_7","prot_ctdc","NS1",0.039,0.888,0.651,0.875,0.9,0.769,0,0,0.655,0.618,0.969,0.858,0.894,0.858,0.618,0.719,0.231,0.143,0.167,0.794
"70_7","prot_ctdd","NS1",0.043,0.837,0.526,0.823,0.851,0.769,0,0.004,0.683,0.599,0.909,0.664,0.883,0.664,0.599,0.63,0.231,0.139,0.209,0.754
"70_7","prot_ctdt","NS1",0.025,0.815,0.538,0.8,0.83,0.769,0,0,0.881,0.782,0.825,0.574,0.926,0.574,0.782,0.662,0.231,0.181,0.315,0.803
"70_7","prot_ctriad","NS1",0.037,0.87,0.614,0.857,0.883,0.769,0,0,0.661,0.639,0.94,0.763,0.896,0.763,0.639,0.695,0.231,0.148,0.194,0.79
"70_7","prot_pseaac","NS1",0.046,0.912,0.727,0.901,0.923,0.769,0,0,0.692,0.67,0.985,0.932,0.908,0.932,0.67,0.78,0.231,0.155,0.166,0.828
"70_7","cds_compbias","PA",0.046,0.695,-0.067,0.677,0.712,0.769,1,0,0.205,0.06,0.886,0.137,0.758,0.137,0.06,0.083,0.231,0.014,0.101,0.473
"70_7","nuc_2mer","PA",0.016,0.521,0.134,0.501,0.54,0.769,1,0,0.466,0.761,0.448,0.293,0.861,0.293,0.761,0.423,0.231,0.176,0.6,0.604
"70_7","nuc_3mer","PA",0.037,0.704,-0.052,0.686,0.721,0.769,1,0,0.197,0.061,0.897,0.153,0.76,0.153,0.061,0.088,0.231,0.014,0.093,0.479
"70_7","nuc_4mer","PA",0.001,0.328,-0.016,0.31,0.346,0.769,1,0,0.391,0.778,0.192,0.225,0.742,0.225,0.778,0.349,0.231,0.18,0.801,0.485
"70_7","nuc_5mer","PA",0.002,0.465,0.049,0.446,0.484,0.769,1,0,0.502,0.676,0.401,0.254,0.804,0.254,0.676,0.369,0.231,0.157,0.617,0.539
"70_7","nuc_6mer","PA",0.009,0.554,0.178,0.535,0.573,0.769,1,0,0.607,0.786,0.484,0.315,0.883,0.315,0.786,0.45,0.231,0.182,0.578,0.635
"70_7","prot_2mer","PA",0.027,0.821,0.523,0.806,0.836,0.769,0,0,0.82,0.689,0.861,0.599,0.902,0.599,0.689,0.641,0.231,0.16,0.266,0.775
"70_7","prot_ctdc","PA",0.029,0.874,0.645,0.861,0.886,0.769,0,0.913,0.791,0.725,0.919,0.728,0.917,0.728,0.725,0.727,0.231,0.168,0.23,0.822
"70_7","prot_ctdd","PA",0.037,0.845,0.571,0.831,0.859,0.769,0,0.279,0.781,0.684,0.894,0.66,0.904,0.66,0.684,0.672,0.231,0.158,0.24,0.789
"70_7","prot_ctdt","PA",0.031,0.774,0.426,0.757,0.79,0.769,0.269,0,0.684,0.667,0.806,0.509,0.889,0.509,0.667,0.577,0.231,0.154,0.303,0.736
"70_7","prot_ctriad","PA",0.038,0.837,0.515,0.822,0.851,0.769,0,0,0.791,0.571,0.917,0.674,0.877,0.674,0.571,0.618,0.231,0.132,0.196,0.744
"70_7","prot_pseaac","PA",0.024,0.835,0.586,0.82,0.849,0.769,0,0,0.846,0.817,0.84,0.606,0.938,0.606,0.817,0.696,0.231,0.189,0.312,0.829
"70_7","cds_compbias","PB1",0.014,0.701,0.337,0.684,0.719,0.769,1,0,0.665,0.735,0.692,0.418,0.896,0.418,0.735,0.533,0.231,0.17,0.407,0.713
"70_7","nuc_2mer","PB1",0.013,0.715,0.351,0.697,0.732,0.769,1,0,0.65,0.72,0.713,0.43,0.894,0.43,0.72,0.539,0.231,0.167,0.387,0.717
"70_7","nuc_3mer","PB1",0.02,0.776,0.458,0.76,0.792,0.769,0.186,0,0.801,0.746,0.785,0.511,0.911,0.511,0.746,0.607,0.231,0.173,0.338,0.766
"70_7","nuc_4mer","PB1",0.013,0.773,0.434,0.757,0.789,0.769,0.3,0,0.73,0.691,0.798,0.507,0.896,0.507,0.691,0.585,0.231,0.16,0.315,0.744
"70_7","nuc_5mer","PB1",0.012,0.757,0.414,0.741,0.773,0.769,0.919,0,0.749,0.71,0.771,0.483,0.898,0.483,0.71,0.575,0.231,0.164,0.34,0.741
"70_7","nuc_6mer","PB1",0.011,0.643,0.247,0.625,0.662,0.769,1,0,0.666,0.704,0.625,0.361,0.875,0.361,0.704,0.477,0.231,0.163,0.451,0.665
"70_7","prot_2mer","PB1",0.036,0.875,0.656,0.862,0.888,0.769,0,0.062,0.769,0.759,0.91,0.718,0.926,0.718,0.759,0.738,0.231,0.176,0.245,0.835
"70_7","prot_ctdc","PB1",0.042,0.883,0.664,0.87,0.895,0.769,0,0.02,0.702,0.714,0.934,0.766,0.915,0.766,0.714,0.739,0.231,0.165,0.216,0.824
"70_7","prot_ctdd","PB1",0.02,0.806,0.556,0.791,0.821,0.769,0,0,0.896,0.903,0.777,0.55,0.964,0.55,0.903,0.683,0.231,0.209,0.38,0.84
"70_7","prot_ctdt","PB1",0.036,0.863,0.621,0.849,0.875,0.769,0,0.095,0.815,0.73,0.903,0.693,0.917,0.693,0.73,0.711,0.231,0.169,0.244,0.816
"70_7","prot_ctriad","PB1",0.034,0.858,0.614,0.844,0.871,0.769,0,0.003,0.886,0.741,0.893,0.677,0.92,0.677,0.741,0.707,0.231,0.172,0.254,0.817
"70_7","prot_pseaac","PB1",0.048,0.757,0.225,0.74,0.773,0.769,0.925,0,0.462,0.306,0.893,0.462,0.81,0.462,0.306,0.368,0.231,0.071,0.153,0.599
"70_7","cds_compbias","PB2",0.012,0.672,0.293,0.654,0.69,0.769,1,0,0.749,0.727,0.656,0.389,0.888,0.389,0.727,0.506,0.231,0.168,0.433,0.691
"70_7","nuc_2mer","PB2",0.018,0.436,-0.109,0.417,0.455,0.769,1,0,0.364,0.396,0.447,0.178,0.711,0.178,0.396,0.245,0.231,0.092,0.516,0.422
"70_7","nuc_3mer","PB2",0.012,0.822,0.561,0.807,0.836,0.769,0,0,0.824,0.814,0.825,0.583,0.936,0.583,0.814,0.679,0.231,0.188,0.323,0.819
"70_7","nuc_4mer","PB2",0.013,0.798,0.491,0.782,0.813,0.769,0,0,0.764,0.731,0.818,0.547,0.91,0.547,0.731,0.626,0.231,0.169,0.309,0.775
"70_7","nuc_5mer","PB2",0.007,0.842,0.603,0.828,0.856,0.769,0,0,0.901,0.83,0.846,0.618,0.943,0.618,0.83,0.709,0.231,0.192,0.311,0.838
"70_7","nuc_6mer","PB2",0.01,0.716,0.363,0.699,0.733,0.769,1,0,0.697,0.748,0.707,0.434,0.903,0.434,0.748,0.549,0.231,0.173,0.399,0.727
"70_7","prot_2mer","PB2",0.021,0.856,0.625,0.842,0.869,0.769,0,0,0.883,0.801,0.873,0.655,0.936,0.655,0.801,0.721,0.231,0.185,0.283,0.837
"70_7","prot_ctdc","PB2",0.04,0.884,0.671,0.872,0.896,0.769,0,0.306,0.757,0.735,0.929,0.758,0.921,0.758,0.735,0.746,0.231,0.17,0.224,0.832
"70_7","prot_ctdd","PB2",0.024,0.842,0.612,0.828,0.856,0.769,0,0,0.89,0.864,0.836,0.613,0.953,0.613,0.864,0.717,0.231,0.2,0.326,0.85
"70_7","prot_ctdt","PB2",0.042,0.831,0.549,0.816,0.845,0.769,0,0,0.823,0.714,0.866,0.616,0.909,0.616,0.714,0.661,0.231,0.165,0.268,0.79
"70_7","prot_ctriad","PB2",0.025,0.861,0.638,0.847,0.874,0.769,0,0,0.851,0.811,0.876,0.664,0.939,0.664,0.811,0.73,0.231,0.188,0.283,0.843
"70_7","prot_pseaac","PB2",0.036,0.872,0.659,0.858,0.884,0.769,0,0,0.884,0.807,0.891,0.69,0.939,0.69,0.807,0.744,0.231,0.187,0.271,0.849
