"focgene","featname","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD","fold"
"HA","cds_compbias","gini","5",12,0.970500079126444,0.55533628393291,0.0075118100659517,0.145513953643439,1
"HA","cds_compbias","gini","25",12,0.969376483620826,0.52495259180592,0.00776343984681081,0.17745993100758,1
"HA","cds_compbias","gini","45",12,0.969657382497231,0.534140921257685,0.00791464345868539,0.178284834599821,1
"HA","cds_compbias","gini","5",12,0.973026586485203,0.599286979469689,0.00751226721952267,0.156413808389359,2
"HA","cds_compbias","gini","25",12,0.971340401962336,0.556675299911156,0.00734821573181854,0.177709032690759,2
"HA","cds_compbias","gini","45",12,0.970779395473967,0.551334096696652,0.00750989988819741,0.177911270439643,2
"HA","cds_compbias","gini","5",12,0.972451337236905,0.559885655471012,0.00758221206416073,0.155130273909261,3
"HA","cds_compbias","gini","25",12,0.971608640607691,0.544874405669917,0.00742054605116333,0.149455862063291,3
"HA","cds_compbias","gini","45",12,0.970204146225669,0.530925936786524,0.00738660525379619,0.146006733346607,3
"HA","cds_compbias","gini","5",12,0.97105712929261,0.577630115521849,0.00564125587541149,0.0789596852320123,4
"HA","cds_compbias","gini","25",12,0.969933533786992,0.550555104896232,0.00461275695152314,0.063257740814508,4
"HA","cds_compbias","gini","45",12,0.970495331539801,0.559745521292225,0.0050147688198976,0.0643463250233789,4
"HA","cds_compbias","gini","5",12,0.971608640607691,0.581733892563714,0.00779677649463603,0.139751368381982,5
"HA","cds_compbias","gini","25",12,0.970485045102073,0.556608454930413,0.00718405506277681,0.129611426815602,5
"HA","cds_compbias","gini","45",12,0.971047634119323,0.566326809355572,0.00703274303532498,0.121021943687471,5
"HA","nuc_2mer","gini","5",4,0.969378066149707,0.508525768880804,0.00830825569310035,0.171759741716283,1
"HA","nuc_2mer","gini","25",4,0.968534578256053,0.486296867220608,0.00745688101379843,0.167450313064119,1
"HA","nuc_2mer","gini","45",4,0.96712929260959,0.47383714959454,0.00736761084151186,0.167791499693757,1
"HA","nuc_2mer","gini","5",4,0.971341193226776,0.547306696878291,0.00865989633928468,0.19182704348241,2
"HA","nuc_2mer","gini","25",4,0.967126127551828,0.454151851958231,0.00772443444218293,0.198282031550675,2
"HA","nuc_2mer","gini","45",4,0.967126918816268,0.470258803239952,0.00805488049122914,0.200995721936584,2
"HA","nuc_2mer","gini","5",4,0.969919291027061,0.511744459385996,0.0084908792480136,0.1464371882228,3
"HA","nuc_2mer","gini","25",4,0.969639974679538,0.499183065923477,0.00781151944965081,0.152717365181165,3
"HA","nuc_2mer","gini","45",4,0.969640765943979,0.499319997174174,0.00769325979253268,0.152323055537705,3
"HA","nuc_2mer","gini","5",4,0.97105712929261,0.550927197900265,0.00498097009353861,0.073462361492113,4
"HA","nuc_2mer","gini","25",4,0.968246557999684,0.503843647515685,0.00580330120949816,0.103248632320164,4
"HA","nuc_2mer","gini","45",4,0.967965659123279,0.503950553394764,0.00597388786378591,0.111162006312304,4
"HA","nuc_2mer","gini","5",4,0.973013926254154,0.591347534972214,0.00730176536340759,0.124095350536326,5
"HA","nuc_2mer","gini","25",4,0.970484253837632,0.542506817717068,0.00754669291562406,0.125021160164891,5
"HA","nuc_2mer","gini","45",4,0.969641557208419,0.533102176047458,0.00749156354991828,0.131641143532684,5
"HA","nuc_3mer","gini","5",8,0.968254470644089,0.512352490944931,0.00926553428974451,0.169330747892156,1
"HA","nuc_3mer","gini","25",8,0.967411774014876,0.465330554696705,0.00848989524094942,0.192781045147668,1
"HA","nuc_3mer","gini","45",8,0.967411774014876,0.484345062816032,0.00908839250753417,0.187853021530052,1
"HA","nuc_3mer","gini","5",8,0.972466371261276,0.596626150744508,0.00658699229819685,0.104402247194259,2
"HA","nuc_3mer","gini","25",8,0.96909400221554,0.515297936572621,0.00700053815628318,0.118793945111559,2
"HA","nuc_3mer","gini","45",8,0.968812312074695,0.514553648714507,0.00640813068306347,0.113939344741808,2
"HA","nuc_3mer","gini","5",8,0.969639183415097,0.517089276982909,0.0090609901918842,0.172170183884411,3
"HA","nuc_3mer","gini","25",8,0.970202563696787,0.509637373337693,0.00870262498503856,0.174168806112001,3
"HA","nuc_3mer","gini","45",8,0.969920082291502,0.500852076305995,0.00816971264041411,0.163076384819654,3
"HA","nuc_3mer","gini","5",8,0.972463206203513,0.586828680298878,0.00435923827096425,0.070214550241323,4
"HA","nuc_3mer","gini","25",8,0.97049454027536,0.552212768951618,0.00612401469635676,0.0900639125712423,4
"HA","nuc_3mer","gini","45",8,0.970212850134515,0.545847911048978,0.00705507026981149,0.10806506560012,4
"HA","nuc_3mer","gini","5",8,0.972171229624941,0.5853165889781,0.00556080472803822,0.103053122776629,5
"HA","nuc_3mer","gini","25",8,0.971327741731287,0.561194960584332,0.00561981632880284,0.0910652868175677,5
"HA","nuc_3mer","gini","45",8,0.971607849343251,0.56980064504217,0.00644792735061252,0.104779244195764,5
"HA","nuc_4mer","gini","5",16,0.972187846178193,0.581167643552818,0.00841484545058351,0.166501277030613,1
"HA","nuc_4mer","gini","25",16,0.969940655166957,0.528023308139776,0.00972833051835618,0.205681209118025,1
"HA","nuc_4mer","gini","45",16,0.970221554043361,0.52852163769077,0.00965152724185661,0.214479422790657,1
"HA","nuc_4mer","gini","5",16,0.974712771008071,0.64397657295934,0.00561449538070937,0.0836755912234389,2
"HA","nuc_4mer","gini","25",16,0.972746478873239,0.590722315327427,0.00662242805717201,0.128887884638617,2
"HA","nuc_4mer","gini","45",16,0.971341193226776,0.562998500135157,0.00603476829065498,0.116270833724997,2
"HA","nuc_4mer","gini","5",16,0.972452919765786,0.577361824515665,0.0090508095110731,0.176827574517084,3
"HA","nuc_4mer","gini","25",16,0.971889539484096,0.545419804375863,0.009905753821596,0.201363378988158,3
"HA","nuc_4mer","gini","45",16,0.971046051590442,0.528253219278633,0.00805734805854241,0.165116047839801,3
"HA","nuc_4mer","gini","5",16,0.973025003956322,0.607869615517428,0.00330878589670125,0.0483506164658655,4
"HA","nuc_4mer","gini","25",16,0.971338028169014,0.568670462679651,0.00528062306086434,0.0838054744312817,4
"HA","nuc_4mer","gini","45",16,0.970775439151765,0.558694209091587,0.00582373996861894,0.0816396806042513,4
"HA","nuc_4mer","gini","5",16,0.973858205412249,0.624731578315316,0.00677721347378364,0.119611120571756,5
"HA","nuc_4mer","gini","25",16,0.971046842854882,0.561044618513815,0.00652138078110892,0.106546905841979,5
"HA","nuc_4mer","gini","45",16,0.971327741731287,0.558808554433729,0.00621257115441081,0.108080845369976,5
"HA","nuc_5mer","gini","5",32,0.971344358284539,0.576731697090866,0.00824042917182329,0.160398068492036,1
"HA","nuc_5mer","gini","25",32,0.969658173761671,0.52800430766382,0.00905087407517303,0.201232590217469,1
"HA","nuc_5mer","gini","45",32,0.968253679379649,0.504177891687133,0.00945280726378787,0.205380478289395,1
"HA","nuc_5mer","gini","5",32,0.974993669884475,0.652074755784675,0.00680756646011705,0.0948283247262341,2
"HA","nuc_5mer","gini","25",32,0.973308276626048,0.616733451426136,0.00715743293062973,0.106865955343535,2
"HA","nuc_5mer","gini","45",32,0.971622092103181,0.572552774391244,0.00705950309992445,0.1253449269748,2
"HA","nuc_5mer","gini","5",32,0.973857414147808,0.614052776259522,0.00794525594027085,0.143630022088427,3
"HA","nuc_5mer","gini","25",32,0.971326159202405,0.553067735645869,0.00915355203691849,0.171754434218586,3
"HA","nuc_5mer","gini","45",32,0.971326159202406,0.536070520972821,0.00758196029868301,0.152294445924041,3
"HA","nuc_5mer","gini","5",32,0.973305902832727,0.621383414191424,0.00482857659512925,0.0701164907999957,4
"HA","nuc_5mer","gini","25",32,0.972180724798228,0.592565670657747,0.00538924576629617,0.0817794848422805,4
"HA","nuc_5mer","gini","45",32,0.970213641398955,0.556360976872157,0.0056699815861161,0.0852600086702095,4
"HA","nuc_5mer","gini","5",32,0.973577306535844,0.627457280027513,0.00729355749627984,0.123576144424121,5
"HA","nuc_5mer","gini","25",32,0.971889539484096,0.585466970820543,0.0062419962516931,0.109905684556229,5
"HA","nuc_5mer","gini","45",32,0.971046051590442,0.560265992521864,0.00639122248132449,0.106583274165354,5
"HA","nuc_6mer","gini","5",64,0.971063459408134,0.578739545828731,0.00878109849871283,0.167580604507109,1
"HA","nuc_6mer","gini","25",64,0.969658173761671,0.533165452677251,0.00823959416272199,0.188833982528321,1
"HA","nuc_6mer","gini","45",64,0.968815477132458,0.519381506542347,0.00901641457258776,0.200989900145833,1
"HA","nuc_6mer","gini","5",64,0.974993669884475,0.658460675556089,0.00612991273469596,0.0879068387468975,2
"HA","nuc_6mer","gini","25",64,0.973870074378857,0.626956061142056,0.00783623767200574,0.116861753095224,2
"HA","nuc_6mer","gini","45",64,0.972464788732394,0.591504655733241,0.00632005236804631,0.104615583920208,2
"HA","nuc_6mer","gini","5",64,0.973856622883368,0.617664765176266,0.00805782394686455,0.142572542250645,3
"HA","nuc_6mer","gini","25",64,0.971325367937965,0.557688260393174,0.00792463568009349,0.140442117881375,3
"HA","nuc_6mer","gini","45",64,0.971326950466846,0.54069679707214,0.00769646402713512,0.152587949756201,3
"HA","nuc_6mer","gini","5",64,0.973866909321095,0.634193393197565,0.0063700397473953,0.09156320873335,4
"HA","nuc_6mer","gini","25",64,0.971899825921823,0.595809191264084,0.00479460410880829,0.075914440358033,4
"HA","nuc_6mer","gini","45",64,0.971899825921823,0.589282087265312,0.00593819938396259,0.0935768999492749,4
"HA","nuc_6mer","gini","5",64,0.973576515271404,0.630742070453677,0.00765071583082859,0.125171729236739,5
"HA","nuc_6mer","gini","25",64,0.971607849343251,0.588616158566688,0.00644792735061252,0.10366629581572,5
"HA","nuc_6mer","gini","45",64,0.971607849343251,0.571388203394026,0.0069706148866449,0.115702584959876,5
"HA","prot_2mer","gini","5",20,0.975277733818642,0.606438555843166,0.00757744324778891,0.163441818132854,1
"HA","prot_2mer","gini","25",20,0.974435037189429,0.566358591542258,0.0082047898875921,0.191632619341619,1
"HA","prot_2mer","gini","45",20,0.973872448172179,0.539835649154896,0.00687925444189606,0.170990910278134,1
"HA","prot_2mer","gini","5",20,0.977803449912961,0.653713185522978,0.00485311981797737,0.085392743196253,2
"HA","prot_2mer","gini","25",20,0.974992878620035,0.584460295194594,0.00407121971736806,0.0864342489391439,2
"HA","prot_2mer","gini","45",20,0.975273777496439,0.580098989607343,0.00319049677667422,0.0809344848587381,2
"HA","prot_2mer","gini","5",20,0.975265864852034,0.601153526270132,0.00823500012034541,0.165473713329929,3
"HA","prot_2mer","gini","25",20,0.972452919765786,0.517490147561231,0.00802204548389114,0.187481373734836,3
"HA","prot_2mer","gini","45",20,0.972172020889381,0.490240795359274,0.00717105291800038,0.181104224995075,3
"HA","prot_2mer","gini","5",20,0.975835575249248,0.62325088910345,0.006240540832983,0.0950027030108423,4
"HA","prot_2mer","gini","25",20,0.974149390726381,0.576802420568743,0.00589558975725854,0.0928208696157962,4
"HA","prot_2mer","gini","45",20,0.97471197974363,0.578127396768735,0.00458711472256159,0.0802079124897979,4
"HA","prot_2mer","gini","5",20,0.975826080075961,0.621568157020867,0.00652944786235144,0.124876246680304,5
"HA","prot_2mer","gini","25",20,0.975545181199557,0.590637641357544,0.00564267187677375,0.117153922581401,5
"HA","prot_2mer","gini","45",20,0.974981800917867,0.571453985439953,0.00601305884576591,0.130145799955549,5
"HA","prot_ctdc","gini","5",6,0.974995252413356,0.609401558198961,0.00654106667742998,0.14306578474418,1
"HA","prot_ctdc","gini","25",6,0.974995252413356,0.579256776957978,0.00626727220479658,0.159331791635519,1
"HA","prot_ctdc","gini","45",6,0.974153347048584,0.55684767440915,0.00645197459369266,0.153236033649835,1
"HA","prot_ctdc","gini","5",6,0.97836524766577,0.677104946913746,0.00592725060828609,0.0820382672493727,2
"HA","prot_ctdc","gini","25",6,0.976959962019307,0.626277851027617,0.00454784861622894,0.0977025889855452,2
"HA","prot_ctdc","gini","45",6,0.97471197974363,0.56507306594056,0.00374538605470823,0.0972149206835724,2
"HA","prot_ctdc","gini","5",6,0.975261908529831,0.591636543184253,0.00758337077489182,0.167246972538498,3
"HA","prot_ctdc","gini","25",6,0.974137521759772,0.552517786651034,0.00658727237550237,0.158181115353652,3
"HA","prot_ctdc","gini","45",6,0.973857414147808,0.536252553600056,0.00687798565863037,0.156196423402778,3
"HA","prot_ctdc","gini","5",6,0.976116474125653,0.628526945975903,0.00403012728974077,0.065853714908082,4
"HA","prot_ctdc","gini","25",6,0.974992878620035,0.593362653070266,0.00485680293672957,0.0867161375757331,4
"HA","prot_ctdc","gini","45",6,0.974992878620035,0.580690752361246,0.00428115126827715,0.0780739725057938,4
"HA","prot_ctdc","gini","5",6,0.978637442633328,0.666991707000481,0.00566018788486067,0.0981539447920167,5
"HA","prot_ctdc","gini","25",6,0.97638708656433,0.610919486042183,0.00692726176500914,0.146018213527336,5
"HA","prot_ctdc","gini","45",6,0.974420003165058,0.566330390366658,0.00586350833850839,0.12554575269602,5
"HA","prot_ctdd","gini","5",14,0.976120430447856,0.611570841071438,0.00609684350284313,0.144330324219462,1
"HA","prot_ctdd","gini","25",14,0.974434245924988,0.563408027518891,0.00693040052110829,0.165511193062628,1
"HA","prot_ctdd","gini","45",14,0.974153347048584,0.54527998304475,0.00709895112897522,0.175889640602178,1
"HA","prot_ctdd","gini","5",14,0.977521759772116,0.646019970942227,0.0039725604409105,0.0836924889616426,2
"HA","prot_ctdd","gini","25",14,0.975836366513689,0.602877831200433,0.00354983957499909,0.0838311116195218,2
"HA","prot_ctdd","gini","45",14,0.975273777496439,0.580098989607343,0.00319049677667422,0.0809344848587381,2
"HA","prot_ctdd","gini","5",14,0.974703275834784,0.570660274574806,0.00867010817584069,0.200357263797976,3
"HA","prot_ctdd","gini","25",14,0.97273381864219,0.526607661029255,0.00805005741862981,0.181554211093182,3
"HA","prot_ctdd","gini","45",14,0.973015508783035,0.503968089115123,0.0078431511225314,0.194630050803946,3
"HA","prot_ctdd","gini","5",14,0.974430289602785,0.60304527876718,0.0062776984023437,0.0958162210794103,4
"HA","prot_ctdd","gini","25",14,0.974991296091154,0.591575057652046,0.0050449838729483,0.0864782641465561,4
"HA","prot_ctdd","gini","45",14,0.97471197974363,0.575152761220134,0.00374538605470823,0.0664756209416626,4
"HA","prot_ctdd","gini","5",14,0.975263491058712,0.609797595958327,0.00674453064901801,0.142939078107207,5
"HA","prot_ctdd","gini","25",14,0.975544389935116,0.596445642373514,0.00595124855460689,0.137661498496549,5
"HA","prot_ctdd","gini","45",14,0.974700902041462,0.565442264277323,0.00579681364838953,0.125550393499919,5
"HA","prot_ctdt","gini","5",6,0.975838740307011,0.614551763046932,0.00714921641130311,0.152735363568961,1
"HA","prot_ctdt","gini","25",6,0.974715144801393,0.577416057694931,0.00736597474804404,0.175533206688441,1
"HA","prot_ctdt","gini","45",6,0.973591549295775,0.537000913277308,0.00676987886128112,0.169079298670169,1
"HA","prot_ctdt","gini","5",6,0.979207944294983,0.676219465336922,0.00498849966565552,0.0998263996677288,2
"HA","prot_ctdt","gini","25",6,0.976116474125653,0.600369634952757,0.00403012728974076,0.0974604650589497,2
"HA","prot_ctdt","gini","45",6,0.97471197974363,0.56507306594056,0.00374538605470823,0.0972149206835724,2
"HA","prot_ctdt","gini","5",6,0.974420794429498,0.569758278359638,0.00666683588875582,0.168605646894282,3
"HA","prot_ctdt","gini","25",6,0.973297990188321,0.532057998565017,0.00750328551270784,0.187396605909682,3
"HA","prot_ctdt","gini","45",6,0.972171229624941,0.490045000258549,0.00705093035196182,0.179907071908534,3
"HA","prot_ctdt","gini","5",6,0.975553885108403,0.616691590786838,0.00676325280075232,0.106606385485246,4
"HA","prot_ctdt","gini","25",6,0.975273777496439,0.583483179752869,0.00414644118022998,0.0766625953968588,4
"HA","prot_ctdt","gini","45",6,0.975273777496439,0.583483179752869,0.00414644118022998,0.0766625953968588,4
