"focgene","featname","splitrule","min.node.size","mtry","Accuracy","Kappa","AccuracySD","KappaSD","fold"
"M1","nuc_2mer","gini","5",4,0.964320303845545,0.559642966212031,0.0115391201430719,0.149374049664958,2
"M1","nuc_2mer","gini","25",4,0.957577939547397,0.518488489348416,0.00993482567577567,0.125733545555575,2
"M1","nuc_2mer","gini","45",4,0.951397373002057,0.495792798492461,0.0111450651812702,0.117652264219311,2
"M1","nuc_2mer","gini","5",4,0.96204700110777,0.529309873180567,0.0079739656277988,0.082335065685773,3
"M1","nuc_2mer","gini","25",4,0.954734135147966,0.491579268903456,0.00844803254465643,0.0640641967780753,3
"M1","nuc_2mer","gini","45",4,0.951080075961386,0.489042508526083,0.00680298905211014,0.0487166266179177,3
"M1","nuc_2mer","gini","5",4,0.960940022155404,0.52292939599809,0.00855338454972388,0.069544351625933,4
"M1","nuc_2mer","gini","25",4,0.954757873081184,0.491569078590444,0.00925189933721938,0.0657061612780786,4
"M1","nuc_2mer","gini","45",4,0.944362240860896,0.457271335813689,0.012433697469246,0.0768263819242379,4
"M1","nuc_2mer","gini","5",4,0.961490742206045,0.520590044714729,0.00830260086079732,0.114988176921896,5
"M1","nuc_2mer","gini","25",4,0.95811837316031,0.512061208837299,0.00780260654020965,0.0932054180966396,5
"M1","nuc_2mer","gini","45",4,0.953342300996993,0.501234932446526,0.00705256915144765,0.0665295425119345,5
"M1","nuc_3mer","gini","5",8,0.964598037664187,0.554285981988856,0.00849440912482949,0.0900284649312076,1
"M1","nuc_3mer","gini","25",8,0.962068365247666,0.545919894607909,0.00919629093818283,0.080899136679391,1
"M1","nuc_3mer","gini","45",8,0.960101281848394,0.554026146254732,0.01114136310804,0.113451942635457,1
"M1","nuc_3mer","gini","5",8,0.964598037664187,0.568397649197467,0.00677152814793065,0.0987047655987451,2
"M1","nuc_3mer","gini","25",8,0.960946352270929,0.54852835287411,0.00787414470208107,0.0983650169879693,2
"M1","nuc_3mer","gini","45",8,0.956451970248457,0.530402482311446,0.00927968242193168,0.108163590193375,2
"M1","nuc_3mer","gini","5",8,0.961485994619402,0.519957126957265,0.00713259458601727,0.0964204908375021,3
"M1","nuc_3mer","gini","25",8,0.959518119955689,0.524582695071183,0.005640863280238,0.0752447406080541,3
"M1","nuc_3mer","gini","45",8,0.955299889222978,0.510690781530941,0.00360773355829727,0.0492732240576036,3
"M1","nuc_3mer","gini","5",8,0.961503402437094,0.523573884548726,0.00727800503652269,0.072202683732842,4
"M1","nuc_3mer","gini","25",8,0.959255420161418,0.528964333027522,0.00742346068611794,0.0742935009927944,4
"M1","nuc_3mer","gini","45",8,0.954476974204779,0.507873585945273,0.0114033385059224,0.0841317555936252,4
"M1","nuc_3mer","gini","5",8,0.964302896027853,0.557084117417105,0.00763365777425206,0.0934547070881855,5
"M1","nuc_3mer","gini","25",8,0.960929735717677,0.54705961033191,0.00934285824674795,0.0858429869876108,5
"M1","nuc_3mer","gini","45",8,0.957558949200823,0.539085523372609,0.0092382848863456,0.075977488721105,5
"M1","nuc_4mer","gini","5",16,0.9665659123279,0.599349834113247,0.0103739882851538,0.128357170621014,1
"M1","nuc_4mer","gini","25",16,0.95982196550087,0.555553825554117,0.0114655664835687,0.117077973701617,1
"M1","nuc_4mer","gini","45",16,0.956450387719576,0.534307387668135,0.011631539310074,0.118141469075867,1
"M1","nuc_4mer","gini","5",16,0.962070739040987,0.561942637424782,0.00849450314198308,0.113609255740721,2
"M1","nuc_4mer","gini","25",16,0.958138154771325,0.545801280138305,0.00993677576419226,0.0993999180679932,2
"M1","nuc_4mer","gini","45",16,0.956169488843171,0.548694053143916,0.0104353831502708,0.0950091916392187,2
"M1","nuc_4mer","gini","5",16,0.960923405602152,0.53993000384249,0.00640481657797999,0.0751616929051019,3
"M1","nuc_4mer","gini","25",16,0.956708339927204,0.516101191358253,0.00478200322612144,0.0683678450915244,3
"M1","nuc_4mer","gini","45",16,0.949397847760722,0.472508890920953,0.00590091901555543,0.0545515081214382,3
"M1","nuc_4mer","gini","5",16,0.963188795695521,0.556068272314305,0.00586799964041016,0.0771497203897759,4
"M1","nuc_4mer","gini","25",16,0.95560373476816,0.520130168578618,0.0105029894340516,0.0878051316438741,4
"M1","nuc_4mer","gini","45",16,0.95251305586327,0.504761319777403,0.0102196146074433,0.0840302858878386,4
"M1","nuc_4mer","gini","5",16,0.964019623358126,0.578046899908639,0.0103616720842002,0.0947091062026813,5
"M1","nuc_4mer","gini","25",16,0.9612090520652,0.569304144669165,0.00938661486443937,0.0691559402709413,5
"M1","nuc_4mer","gini","45",16,0.956151289761038,0.540197425364089,0.0118916467262853,0.090856210358861,5
"M1","nuc_5mer","gini","5",32,0.963755341034974,0.585684200289568,0.00901910053430148,0.101679725707298,1
"M1","nuc_5mer","gini","25",32,0.956168697578731,0.541141776881373,0.0114781635412369,0.104301145117008,1
"M1","nuc_5mer","gini","45",32,0.952233739515746,0.517933763067932,0.0116948301663816,0.111868200999731,1
"M1","nuc_5mer","gini","5",32,0.957295458142111,0.542550925895939,0.0109717595857399,0.109666148405151,2
"M1","nuc_5mer","gini","25",32,0.953080392467162,0.530660969949269,0.011982944060854,0.107877407491706,2
"M1","nuc_5mer","gini","45",32,0.951114100332331,0.5259624385058,0.01235231167626,0.0977564155138178,2
"M1","nuc_5mer","gini","5",32,0.95895632220288,0.537307533368407,0.00702021521795672,0.0820590014631805,3
"M1","nuc_5mer","gini","25",32,0.9493954739674,0.483145553080397,0.00577490330003467,0.0622905402700568,3
"M1","nuc_5mer","gini","45",32,0.944897926887166,0.465700116511016,0.00515696956542173,0.0496979291472736,3
"M1","nuc_5mer","gini","5",32,0.957850925779395,0.536576994841789,0.00909284213366409,0.0839961113772726,4
"M1","nuc_5mer","gini","25",32,0.953075644880519,0.518223395195725,0.0118523994788653,0.0847951650135092,4
"M1","nuc_5mer","gini","45",32,0.948016300047476,0.499084938408012,0.0123842555863237,0.0792715458994471,4
"M1","nuc_5mer","gini","5",32,0.963457825605317,0.587469475372874,0.01012042706467,0.0853170015009083,5
