"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"60_6","nuc_6mer","PA",0.925,0.903,0.756,0.891,0.914,0.769,0,0,0.96,0.966,0.884,0.714,0.989,0.714,0.966,0.821,0.231,0.224,0.313,0.925
"60_6","prot_2mer","PA",0.806,0.545,-0.191,0.526,0.564,0.769,1,0,0.135,0.123,0.672,0.101,0.718,0.101,0.123,0.111,0.231,0.028,0.281,0.398
"60_6","prot_ctdc","PA",0.818,0.976,0.931,0.97,0.982,0.769,0,0,0.924,0.9,1,0.998,0.971,0.998,0.9,0.946,0.231,0.208,0.209,0.95
"60_6","prot_ctdd","PA",0.869,0.757,0.147,0.741,0.773,0.769,0.919,0,0.236,0.189,0.928,0.443,0.792,0.443,0.189,0.265,0.231,0.044,0.099,0.559
"60_6","prot_ctdt","PA",0.798,0.98,0.942,0.974,0.985,0.769,0,0,0.953,0.919,0.998,0.993,0.976,0.993,0.919,0.955,0.231,0.213,0.214,0.959
"60_6","prot_ctriad","PA",0.966,0.813,0.282,0.798,0.828,0.769,0,0,0.223,0.21,0.995,0.929,0.807,0.929,0.21,0.343,0.231,0.049,0.052,0.603
"60_6","prot_pseaac","PA",0.876,0.721,0.11,0.704,0.738,0.769,1,0,0.231,0.227,0.87,0.345,0.789,0.345,0.227,0.273,0.231,0.052,0.152,0.548
"60_6","cds_compbias","PB1",0.726,0.759,0.347,0.742,0.775,0.769,0.879,0.012,0.628,0.532,0.827,0.482,0.855,0.482,0.532,0.506,0.231,0.123,0.256,0.68
"60_6","nuc_2mer","PB1",Inf,0.5,0,0.481,0.519,0.769,1,0,0.489,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","PB1",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.489,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_3mer","PB1",0.783,0.488,-0.237,0.469,0.507,0.769,1,0,0.213,0.128,0.596,0.087,0.694,0.087,0.128,0.104,0.231,0.03,0.34,0.362
"60_6","nuc_4mer","PB1",0.767,0.736,0.433,0.719,0.753,0.769,1,0,0.826,0.872,0.695,0.463,0.948,0.463,0.872,0.605,0.231,0.202,0.436,0.784
"60_6","nuc_5mer","PB1",0.754,0.789,0.38,0.773,0.804,0.769,0.006,0.001,0.613,0.481,0.882,0.551,0.849,0.551,0.481,0.513,0.231,0.111,0.202,0.681
"60_6","nuc_6mer","PB1",0.886,0.989,0.968,0.984,0.992,0.769,0,0.1,0.987,0.968,0.995,0.984,0.99,0.984,0.968,0.976,0.231,0.224,0.228,0.981
"60_6","prot_2mer","PB1",0.893,0.7,0.08,0.682,0.717,0.769,1,0,0.222,0.233,0.841,0.306,0.784,0.306,0.233,0.264,0.231,0.054,0.176,0.537
"60_6","prot_ctdc","PB1",0.559,0.775,0.485,0.758,0.79,0.769,0.239,0,0.753,0.843,0.754,0.508,0.941,0.508,0.843,0.634,0.231,0.195,0.384,0.798
"60_6","prot_ctdd","PB1",0.934,0.804,0.269,0.789,0.819,0.769,0,0,0.29,0.223,0.979,0.762,0.807,0.762,0.223,0.345,0.231,0.052,0.068,0.601
"60_6","prot_ctdt","PB1",0.658,0.786,0.313,0.77,0.801,0.769,0.018,0,0.366,0.361,0.914,0.557,0.826,0.557,0.361,0.438,0.231,0.084,0.15,0.637
"60_6","prot_ctriad","PB1",0.944,0.748,0.071,0.731,0.764,0.769,0.995,0,0.197,0.117,0.938,0.36,0.779,0.36,0.117,0.176,0.231,0.027,0.075,0.527
"60_6","prot_pseaac","PB1",0.776,0.766,0.309,0.75,0.782,0.769,0.619,0,0.442,0.424,0.869,0.494,0.834,0.494,0.424,0.456,0.231,0.098,0.199,0.647
"60_6","cds_compbias","PB2",0.863,0.488,-0.032,0.469,0.507,0.769,1,0,0.432,0.46,0.496,0.215,0.753,0.215,0.46,0.293,0.231,0.106,0.494,0.478
"60_6","nuc_2mer","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.489,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_2mer","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.489,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","nuc_3mer","PB2",0.888,0.728,0.091,0.71,0.745,0.769,1,0,0.274,0.186,0.891,0.339,0.784,0.339,0.186,0.24,0.231,0.043,0.127,0.538
"60_6","nuc_4mer","PB2",0.949,0.746,-0.037,0.729,0.763,0.769,0.997,0,0.064,0.005,0.97,0.046,0.764,0.046,0.005,0.009,0.231,0.001,0.024,0.487
"60_6","nuc_5mer","PB2",0.914,0.633,-0.044,0.614,0.651,0.769,1,0.565,0.292,0.191,0.766,0.197,0.759,0.197,0.191,0.194,0.231,0.044,0.224,0.478
"60_6","nuc_6mer","PB2",0.951,0.881,0.669,0.868,0.893,0.769,0,0.5,0.778,0.754,0.92,0.739,0.925,0.739,0.754,0.746,0.231,0.175,0.236,0.837
"60_6","prot_2mer","PB2",Inf,0.5,0,0.481,0.519,0.769,1,0,0.033,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_2mer","PB2",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.033,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_6","prot_ctdc","PB2",0.897,0.98,0.941,0.974,0.985,0.769,0,0,0.93,0.913,1,1,0.974,1,0.913,0.954,0.231,0.211,0.211,0.956
"60_6","prot_ctdd","PB2",0.966,0.682,-0.124,0.664,0.7,0.769,1,0,0.112,0.019,0.882,0.047,0.749,0.047,0.019,0.028,0.231,0.004,0.095,0.451
"60_6","prot_ctdt","PB2",0.839,0.982,0.948,0.976,0.987,0.769,0,0,0.94,0.922,1,1,0.977,1,0.922,0.96,0.231,0.213,0.213,0.961
"60_6","prot_ctriad","PB2",0.956,0.645,-0.144,0.626,0.663,0.769,1,0,0.069,0.05,0.824,0.079,0.742,0.079,0.05,0.061,0.231,0.012,0.147,0.437
"60_6","prot_pseaac","PB2",0.79,0.775,0.192,0.759,0.791,0.769,0.211,0,0.211,0.202,0.948,0.539,0.798,0.539,0.202,0.294,0.231,0.047,0.087,0.575
"60_7","cds_compbias","HA",0.717,0.623,-0.008,0.605,0.642,0.769,1,0.005,0.313,0.259,0.733,0.226,0.767,0.226,0.259,0.241,0.231,0.06,0.265,0.496
"60_7","nuc_2mer","HA",0.993,0.885,0.719,0.873,0.897,0.769,0,0,0.957,0.96,0.863,0.678,0.986,0.678,0.96,0.795,0.231,0.222,0.327,0.911
"60_7","nuc_3mer","HA",0.724,0.26,-0.09,0.243,0.277,0.769,1,0,0.187,0.702,0.126,0.195,0.585,0.195,0.702,0.305,0.231,0.163,0.834,0.414
"60_7","nuc_4mer","HA",0.787,0.941,0.82,0.931,0.949,0.769,0,0,0.823,0.767,0.993,0.971,0.934,0.971,0.767,0.857,0.231,0.178,0.183,0.88
"60_7","nuc_5mer","HA",0.738,0.659,0.183,0.64,0.677,0.769,1,0,0.486,0.511,0.703,0.342,0.827,0.342,0.511,0.41,0.231,0.118,0.346,0.607
"60_7","nuc_6mer","HA",0.82,0.939,0.811,0.929,0.947,0.769,0,0,0.779,0.746,0.997,0.985,0.929,0.985,0.746,0.849,0.231,0.173,0.175,0.871
"60_7","prot_2mer","HA",0.66,0.332,0.035,0.314,0.35,0.769,1,0,0.165,0.909,0.158,0.246,0.853,0.246,0.909,0.387,0.231,0.21,0.857,0.534
"60_7","prot_ctdc","HA",0.944,0.773,0.027,0.756,0.788,0.769,0.316,0,0.063,0.018,1,1,0.772,1,0.018,0.035,0.231,0.004,0.004,0.509
"60_7","prot_ctdd","HA",0.792,0.731,0.039,0.713,0.747,0.769,1,0,0.122,0.115,0.916,0.292,0.775,0.292,0.115,0.165,0.231,0.027,0.091,0.516
"60_7","prot_ctdt","HA",0.441,0.214,-0.069,0.199,0.23,0.769,1,0,0.073,0.828,0.029,0.204,0.361,0.204,0.828,0.328,0.231,0.192,0.938,0.429
"60_7","prot_ctriad","HA",0.766,0.762,0.02,0.745,0.778,0.769,0.802,0,0.115,0.032,0.981,0.345,0.771,0.345,0.032,0.059,0.231,0.007,0.022,0.507
"60_7","prot_pseaac","HA",0.883,0.634,-0.115,0.615,0.652,0.769,1,0,0.117,0.099,0.795,0.127,0.745,0.127,0.099,0.111,0.231,0.023,0.181,0.447
"60_7","cds_compbias","M1",0.73,0.782,0.321,0.766,0.798,0.769,0.046,0,0.539,0.388,0.901,0.542,0.83,0.542,0.388,0.452,0.231,0.09,0.166,0.645
"60_7","nuc_2mer","M1",0.896,0.869,0.651,0.856,0.881,0.769,0,0,0.881,0.794,0.891,0.688,0.935,0.688,0.794,0.737,0.231,0.184,0.267,0.843
"60_7","nuc_3mer","M1",0.831,0.803,0.474,0.787,0.818,0.769,0,0,0.718,0.652,0.848,0.564,0.89,0.564,0.652,0.605,0.231,0.151,0.268,0.75
"60_7","nuc_4mer","M1",0.803,0.927,0.776,0.916,0.936,0.769,0,0,0.806,0.727,0.987,0.943,0.923,0.943,0.727,0.821,0.231,0.168,0.178,0.857
"60_7","nuc_5mer","M1",0.818,0.861,0.605,0.848,0.874,0.769,0,0.232,0.754,0.681,0.916,0.709,0.905,0.709,0.681,0.695,0.231,0.158,0.222,0.798
"60_7","nuc_6mer","M1",0.816,0.868,0.633,0.854,0.88,0.769,0,0.287,0.805,0.731,0.909,0.707,0.918,0.707,0.731,0.719,0.231,0.169,0.239,0.82
"60_7","prot_2mer","M1",0.881,0.773,0.211,0.757,0.789,0.769,0.3,0,0.239,0.236,0.935,0.521,0.803,0.521,0.236,0.325,0.231,0.055,0.105,0.585
"60_7","prot_ctdc","M1",0.831,0.793,0.156,0.777,0.808,0.769,0.001,0,0.115,0.108,0.999,0.971,0.788,0.971,0.108,0.195,0.231,0.025,0.026,0.554
"60_7","prot_ctdd","M1",0.898,0.625,-0.107,0.606,0.643,0.769,1,0.009,0.117,0.121,0.776,0.14,0.746,0.14,0.121,0.13,0.231,0.028,0.2,0.449
"60_7","prot_ctdt","M1",0.881,0.814,0.28,0.799,0.829,0.769,0,0,0.212,0.206,0.998,0.962,0.807,0.962,0.206,0.339,0.231,0.048,0.049,0.602
"60_7","prot_ctriad","M1",0.868,0.673,0.031,0.654,0.69,0.769,1,0.003,0.208,0.22,0.809,0.258,0.775,0.258,0.22,0.237,0.231,0.051,0.198,0.515
"60_7","prot_pseaac","M1",0.802,0.548,-0.184,0.529,0.567,0.769,1,0,0.089,0.128,0.675,0.106,0.72,0.106,0.128,0.116,0.231,0.03,0.279,0.401
"60_7","cds_compbias","NA",0.715,0.848,0.608,0.834,0.861,0.769,0,0,0.826,0.799,0.863,0.637,0.935,0.637,0.799,0.709,0.231,0.185,0.291,0.831
"60_7","nuc_2mer","NA",0.854,0.927,0.805,0.916,0.937,0.769,0,0,0.956,0.921,0.929,0.796,0.975,0.796,0.921,0.854,0.231,0.213,0.268,0.925
"60_7","nuc_3mer","NA",0.837,0.978,0.938,0.971,0.983,0.769,0,0.014,0.986,0.968,0.981,0.937,0.99,0.937,0.968,0.952,0.231,0.224,0.239,0.974
"60_7","nuc_4mer","NA",0.754,0.945,0.855,0.936,0.953,0.769,0,0,0.979,0.976,0.936,0.82,0.992,0.82,0.976,0.891,0.231,0.226,0.275,0.956
"60_7","nuc_5mer","NA",0.792,0.818,0.559,0.802,0.832,0.769,0,0,0.86,0.84,0.811,0.572,0.944,0.572,0.84,0.681,0.231,0.194,0.34,0.825
"60_7","nuc_6mer","NA",0.785,0.927,0.808,0.916,0.936,0.769,0,0,0.946,0.95,0.92,0.781,0.984,0.781,0.95,0.857,0.231,0.22,0.282,0.935
"60_7","prot_2mer","NA",0.649,0.29,0.026,0.273,0.308,0.769,1,0,0.15,0.968,0.086,0.242,0.898,0.242,0.968,0.387,0.231,0.224,0.926,0.527
"60_7","prot_ctdc","NA",0.931,0.942,0.839,0.933,0.951,0.769,0,0.295,0.96,0.887,0.959,0.867,0.966,0.867,0.887,0.877,0.231,0.205,0.237,0.923
"60_7","prot_ctdd","NA",0.968,0.755,-0.017,0.738,0.771,0.769,0.957,0,0.022,0.01,0.979,0.122,0.767,0.122,0.01,0.018,0.231,0.002,0.018,0.494
"60_7","prot_ctdt","NA",0.966,0.728,-0.047,0.711,0.745,0.769,1,0,0.09,0.026,0.94,0.115,0.762,0.115,0.026,0.042,0.231,0.006,0.052,0.483
"60_7","prot_ctriad","NA",0.82,0.915,0.745,0.904,0.925,0.769,0,0,0.77,0.725,0.972,0.887,0.921,0.887,0.725,0.798,0.231,0.168,0.189,0.849
"60_7","prot_pseaac","NA",0.964,0.706,-0.016,0.689,0.724,0.769,1,0,0.11,0.097,0.89,0.21,0.766,0.21,0.097,0.133,0.231,0.022,0.107,0.493
"60_7","cds_compbias","NP",0.818,0.749,0.327,0.733,0.766,0.769,0.99,0.002,0.598,0.524,0.817,0.464,0.851,0.464,0.524,0.492,0.231,0.121,0.262,0.671
"60_7","nuc_2mer","NP",0.977,0.918,0.754,0.907,0.928,0.769,0,0,0.783,0.727,0.976,0.902,0.922,0.902,0.727,0.805,0.231,0.168,0.187,0.851
"60_7","nuc_3mer","NP",0.87,0.668,0.22,0.65,0.686,0.769,1,0,0.656,0.565,0.699,0.361,0.842,0.361,0.565,0.44,0.231,0.131,0.362,0.632
"60_7","nuc_4mer","NP",0.784,0.899,0.703,0.887,0.91,0.769,0,0,0.792,0.717,0.954,0.825,0.918,0.825,0.717,0.767,0.231,0.166,0.201,0.836
"60_7","nuc_5mer","NP",0.821,0.816,0.462,0.8,0.83,0.769,0,0.003,0.606,0.549,0.896,0.614,0.868,0.614,0.549,0.579,0.231,0.127,0.207,0.722
"60_7","nuc_6mer","NP",0.82,0.89,0.687,0.877,0.901,0.769,0,0.485,0.806,0.751,0.931,0.767,0.925,0.767,0.751,0.759,0.231,0.174,0.227,0.841
"60_7","prot_2mer","NP",0.941,0.675,-0.043,0.656,0.692,0.769,1,0,0.142,0.121,0.841,0.187,0.761,0.187,0.121,0.147,0.231,0.028,0.15,0.481
"60_7","prot_ctdc","NP",0.868,0.961,0.884,0.953,0.968,0.769,0,0,0.854,0.837,0.999,0.994,0.953,0.994,0.837,0.909,0.231,0.194,0.195,0.918
"60_7","prot_ctdd","NP",0.978,0.757,-0.022,0.74,0.773,0.769,0.931,0,0.081,0.002,0.984,0.029,0.766,0.029,0.002,0.003,0.231,0,0.013,0.493
"60_7","prot_ctdt","NP",0.833,0.953,0.861,0.944,0.961,0.769,0,0,0.84,0.828,0.99,0.962,0.95,0.962,0.828,0.89,0.231,0.192,0.199,0.909
"60_7","prot_ctriad","NP",0.838,0.574,0.005,0.555,0.593,0.769,1,0,0.303,0.371,0.635,0.234,0.77,0.234,0.371,0.287,0.231,0.086,0.366,0.503
"60_7","prot_pseaac","NP",0.868,0.762,0.096,0.746,0.778,0.769,0.789,0,0.119,0.113,0.958,0.446,0.782,0.446,0.113,0.181,0.231,0.026,0.059,0.535
"60_7","cds_compbias","NS1",0.817,0.696,0.333,0.678,0.713,0.769,1,0,0.778,0.748,0.68,0.413,0.899,0.413,0.748,0.532,0.231,0.173,0.419,0.714
