"cluster_set","featset","focgene","threshold","Accuracy","Kappa","AccuracyLower","AccuracyUpper","AccuracyNull","AccuracyPValue","McnemarPValue","AUC","Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy"
"60_7","nuc_2mer","NS1",0.8,0.936,0.824,0.926,0.945,0.769,0,0.011,0.915,0.89,0.95,0.844,0.966,0.844,0.89,0.866,0.231,0.206,0.244,0.92
"60_7","nuc_3mer","NS1",0.852,0.89,0.678,0.878,0.902,0.769,0,0,0.803,0.704,0.946,0.798,0.914,0.798,0.704,0.748,0.231,0.163,0.204,0.825
"60_7","nuc_4mer","NS1",0.827,0.885,0.667,0.872,0.897,0.769,0,0.003,0.754,0.709,0.938,0.775,0.914,0.775,0.709,0.74,0.231,0.164,0.212,0.823
"60_7","nuc_5mer","NS1",0.808,0.831,0.526,0.816,0.845,0.769,0,0.925,0.751,0.638,0.889,0.634,0.891,0.634,0.638,0.636,0.231,0.148,0.233,0.763
"60_7","nuc_6mer","NS1",0.887,0.933,0.792,0.923,0.943,0.769,0,0,0.768,0.712,1,1,0.92,1,0.712,0.832,0.231,0.165,0.165,0.856
"60_7","prot_2mer","NS1",0.926,0.764,0.096,0.748,0.78,0.769,0.702,0,0.122,0.108,0.962,0.462,0.782,0.462,0.108,0.176,0.231,0.025,0.054,0.535
"60_7","prot_ctdc","NS1",0.902,0.929,0.791,0.919,0.939,0.769,0,0,0.852,0.78,0.974,0.901,0.936,0.901,0.78,0.836,0.231,0.181,0.2,0.877
"60_7","prot_ctdd","NS1",0.914,0.612,-0.156,0.593,0.631,0.769,1,0.002,0.098,0.081,0.772,0.097,0.736,0.097,0.081,0.088,0.231,0.019,0.194,0.426
"60_7","prot_ctdt","NS1",0.93,0.918,0.757,0.907,0.928,0.769,0,0,0.867,0.756,0.966,0.871,0.929,0.871,0.756,0.809,0.231,0.175,0.201,0.861
"60_7","prot_ctriad","NS1",0.908,0.713,0.014,0.695,0.73,0.769,1,0,0.13,0.12,0.891,0.249,0.771,0.249,0.12,0.162,0.231,0.028,0.111,0.506
"60_7","prot_pseaac","NS1",0.897,0.747,0.115,0.73,0.764,0.769,0.996,0,0.189,0.172,0.921,0.394,0.787,0.394,0.172,0.239,0.231,0.04,0.101,0.546
"60_7","cds_compbias","PA",0.805,0.797,0.458,0.782,0.812,0.769,0,0,0.71,0.634,0.846,0.554,0.885,0.554,0.634,0.592,0.231,0.147,0.265,0.74
"60_7","nuc_2mer","PA",0.948,0.876,0.658,0.863,0.888,0.769,0,0.062,0.883,0.761,0.911,0.72,0.927,0.72,0.761,0.74,0.231,0.176,0.245,0.836
"60_7","nuc_3mer","PA",0.875,0.918,0.78,0.907,0.928,0.769,0,0,0.948,0.885,0.928,0.788,0.964,0.788,0.885,0.834,0.231,0.205,0.26,0.907
"60_7","nuc_4mer","PA",0.768,0.866,0.613,0.853,0.879,0.769,0,0.011,0.778,0.672,0.925,0.729,0.903,0.729,0.672,0.699,0.231,0.155,0.213,0.798
"60_7","nuc_5mer","PA",0.818,0.86,0.584,0.846,0.873,0.769,0,0,0.753,0.62,0.932,0.734,0.891,0.734,0.62,0.672,0.231,0.143,0.196,0.776
"60_7","nuc_6mer","PA",0.933,0.936,0.802,0.926,0.945,0.769,0,0,0.743,0.725,1,1,0.923,1,0.725,0.841,0.231,0.168,0.168,0.862
"60_7","prot_2mer","PA",0.974,0.732,-0.013,0.715,0.749,0.769,1,0,0.114,0.055,0.936,0.205,0.767,0.205,0.055,0.087,0.231,0.013,0.062,0.495
"60_7","prot_ctdc","PA",0.864,0.971,0.916,0.964,0.977,0.769,0,0,0.927,0.903,0.991,0.969,0.971,0.969,0.903,0.935,0.231,0.209,0.216,0.947
"60_7","prot_ctdd","PA",0.905,0.716,0.061,0.698,0.733,0.769,1,0,0.199,0.173,0.879,0.301,0.779,0.301,0.173,0.22,0.231,0.04,0.133,0.526
"60_7","prot_ctdt","PA",0.894,0.977,0.933,0.97,0.982,0.769,0,0,0.939,0.909,0.997,0.989,0.973,0.989,0.909,0.948,0.231,0.21,0.213,0.953
"60_7","prot_ctriad","PA",0.897,0.738,0.105,0.721,0.754,0.769,1,0,0.207,0.181,0.905,0.366,0.786,0.366,0.181,0.242,0.231,0.042,0.115,0.543
"60_7","prot_pseaac","PA",0.925,0.734,0.082,0.717,0.751,0.769,1,0,0.17,0.159,0.908,0.341,0.782,0.341,0.159,0.217,0.231,0.037,0.107,0.533
"60_7","cds_compbias","PB1",0.756,0.719,0.272,0.702,0.736,0.769,1,0,0.606,0.513,0.782,0.414,0.842,0.414,0.513,0.458,0.231,0.119,0.287,0.647
"60_7","nuc_2mer","PB1",0.895,0.938,0.828,0.928,0.947,0.769,0,0.036,0.939,0.888,0.953,0.85,0.966,0.85,0.888,0.869,0.231,0.206,0.242,0.921
"60_7","nuc_3mer","PB1",0.765,0.475,-0.172,0.456,0.494,0.769,1,0,0.302,0.236,0.547,0.136,0.704,0.136,0.236,0.172,0.231,0.055,0.403,0.392
"60_7","nuc_4mer","PB1",0.792,0.891,0.678,0.878,0.902,0.769,0,0,0.819,0.697,0.949,0.804,0.912,0.804,0.697,0.747,0.231,0.161,0.201,0.823
"60_7","nuc_5mer","PB1",0.833,0.72,0.276,0.703,0.737,0.769,1,0,0.565,0.519,0.781,0.416,0.844,0.416,0.519,0.462,0.231,0.12,0.289,0.65
"60_7","nuc_6mer","PB1",0.849,0.93,0.784,0.919,0.939,0.769,0,0,0.887,0.728,0.99,0.957,0.924,0.957,0.728,0.827,0.231,0.169,0.176,0.859
"60_7","prot_2mer","PB1",0.983,0.765,-0.006,0.748,0.781,0.769,0.686,0,0.05,0.002,0.995,0.083,0.768,0.083,0.002,0.003,0.231,0,0.004,0.498
"60_7","prot_ctdc","PB1",0.753,0.965,0.897,0.957,0.972,0.769,0,0,0.856,0.85,1,1,0.957,1,0.85,0.919,0.231,0.197,0.197,0.925
"60_7","prot_ctdd","PB1",0.892,0.655,-0.08,0.637,0.673,0.769,1,0,0.116,0.108,0.82,0.153,0.753,0.153,0.108,0.127,0.231,0.025,0.164,0.464
"60_7","prot_ctdt","PB1",0.843,0.944,0.842,0.934,0.952,0.769,0,0.935,0.883,0.877,0.964,0.88,0.963,0.88,0.877,0.878,0.231,0.203,0.231,0.92
"60_7","prot_ctriad","PB1",0.932,0.73,0.08,0.712,0.746,0.769,1,0,0.253,0.167,0.899,0.332,0.782,0.332,0.167,0.222,0.231,0.039,0.116,0.533
"60_7","prot_pseaac","PB1",0.893,0.896,0.723,0.883,0.907,0.769,0,0,0.891,0.862,0.905,0.733,0.956,0.733,0.862,0.793,0.231,0.2,0.272,0.884
"60_7","cds_compbias","PB2",0.884,0.676,0.161,0.658,0.694,0.769,1,0,0.499,0.421,0.753,0.339,0.812,0.339,0.421,0.376,0.231,0.097,0.287,0.587
"60_7","nuc_2mer","PB2",0.969,0.921,0.76,0.91,0.931,0.769,0,0,0.825,0.73,0.978,0.909,0.923,0.909,0.73,0.81,0.231,0.169,0.186,0.854
"60_7","nuc_3mer","PB2",0.86,0.663,0.257,0.645,0.681,0.769,1,0,0.659,0.665,0.663,0.373,0.868,0.373,0.665,0.478,0.231,0.154,0.413,0.664
"60_7","nuc_4mer","PB2",0.883,0.9,0.686,0.888,0.911,0.769,0,0,0.678,0.633,0.981,0.907,0.899,0.907,0.633,0.745,0.231,0.146,0.161,0.807
"60_7","nuc_5mer","PB2",0.878,0.815,0.435,0.8,0.83,0.769,0,0,0.548,0.485,0.915,0.632,0.855,0.632,0.485,0.549,0.231,0.112,0.178,0.7
"60_7","nuc_6mer","PB2",0.875,0.87,0.61,0.857,0.883,0.769,0,0,0.675,0.629,0.942,0.767,0.894,0.767,0.629,0.692,0.231,0.146,0.19,0.786
"60_7","prot_2mer","PB2",0.987,0.667,-0.12,0.649,0.685,0.769,1,0,0.167,0.045,0.854,0.086,0.748,0.086,0.045,0.059,0.231,0.01,0.122,0.45
"60_7","prot_ctdc","PB2",0.726,0.953,0.863,0.944,0.961,0.769,0,0,0.886,0.854,0.982,0.936,0.957,0.936,0.854,0.893,0.231,0.198,0.211,0.918
"60_7","prot_ctdd","PB2",0.964,0.67,0.027,0.652,0.688,0.769,1,0.006,0.282,0.22,0.806,0.254,0.774,0.254,0.22,0.236,0.231,0.051,0.2,0.513
"60_7","prot_ctdt","PB2",0.8,0.958,0.88,0.95,0.965,0.769,0,0.002,0.903,0.882,0.981,0.933,0.965,0.933,0.882,0.907,0.231,0.204,0.219,0.931
"60_7","prot_ctriad","PB2",0.989,0.672,-0.128,0.653,0.689,0.769,1,0,0.103,0.031,0.865,0.064,0.748,0.064,0.031,0.042,0.231,0.007,0.111,0.448
"60_7","prot_pseaac","PB2",0.931,0.955,0.871,0.946,0.963,0.769,0,0.005,0.901,0.877,0.979,0.925,0.964,0.925,0.877,0.9,0.231,0.203,0.219,0.928
"60_8","cds_compbias","HA",0.78,0.885,0.688,0.873,0.897,0.769,0,0.001,0.887,0.799,0.911,0.731,0.938,0.731,0.799,0.764,0.231,0.185,0.253,0.855
"60_8","nuc_2mer","HA",0.987,0.981,0.945,0.975,0.985,0.769,0,0.212,0.965,0.95,0.99,0.965,0.985,0.965,0.95,0.958,0.231,0.22,0.228,0.97
"60_8","nuc_3mer","HA",0.834,0.727,0.337,0.709,0.743,0.769,1,0,0.695,0.638,0.753,0.438,0.873,0.438,0.638,0.519,0.231,0.148,0.337,0.695
"60_8","nuc_4mer","HA",0.76,0.935,0.81,0.925,0.944,0.769,0,0,0.826,0.804,0.974,0.904,0.943,0.904,0.804,0.851,0.231,0.186,0.206,0.889
"60_8","nuc_5mer","HA",0.738,0.283,-0.121,0.266,0.3,0.769,1,0,0.273,0.592,0.19,0.18,0.607,0.18,0.592,0.277,0.231,0.137,0.76,0.391
"60_8","nuc_6mer","HA",0.8,0.934,0.802,0.924,0.944,0.769,0,0,0.829,0.757,0.988,0.949,0.931,0.949,0.757,0.842,0.231,0.175,0.185,0.873
"60_8","prot_2mer","HA",0.674,0.35,0.072,0.332,0.368,0.769,1,0,0.201,0.982,0.159,0.26,0.967,0.26,0.982,0.412,0.231,0.227,0.873,0.571
"60_8","prot_ctdc","HA",0.928,0.669,-0.134,0.65,0.686,0.769,1,0,0.086,0.029,0.861,0.059,0.747,0.059,0.029,0.039,0.231,0.007,0.113,0.445
"60_8","prot_ctdd","HA",0.761,0.955,0.877,0.946,0.962,0.769,0,0,0.964,0.956,0.954,0.863,0.986,0.863,0.956,0.907,0.231,0.221,0.257,0.955
"60_8","prot_ctdt","HA",0.76,0.237,-0.062,0.221,0.253,0.769,1,0,0.131,0.812,0.063,0.207,0.528,0.207,0.812,0.33,0.231,0.188,0.908,0.438
"60_8","prot_ctriad","HA",0.751,0.748,0.031,0.731,0.765,0.769,0.993,0,0.131,0.07,0.953,0.307,0.773,0.307,0.07,0.113,0.231,0.016,0.052,0.511
"60_8","prot_pseaac","HA",0.694,0.239,-0.057,0.223,0.256,0.769,1,0,0.094,0.82,0.064,0.209,0.543,0.209,0.82,0.333,0.231,0.19,0.909,0.442
"60_8","cds_compbias","M1",0.776,0.744,-0.023,0.727,0.76,0.769,0.999,0,0.087,0.023,0.961,0.149,0.766,0.149,0.023,0.039,0.231,0.005,0.035,0.492
"60_8","nuc_2mer","M1",0.877,0.904,0.74,0.892,0.915,0.769,0,0,0.911,0.853,0.919,0.76,0.954,0.76,0.853,0.804,0.231,0.197,0.26,0.886
"60_8","nuc_3mer","M1",0.79,0.613,0.142,0.594,0.631,0.769,1,0,0.584,0.549,0.632,0.31,0.823,0.31,0.549,0.396,0.231,0.127,0.41,0.59
"60_8","nuc_4mer","M1",0.81,0.854,0.593,0.84,0.867,0.769,0,0.448,0.751,0.697,0.901,0.68,0.908,0.68,0.697,0.688,0.231,0.161,0.237,0.799
"60_8","nuc_5mer","M1",0.81,0.579,-0.112,0.56,0.597,0.769,1,0.001,0.337,0.183,0.698,0.154,0.739,0.154,0.183,0.167,0.231,0.042,0.275,0.44
"60_8","nuc_6mer","M1",0.787,0.675,0.286,0.657,0.693,0.769,1,0,0.601,0.697,0.668,0.388,0.88,0.388,0.697,0.498,0.231,0.161,0.416,0.683
"60_8","prot_2mer","M1",0.853,0.822,0.316,0.807,0.836,0.769,0,0,0.238,0.233,0.999,0.986,0.812,0.986,0.233,0.377,0.231,0.054,0.055,0.616
"60_8","prot_ctdc","M1",0.774,0.795,0.169,0.779,0.81,0.769,0.001,0,0.12,0.118,0.999,0.973,0.79,0.973,0.118,0.211,0.231,0.027,0.028,0.559
"60_8","prot_ctdd","M1",0.857,0.678,0.016,0.66,0.696,0.769,1,0,0.183,0.189,0.825,0.246,0.772,0.246,0.189,0.214,0.231,0.044,0.178,0.507
"60_8","prot_ctdt","M1",0.881,0.818,0.293,0.802,0.832,0.769,0,0,0.231,0.212,1,1,0.808,1,0.212,0.35,0.231,0.049,0.049,0.606
"60_8","prot_ctriad","M1",0.819,0.763,0.192,0.746,0.779,0.769,0.776,0,0.231,0.238,0.921,0.474,0.8,0.474,0.238,0.317,0.231,0.055,0.116,0.579
"60_8","prot_pseaac","M1",0.983,0.761,-0.01,0.744,0.777,0.769,0.827,0,0.024,0.005,0.989,0.115,0.767,0.115,0.005,0.009,0.231,0.001,0.01,0.497
"60_8","cds_compbias","NA",0.702,0.336,-0.235,0.318,0.355,0.769,1,0,0.2,0.296,0.348,0.12,0.622,0.12,0.296,0.171,0.231,0.069,0.569,0.322
"60_8","nuc_2mer","NA",0.883,0.906,0.753,0.895,0.917,0.769,0,0,0.944,0.893,0.91,0.75,0.966,0.75,0.893,0.815,0.231,0.207,0.276,0.902
"60_8","nuc_3mer","NA",0.868,0.969,0.913,0.961,0.975,0.769,0,0,0.987,0.961,0.971,0.908,0.988,0.908,0.961,0.934,0.231,0.222,0.245,0.966
"60_8","nuc_4mer","NA",0.749,0.921,0.8,0.91,0.931,0.769,0,0,0.924,0.987,0.901,0.75,0.996,0.75,0.987,0.853,0.231,0.228,0.304,0.944
"60_8","nuc_5mer","NA",0.814,0.581,-0.068,0.562,0.599,0.769,1,0,0.172,0.243,0.682,0.187,0.749,0.187,0.243,0.211,0.231,0.056,0.3,0.462
"60_8","nuc_6mer","NA",0.812,0.935,0.802,0.925,0.944,0.769,0,0,0.805,0.752,0.99,0.957,0.93,0.957,0.752,0.842,0.231,0.174,0.182,0.871
"60_8","prot_2mer","NA",0.785,0.808,0.561,0.793,0.823,0.769,0,0,0.844,0.913,0.777,0.552,0.967,0.552,0.913,0.688,0.231,0.211,0.383,0.845
"60_8","prot_ctdc","NA",0.925,0.744,0.179,0.727,0.76,0.769,0.999,0,0.294,0.27,0.886,0.418,0.801,0.418,0.27,0.328,0.231,0.063,0.15,0.578
"60_8","prot_ctdd","NA",0.758,0.347,-0.254,0.329,0.366,0.769,1,0,0.158,0.252,0.376,0.109,0.625,0.109,0.252,0.152,0.231,0.058,0.538,0.314
"60_8","prot_ctdt","NA",0.943,0.73,0.107,0.713,0.747,0.769,1,0,0.27,0.202,0.889,0.354,0.787,0.354,0.202,0.257,0.231,0.047,0.132,0.546
"60_8","prot_ctriad","NA",0.75,0.642,0.23,0.623,0.66,0.769,1,0,0.588,0.665,0.635,0.354,0.863,0.354,0.665,0.462,0.231,0.154,0.434,0.65
"60_8","prot_pseaac","NA",0.96,0.746,0.088,0.729,0.763,0.769,0.997,0,0.209,0.139,0.929,0.372,0.782,0.372,0.139,0.203,0.231,0.032,0.087,0.534
"60_8","cds_compbias","NP",0.819,0.796,0.395,0.78,0.811,0.769,0,0,0.591,0.484,0.89,0.571,0.851,0.571,0.484,0.524,0.231,0.112,0.196,0.687
"60_8","nuc_2mer","NP",0.993,0.936,0.802,0.926,0.945,0.769,0,0,0.762,0.725,1,1,0.923,1,0.725,0.841,0.231,0.168,0.168,0.862
"60_8","nuc_3mer","NP",0.871,0.591,0.03,0.572,0.609,0.769,1,0,0.417,0.382,0.654,0.249,0.778,0.249,0.382,0.302,0.231,0.088,0.355,0.518
"60_8","nuc_4mer","NP",0.782,0.843,0.569,0.829,0.857,0.769,0,0.04,0.711,0.696,0.887,0.651,0.906,0.651,0.696,0.672,0.231,0.161,0.248,0.792
"60_8","nuc_5mer","NP",0.837,0.803,0.429,0.788,0.818,0.769,0,0.015,0.597,0.529,0.886,0.583,0.862,0.583,0.529,0.555,0.231,0.122,0.21,0.708
"60_8","nuc_6mer","NP",0.843,0.899,0.708,0.887,0.91,0.769,0,0.002,0.78,0.741,0.947,0.808,0.924,0.808,0.741,0.773,0.231,0.172,0.212,0.844
"60_8","prot_2mer","NP",0.965,0.767,-0.001,0.751,0.783,0.769,0.583,0,0.031,0.002,0.998,0.167,0.768,0.167,0.002,0.003,0.231,0,0.002,0.5
"60_8","prot_ctdc","NP",0.846,0.968,0.905,0.96,0.974,0.769,0,0,0.884,0.866,0.999,0.994,0.961,0.994,0.866,0.926,0.231,0.2,0.201,0.932
"60_8","prot_ctdd","NP",0.947,0.55,-0.221,0.531,0.569,0.769,1,0.074,0.077,0.079,0.692,0.072,0.714,0.072,0.079,0.075,0.231,0.018,0.255,0.386
"60_8","prot_ctdt","NP",0.829,0.955,0.867,0.946,0.963,0.769,0,0,0.846,0.83,0.993,0.972,0.951,0.972,0.83,0.895,0.231,0.192,0.198,0.911
"60_8","prot_ctriad","NP",0.905,0.767,0.103,0.751,0.783,0.769,0.583,0,0.114,0.11,0.965,0.486,0.783,0.486,0.11,0.179,0.231,0.025,0.052,0.537
"60_8","prot_pseaac","NP",0.873,0.787,0.159,0.771,0.802,0.769,0.012,0,0.131,0.128,0.985,0.725,0.79,0.725,0.128,0.217,0.231,0.03,0.041,0.557
"60_8","cds_compbias","NS1",0.756,0.594,0.148,0.575,0.613,0.769,1,0,0.542,0.608,0.59,0.309,0.833,0.309,0.608,0.41,0.231,0.141,0.456,0.599
"60_8","nuc_2mer","NS1",0.803,0.903,0.736,0.892,0.914,0.769,0,0.003,0.898,0.83,0.925,0.77,0.948,0.77,0.83,0.799,0.231,0.192,0.249,0.878
"60_8","nuc_3mer","NS1",0.821,0.764,0.421,0.747,0.78,0.769,0.718,0,0.781,0.697,0.784,0.493,0.896,0.493,0.697,0.578,0.231,0.161,0.327,0.741
"60_8","nuc_4mer","NS1",0.857,0.914,0.74,0.903,0.925,0.769,0,0,0.738,0.71,0.976,0.898,0.918,0.898,0.71,0.793,0.231,0.164,0.183,0.843
"60_8","nuc_5mer","NS1",0.84,0.82,0.512,0.805,0.835,0.769,0,0.004,0.745,0.663,0.867,0.601,0.895,0.601,0.663,0.631,0.231,0.154,0.255,0.765
"60_8","nuc_6mer","NS1",0.887,0.932,0.788,0.922,0.941,0.769,0,0,0.853,0.717,0.997,0.984,0.921,0.984,0.717,0.83,0.231,0.166,0.169,0.857
"60_8","prot_2mer","NS1",0.934,0.7,0.025,0.682,0.717,0.769,1,0,0.166,0.159,0.863,0.259,0.773,0.259,0.159,0.197,0.231,0.037,0.142,0.511
"60_8","prot_ctdc","NS1",0.902,0.943,0.842,0.934,0.952,0.769,0,0.029,0.919,0.9,0.956,0.861,0.969,0.861,0.9,0.88,0.231,0.208,0.242,0.928
"60_8","prot_ctdd","NS1",0.933,0.751,0.074,0.734,0.767,0.769,0.986,0,0.135,0.113,0.942,0.372,0.779,0.372,0.113,0.174,0.231,0.026,0.07,0.528
"60_8","prot_ctdt","NS1",0.932,0.709,0.139,0.691,0.726,0.769,1,0.002,0.315,0.299,0.832,0.35,0.798,0.35,0.299,0.323,0.231,0.069,0.198,0.566
"60_8","prot_ctriad","NS1",0.917,0.68,0.01,0.662,0.697,0.769,1,0,0.192,0.178,0.831,0.241,0.77,0.241,0.178,0.205,0.231,0.041,0.171,0.504
"60_8","prot_pseaac","NS1",0.914,0.745,0.113,0.728,0.761,0.769,0.998,0,0.2,0.175,0.917,0.387,0.787,0.387,0.175,0.241,0.231,0.04,0.104,0.546
"60_8","cds_compbias","PA",0.846,0.933,0.814,0.923,0.943,0.769,0,0.261,0.922,0.869,0.953,0.847,0.96,0.847,0.869,0.858,0.231,0.201,0.237,0.911
"60_8","nuc_2mer","PA",0.964,0.981,0.947,0.975,0.986,0.769,0,0.007,0.96,0.943,0.993,0.975,0.983,0.975,0.943,0.959,0.231,0.218,0.224,0.968
"60_8","nuc_3mer","PA",0.856,0.853,0.632,0.839,0.866,0.769,0,0,0.898,0.858,0.852,0.635,0.952,0.635,0.858,0.73,0.231,0.199,0.312,0.855
"60_8","nuc_4mer","PA",0.765,0.801,0.491,0.785,0.816,0.769,0,0,0.795,0.71,0.828,0.555,0.905,0.555,0.71,0.623,0.231,0.164,0.296,0.769
"60_8","nuc_5mer","PA",0.822,0.82,0.49,0.805,0.834,0.769,0,0.648,0.649,0.602,0.885,0.613,0.881,0.613,0.602,0.607,0.231,0.139,0.227,0.744
"60_8","nuc_6mer","PA",0.826,0.861,0.593,0.847,0.874,0.769,0,0,0.659,0.642,0.927,0.726,0.896,0.726,0.642,0.682,0.231,0.149,0.205,0.785
"60_8","prot_2mer","PA",0.966,0.646,-0.171,0.628,0.665,0.769,1,0,0.053,0.019,0.835,0.034,0.739,0.034,0.019,0.025,0.231,0.004,0.131,0.427
"60_8","prot_ctdc","PA",0.871,0.973,0.923,0.966,0.979,0.769,0,0.001,0.947,0.917,0.99,0.964,0.976,0.964,0.917,0.94,0.231,0.212,0.22,0.954
"60_8","prot_ctdd","PA",0.916,0.715,-0.015,0.697,0.732,0.769,1,0,0.124,0.083,0.905,0.208,0.766,0.208,0.083,0.118,0.231,0.019,0.092,0.494
"60_8","prot_ctdt","PA",0.872,0.979,0.939,0.972,0.984,0.769,0,0,0.947,0.924,0.995,0.983,0.978,0.983,0.924,0.952,0.231,0.214,0.218,0.96
"60_8","prot_ctriad","PA",Inf,0.5,0,0.481,0.519,0.769,1,0,0.046,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_8","prot_ctriad","PA",-Inf,0.5,0,0.481,0.519,0.769,1,0,0.046,0.5,0.5,0.231,0.769,0.231,0.5,0.316,0.231,0.116,0.5,0.5
"60_8","prot_pseaac","PA",0.952,0.754,0.009,0.738,0.771,0.769,0.961,0,0.057,0.036,0.971,0.268,0.77,0.268,0.036,0.063,0.231,0.008,0.031,0.503
"60_8","cds_compbias","PB1",0.797,0.778,0.305,0.762,0.794,0.769,0.13,0,0.498,0.374,0.9,0.529,0.827,0.529,0.374,0.438,0.231,0.087,0.164,0.637
"60_8","nuc_2mer","PB1",0.909,0.915,0.768,0.904,0.925,0.769,0,0.001,0.929,0.859,0.932,0.791,0.956,0.791,0.859,0.824,0.231,0.199,0.251,0.895
"60_8","nuc_3mer","PB1",0.788,0.527,-0.043,0.508,0.546,0.769,1,0,0.433,0.371,0.575,0.208,0.752,0.208,0.371,0.266,0.231,0.086,0.413,0.473
"60_8","nuc_4mer","PB1",0.828,0.885,0.661,0.873,0.897,0.769,0,0,0.746,0.68,0.947,0.795,0.908,0.795,0.68,0.733,0.231,0.157,0.198,0.813
"60_8","nuc_5mer","PB1",0.807,0.898,0.724,0.886,0.909,0.769,0,0,0.891,0.835,0.917,0.752,0.949,0.752,0.835,0.791,0.231,0.193,0.257,0.876
"60_8","nuc_6mer","PB1",0.862,0.934,0.798,0.924,0.943,0.769,0,0,0.82,0.736,0.994,0.972,0.926,0.972,0.736,0.838,0.231,0.17,0.175,0.865
"60_8","prot_2mer","PB1",0.984,0.767,-0.001,0.751,0.783,0.769,0.583,0,0.046,0.002,0.998,0.167,0.768,0.167,0.002,0.003,0.231,0,0.002,0.5
"60_8","prot_ctdc","PB1",0.815,0.951,0.856,0.942,0.958,0.769,0,0,0.868,0.848,0.981,0.932,0.955,0.932,0.848,0.888,0.231,0.196,0.21,0.915
"60_8","prot_ctdd","PB1",0.937,0.747,-0.015,0.73,0.764,0.769,0.996,0,0.038,0.024,0.965,0.172,0.767,0.172,0.024,0.043,0.231,0.006,0.033,0.495
"60_8","prot_ctdt","PB1",0.863,0.959,0.882,0.951,0.966,0.769,0,0.003,0.916,0.885,0.981,0.933,0.966,0.933,0.885,0.909,0.231,0.205,0.219,0.933
"60_8","prot_ctriad","PB1",0.944,0.641,0.164,0.623,0.659,0.769,1,0,0.495,0.519,0.678,0.327,0.824,0.327,0.519,0.401,0.231,0.12,0.368,0.599
"60_8","prot_pseaac","PB1",0.895,0.66,-0.081,0.642,0.678,0.769,1,0,0.111,0.1,0.828,0.15,0.754,0.15,0.1,0.12,0.231,0.023,0.155,0.464
"60_8","cds_compbias","PB2",0.913,0.608,0.078,0.589,0.627,0.769,1,0,0.476,0.432,0.661,0.278,0.794,0.278,0.432,0.338,0.231,0.1,0.36,0.547
"60_8","nuc_2mer","PB2",0.978,0.928,0.78,0.918,0.938,0.769,0,0,0.823,0.728,0.988,0.949,0.923,0.949,0.728,0.824,0.231,0.169,0.178,0.858
"60_8","nuc_3mer","PB2",0.842,0.458,-0.027,0.439,0.478,0.769,1,0,0.41,0.521,0.44,0.219,0.753,0.219,0.521,0.308,0.231,0.121,0.551,0.48
"60_8","nuc_4mer","PB2",0.877,0.806,0.454,0.79,0.82,0.769,0,1,0.623,0.581,0.873,0.58,0.874,0.58,0.581,0.58,0.231,0.134,0.232,0.727
"60_8","nuc_5mer","PB2",0.896,0.772,0.33,0.756,0.788,0.769,0.333,0.001,0.513,0.443,0.871,0.509,0.839,0.509,0.443,0.474,0.231,0.103,0.201,0.657
"60_8","nuc_6mer","PB2",0.886,0.867,0.589,0.854,0.88,0.769,0,0,0.635,0.583,0.953,0.788,0.883,0.788,0.583,0.67,0.231,0.135,0.171,0.768
"60_8","prot_2mer","PB2",0.991,0.693,-0.115,0.675,0.711,0.769,1,0,0.049,0.013,0.898,0.037,0.751,0.037,0.013,0.019,0.231,0.003,0.081,0.456
"60_8","prot_ctdc","PB2",0.812,0.978,0.935,0.971,0.983,0.769,0,0,0.93,0.903,1,1,0.972,1,0.903,0.949,0.231,0.209,0.209,0.951
"60_8","prot_ctdd","PB2",0.989,0.737,-0.048,0.72,0.754,0.769,1,0,0.094,0.01,0.957,0.063,0.762,0.063,0.01,0.017,0.231,0.002,0.036,0.483
"60_8","prot_ctdt","PB2",0.841,0.977,0.933,0.97,0.982,0.769,0,0,0.927,0.903,0.999,0.996,0.972,0.996,0.903,0.947,0.231,0.209,0.21,0.951
"60_8","prot_ctriad","PB2",0.995,0.731,-0.053,0.713,0.747,0.769,1,0,0.042,0.016,0.946,0.083,0.761,0.083,0.016,0.027,0.231,0.004,0.045,0.481
"60_8","prot_pseaac","PB2",0.917,0.754,0.126,0.737,0.77,0.769,0.964,0,0.189,0.17,0.93,0.422,0.788,0.422,0.17,0.242,0.231,0.039,0.093,0.55
"70_6","cds_compbias","HA",0.588,0.219,-0.051,0.203,0.235,0.769,1,0,0.13,0.871,0.022,0.211,0.365,0.211,0.871,0.34,0.231,0.201,0.953,0.446
"70_6","nuc_2mer","HA",0.995,0.896,0.701,0.883,0.907,0.769,0,0.055,0.772,0.748,0.94,0.79,0.925,0.79,0.748,0.768,0.231,0.173,0.219,0.844
"70_6","nuc_3mer","HA",0.926,0.773,0.03,0.756,0.788,0.769,0.316,0,0.082,0.021,0.999,0.867,0.772,0.867,0.021,0.041,0.231,0.005,0.006,0.51
"70_6","nuc_4mer","HA",0.82,0.658,0.345,0.64,0.676,0.769,1,0,0.649,0.927,0.577,0.398,0.963,0.398,0.927,0.557,0.231,0.215,0.539,0.752
"70_6","nuc_5mer","HA",0.746,0.787,0.25,0.77,0.802,0.769,0.014,0,0.378,0.252,0.947,0.591,0.808,0.591,0.252,0.354,0.231,0.058,0.099,0.6
