"","hzoon","label","subtype","pred"
"111",0.0483672898259317,"nz","H16N3","nz"
"112",0.0476591735487746,"nz","H16N3","nz"
"113",0.0472874020537908,"nz","H16N3","nz"
"114",0.049347989251205,"nz","H16N3","nz"
"115",0.0464247210737893,"nz","H16N3","nz"
"116",0.0488238139968917,"nz","H16N3","nz"
"117",0.0477899976935571,"nz","H16N3","nz"
"118",0.044339366302062,"nz","H16N3","nz"
"119",0.048364194640746,"nz","H16N3","nz"
"120",0.0482596786523071,"nz","H16N3","nz"
"121",0.0483822108328907,"nz","H16N3","nz"
"122",0.050687404519589,"nz","H16N3","nz"
"123",0.0506807069899005,"nz","H16N3","nz"
"124",0.04087596425165,"nz","H16N3","nz"
"125",0.0498379209455603,"nz","H16N3","nz"
"126",0.0397633656400344,"nz","H16N3","nz"
"127",0.0452957026550401,"nz","H16N3","nz"
"128",0.0449609440858804,"nz","H16N3","nz"
"129",0.047947978190637,"nz","H16N3","nz"
"130",0.0663945486643094,"nz","H16N3","hzoon"
"131",0.0634649710403224,"nz","H16N3","hzoon"
"132",0.0454877984620574,"nz","H16N3","nz"
"133",0.0385771749375224,"nz","H16N3","nz"
"134",0.0435180473528616,"nz","H16N3","nz"
"135",0.0535739454477976,"nz","H16N3","nz"
"136",0.0441765783784519,"nz","H16N3","nz"
"137",0.050280470713603,"nz","H16N3","nz"
"138",0.0502067714391156,"nz","H16N3","nz"
"139",0.0502304165090145,"nz","H16N3","nz"
"140",0.0502067714391156,"nz","H16N3","nz"
"141",0.0503441123720318,"nz","H16N3","nz"
"142",0.0503443121898494,"nz","H16N3","nz"
"143",0.0503443121898494,"nz","H16N3","nz"
"144",0.0507350740379067,"nz","H16N3","nz"
"145",0.0504605006783126,"nz","H16N3","nz"
"146",0.0503443121898494,"nz","H16N3","nz"
"147",0.0504278678649522,"nz","H16N3","nz"
"148",0.0540054973733173,"nz","H16N3","nz"
"149",0.050009372815048,"nz","H16N3","nz"
"150",0.0529998758343063,"nz","H16N3","nz"
"151",0.0599309604086925,"nz","H16N3","hzoon"
"152",0.0531154491139146,"nz","H16N3","nz"
"153",0.0531154491139146,"nz","H16N3","nz"
"154",0.0503212645786838,"nz","H16N3","nz"
"155",0.0514023076299934,"nz","H16N3","nz"
"156",0.0647856874243538,"nz","H16N3","hzoon"
"157",0.0649107466546934,"nz","H16N3","hzoon"
"158",0.0629515911441169,"nz","H16N3","hzoon"
"159",0.0657838974392435,"nz","H16N3","hzoon"
"160",0.0657789248341929,"nz","H16N3","hzoon"
"161",0.0645618769154824,"nz","H16N3","hzoon"
"162",0.0646866569125364,"nz","H16N3","hzoon"
"163",0.0653003937412193,"nz","H16N3","hzoon"
"164",0.0591360662299644,"nz","H16N3","hzoon"
"165",0.0629263675411487,"nz","H16N3","hzoon"
"166",0.0665200115729487,"nz","H16N3","hzoon"
"167",0.0705163018943326,"nz","H16N3","hzoon"
"168",0.0646262072382658,"nz","H16N3","hzoon"
"169",0.0646631693161993,"nz","H16N3","hzoon"
"170",0.062754494946441,"nz","H16N3","hzoon"
"171",0.0649721239310986,"nz","H16N3","hzoon"
"172",0.0525626392077266,"nz","H16N3","nz"
"173",0.0527006213124929,"nz","H16N3","nz"
"174",0.0554120482882289,"nz","H16N3","hzoon"
"175",0.0526058564306551,"nz","H16N3","nz"
"176",0.0532789465583257,"nz","H16N3","nz"
"177",0.0540982566401264,"nz","H16N3","nz"
"178",0.0540983464274032,"nz","H16N3","nz"
"179",0.0513798271560288,"nz","H16N3","nz"
"180",0.0513398358717055,"nz","H16N3","nz"
"181",0.0517815015665033,"nz","H16N3","nz"
"182",0.051912394599959,"nz","H16N3","nz"
"183",0.0516043099215836,"nz","H16N3","nz"
"184",0.0562614679473187,"nz","H16N3","hzoon"
"185",0.0511066641639977,"nz","H16N3","nz"
"186",0.049235904700165,"nz","H16N3","nz"
"187",0.0512120069519643,"nz","H16N3","nz"
"188",0.0514464886072157,"nz","H16N3","nz"
"189",0.0510276882965943,"nz","H16N3","nz"
"190",0.0512183459162354,"nz","H16N3","nz"
"191",0.0460478473951619,"nz","H16N3","nz"
"192",0.0497580935863292,"nz","H16N3","nz"
"193",0.0514359980497916,"nz","H16N3","nz"
"194",0.0515243136257348,"nz","H16N3","nz"
"195",0.0488846757489567,"nz","H16N3","nz"
"196",0.0511811248130526,"nz","H16N3","nz"
"197",0.0519735341343764,"nz","H16N3","nz"
"198",0.052065493316328,"nz","H16N3","nz"
"199",0.0518888199606428,"nz","H16N3","nz"
"200",0.0513093993589446,"nz","H16N3","nz"
"201",0.0530942850902886,"nz","H16N3","nz"
"202",0.0514658512655499,"nz","H16N3","nz"
"203",0.0513352730703309,"nz","H16N3","nz"
"204",0.0529511346069728,"nz","H16N3","nz"
"205",0.0416937728532694,"nz","H16N3","nz"
"206",0.0411512216317526,"nz","H16N3","nz"
"207",0.0474430227328775,"nz","H16N3","nz"
"208",0.0427929341195613,"nz","H16N3","nz"
"209",0.05316410046759,"nz","H16N3","nz"
"210",0.0531625849043269,"nz","H16N3","nz"
"211",0.0439544725594192,"nz","H16N3","nz"
"212",0.00753229864658056,"nz","H16N3","nz"
"213",0.00725977790871346,"nz","H16N3","nz"
"214",0.00622511368792256,"nz","H16N3","nz"
"215",0.00702480815315243,"nz","H16N3","nz"
"216",0.0422404861590912,"nz","H16N3","nz"
"217",0.0566771960234356,"nz","H16N3","hzoon"
"218",0.046449536919805,"nz","H16N3","nz"
"219",0.046449536919805,"nz","H16N3","nz"
"220",0.0463472300274237,"nz","H16N3","nz"
"221",0.0410492204936421,"nz","H16N3","nz"
"222",0.0410252970016886,"nz","H16N3","nz"
"223",0.0444626766744467,"nz","H16N3","nz"
"224",0.0491204923236531,"nz","H16N3","nz"
"225",0.064976415875313,"nz","H16N3","hzoon"
"226",0.0394502630561079,"nz","H16N3","nz"
"227",0.0414843790856141,"nz","H16N3","nz"
"228",0.0249247228550661,"nz","H16N3","nz"
"229",0.0251367027812214,"nz","H16N3","nz"
"230",0.0392741507323877,"nz","H16N3","nz"
"231",0.0392682105615587,"nz","H16N3","nz"
"232",0.0460020150621571,"nz","H16N3","nz"
"233",0.0436805225357505,"nz","H16N3","nz"
"234",0.0480843797347433,"nz","H16N3","nz"
"235",0.0457928683200329,"nz","H16N3","nz"
"236",0.04325654103967,"nz","H16N3","nz"
"237",0.0419925037647253,"nz","H16N3","nz"
"238",0.0413479142701075,"nz","H16N3","nz"
"239",0.0395327667643107,"nz","H16N3","nz"
"240",0.0672650317232754,"nz","H16N3","hzoon"
"241",0.0659989036354928,"nz","H16N3","hzoon"
"242",0.0656665857709836,"nz","H16N3","hzoon"
"243",0.0458298267676691,"nz","H16N3","nz"
"244",0.0549021935211189,"nz","H16N3","hzoon"
"245",0.0473077395631292,"nz","H16N3","nz"
"246",0.0443510817236049,"nz","H16N3","nz"
"247",0.0439105343036393,"nz","H16N3","nz"
"248",0.0452957376342376,"nz","H16N3","nz"
"249",0.0452957026550401,"nz","H16N3","nz"
"250",0.044795034901478,"nz","H16N3","nz"
"251",0.0449757195010125,"nz","H16N3","nz"
"252",0.0447036807339769,"nz","H16N3","nz"
"253",0.0411588729730209,"nz","H16N3","nz"
"254",0.0412370426801002,"nz","H16N3","nz"
"255",0.0376103799901029,"nz","H16N3","nz"
"256",0.0414117706409032,"nz","H16N3","nz"
"257",0.0490061643185759,"nz","H16N3","nz"
"258",0.0510192828908672,"nz","H16N3","nz"
"259",0.0400274604796576,"nz","H16N3","nz"
"260",0.0432281822745844,"nz","H16N3","nz"
"261",0.043760085998177,"nz","H16N3","nz"
"262",0.0533863717797807,"nz","H16N3","nz"
"263",0.0510962419427846,"nz","H16N3","nz"
"264",0.052633909196761,"nz","H16N3","nz"
"265",0.0546815177975247,"nz","H16N3","hzoon"
"266",0.0409125353974672,"nz","H16N3","nz"
"267",0.0497326398711431,"nz","H16N3","nz"
"268",0.0700676897265581,"hzoon","H3N8","hzoon"
"269",0.276467388341344,"hzoon","H3N8","hzoon"
"270",0.0378819977975846,"nz","H4N6","nz"
"271",0.0372825338837308,"nz","H4N6","nz"
"272",0.0373027782769495,"nz","H4N6","nz"
"273",0.036899642433864,"nz","H4N6","nz"
"274",0.036887162272403,"nz","H4N6","nz"
"275",0.0378449372597625,"nz","H4N6","nz"
"276",0.0390297708927119,"nz","H4N6","nz"
"277",0.0377326172503953,"nz","H4N6","nz"
"278",0.0379752946681359,"nz","H4N6","nz"
"279",0.0376821973629935,"nz","H4N6","nz"
"280",0.0376797243208434,"nz","H4N6","nz"
"281",0.038316350760187,"nz","H4N6","nz"
"282",0.0380780800969748,"nz","H4N6","nz"
"283",0.0400247530964414,"nz","H4N6","nz"
"284",0.0794175608020958,"nz","H4N6","hzoon"
"285",0.0763927832047698,"nz","H4N6","hzoon"
"286",0.0763927800644849,"nz","H4N6","hzoon"
"287",0.0769055293837223,"nz","H4N6","hzoon"
"288",0.0764360159931371,"nz","H4N6","hzoon"
"289",0.0830546754793834,"nz","H4N6","hzoon"
"290",0.0808168379375312,"nz","H4N6","hzoon"
"291",0.0763927790872613,"nz","H4N6","hzoon"
"292",0.0769295721859209,"nz","H4N6","hzoon"
"293",0.0743781512457771,"nz","H4N6","hzoon"
"294",0.076449569165029,"nz","H4N6","hzoon"
"295",0.0763927832047698,"nz","H4N6","hzoon"
"296",0.0373611739898405,"nz","H4N6","nz"
"297",0.0375791753759475,"nz","H4N6","nz"
"298",0.0371722319952342,"nz","H4N6","nz"
"299",0.0365887282841352,"nz","H4N6","nz"
"300",0.0378564188643902,"nz","H4N6","nz"
"301",0.0378277698419094,"nz","H4N6","nz"
"302",0.0387745865450879,"nz","H4N6","nz"
"303",0.0428118959865359,"nz","H4N6","nz"
"304",0.0366741921698178,"nz","H4N6","nz"
"305",0.0366618974548625,"nz","H4N6","nz"
"306",0.0365325578094627,"nz","H4N6","nz"
"307",0.0365325578094627,"nz","H4N6","nz"
"308",0.0365325578094627,"nz","H4N6","nz"
"309",0.0365325554877167,"nz","H4N6","nz"
"310",0.0378828047542764,"nz","H4N6","nz"
"311",0.036534601800461,"nz","H4N6","nz"
"312",0.0379804975515423,"nz","H4N6","nz"
"313",0.0749334474997511,"nz","H4N6","hzoon"
"314",0.0749417381258761,"nz","H4N6","hzoon"
"315",0.0691495850154756,"nz","H4N6","hzoon"
"316",0.0606721843433419,"nz","H4N6","hzoon"
"317",0.0467847603849588,"nz","H4N6","nz"
"318",0.0379604157062187,"nz","H4N6","nz"
"319",0.0379604157062187,"nz","H4N6","nz"
"320",0.0401741719568729,"nz","H4N6","nz"
"321",0.0379604157062187,"nz","H4N6","nz"
"322",0.0521344990546998,"nz","H4N6","nz"
"323",0.0369461240568822,"nz","H4N6","nz"
"324",0.0446533194616726,"nz","H4N6","nz"
"325",0.0373561608304723,"nz","H4N6","nz"
"326",0.0366265258932208,"nz","H4N6","nz"
"327",0.0366263152384395,"nz","H4N6","nz"
"328",0.0379267265369241,"nz","H4N6","nz"
"329",0.036514803475744,"nz","H4N6","nz"
"330",0.0395590793076173,"nz","H4N6","nz"
"331",0.0378471843639824,"nz","H4N6","nz"
"332",0.0404284739200771,"nz","H4N6","nz"
"333",0.0378477843433359,"nz","H4N6","nz"
"334",0.0379082237470799,"nz","H4N6","nz"
"335",0.0371276245751877,"nz","H4N6","nz"
"336",0.0372322903527836,"nz","H4N6","nz"
"337",0.0379123996519727,"nz","H4N6","nz"
"338",0.0470996700413382,"nz","H4N6","nz"
"339",0.0389122039039722,"nz","H4N6","nz"
"340",0.038483332513329,"nz","H4N6","nz"
"341",0.0404217718229944,"nz","H4N6","nz"
"342",0.0369351579743774,"nz","H4N6","nz"
"343",0.0391892478056471,"nz","H4N6","nz"
"344",0.0369830696283155,"nz","H4N6","nz"
"345",0.0369830690965474,"nz","H4N6","nz"
"346",0.0426138918991392,"nz","H4N6","nz"
"347",0.0378232392368675,"nz","H4N6","nz"
"348",0.0435118654603988,"nz","H4N6","nz"
"349",0.0374284681089767,"nz","H4N6","nz"
"350",0.0368211792835043,"nz","H4N6","nz"
"351",0.0370865942227551,"nz","H4N6","nz"
"352",0.0459712790095534,"nz","H4N6","nz"
"353",0.0393931910235354,"nz","H4N6","nz"
"354",0.0372158936673362,"nz","H4N6","nz"
"355",0.0386381321560689,"nz","H4N6","nz"
"356",0.0382480415296365,"nz","H4N6","nz"
"357",0.0370467093223459,"nz","H4N6","nz"
"358",0.0391183093081445,"nz","H4N6","nz"
"359",0.0373094614963861,"nz","H4N6","nz"
"360",0.0409983315783117,"nz","H4N6","nz"
"361",0.0423524780806644,"nz","H4N6","nz"
"362",0.0423624403416121,"nz","H4N6","nz"
"363",0.0383506217912646,"nz","H4N6","nz"
"364",0.0383506217912646,"nz","H4N6","nz"
"365",0.0381772468645059,"nz","H4N6","nz"
"366",0.0381772468645059,"nz","H4N6","nz"
"367",0.0368017168172624,"nz","H4N6","nz"
"368",0.0376098240261464,"nz","H4N6","nz"
"369",0.0432223123185128,"nz","H4N6","nz"
"370",0.0386449747538909,"nz","H4N6","nz"
"371",0.0371914982420877,"nz","H4N6","nz"
"372",0.041373071921239,"nz","H4N6","nz"
"373",0.0383946300544663,"nz","H4N6","nz"
"374",0.0380667766691323,"nz","H4N6","nz"
"375",0.0401276619657474,"nz","H4N6","nz"
"376",0.0398593841116701,"nz","H4N6","nz"
"377",0.0413246552866914,"nz","H4N6","nz"
"378",0.0376378467391826,"nz","H4N6","nz"
"379",0.042153300602882,"nz","H4N6","nz"
"380",0.0368515149960564,"nz","H4N6","nz"
"381",0.0373106356204386,"nz","H4N6","nz"
"382",0.0386609797636643,"nz","H4N6","nz"
"383",0.0378460256604828,"nz","H4N6","nz"
"384",0.0461127383663508,"nz","H4N6","nz"
"385",0.0374974968998647,"nz","H4N6","nz"
"386",0.0409479526395254,"nz","H4N6","nz"
"387",0.0372599571884844,"nz","H4N6","nz"
"388",0.0388978867230234,"nz","H4N6","nz"
"389",0.037568972631761,"nz","H4N6","nz"
"390",0.0397973090148955,"nz","H4N6","nz"
"391",0.0375971058980262,"nz","H4N6","nz"
"392",0.0400335971942065,"nz","H4N6","nz"
"393",0.037568972631761,"nz","H4N6","nz"
"394",0.0367480299213711,"nz","H4N6","nz"
"395",0.0370574995735161,"nz","H4N6","nz"
"396",0.037470543438659,"nz","H4N6","nz"
"397",0.0521537959717178,"nz","H4N6","nz"
"398",0.0385589717489037,"nz","H4N6","nz"
"399",0.0391222815636879,"nz","H4N6","nz"
"400",0.0688254119426496,"nz","H4N6","hzoon"
"401",0.0858086830906588,"nz","H4N6","hzoon"
"402",0.0371495029693282,"nz","H4N6","nz"
"403",0.0390344083990143,"nz","H4N6","nz"
"404",0.0411383571936134,"nz","H4N6","nz"
"405",0.03741705779558,"nz","H4N6","nz"
"406",0.0435222347703277,"nz","H4N6","nz"
"407",0.0366885038182639,"nz","H4N6","nz"
"408",0.0375816533379726,"nz","H4N6","nz"
"409",0.0370950533534036,"nz","H4N6","nz"
"410",0.0389373792545807,"nz","H4N6","nz"
"411",0.0385782113185501,"nz","H4N6","nz"
"412",0.0375004999283199,"nz","H4N6","nz"
"413",0.0396393944703489,"nz","H4N6","nz"
"414",0.0370443302794311,"nz","H4N6","nz"
"415",0.0376008474629822,"nz","H4N6","nz"
"416",0.0370248851336124,"nz","H4N6","nz"
"417",0.0380731000627685,"nz","H4N6","nz"
"418",0.0370169571719553,"nz","H4N6","nz"
"419",0.0370248607000446,"nz","H4N6","nz"
