"cluster_set","featset","focgene","subtype","accuracy"
"70_7","cds_compbias","HA","H10N8",0
"70_7","cds_compbias","HA","H16N3",1
"70_7","cds_compbias","HA","H3N8",1
"70_7","cds_compbias","HA","H4N6",0.937007874015748
"70_7","cds_compbias","HA","H4N8",0.0336134453781513
"70_7","cds_compbias","HA","H5N1",0
"70_7","cds_compbias","HA","H5N6",0.5
"70_7","cds_compbias","HA","H7N3",0
"70_7","cds_compbias","HA","H7N4",1
"70_7","cds_compbias","HA","H7N7",1
"70_7","cds_compbias","HA","H7N9",0.816964285714286
"70_7","cds_compbias","HA","H8N4",0
"70_7","cds_compbias","HA","H9N2",0.769230769230769
"70_7","nuc_2mer","HA","H10N8",0
"70_7","nuc_2mer","HA","H16N3",0.984905660377358
"70_7","nuc_2mer","HA","H3N8",0
"70_7","nuc_2mer","HA","H4N6",0.817465998568361
"70_7","nuc_2mer","HA","H4N8",0.0882352941176471
"70_7","nuc_2mer","HA","H5N1",0.686131386861314
"70_7","nuc_2mer","HA","H5N6",1
"70_7","nuc_2mer","HA","H7N3",0.5
"70_7","nuc_2mer","HA","H7N4",0
"70_7","nuc_2mer","HA","H7N7",0
"70_7","nuc_2mer","HA","H7N9",0
"70_7","nuc_2mer","HA","H8N4",0.657894736842105
"70_7","nuc_2mer","HA","H9N2",0.538461538461538
"70_7","nuc_3mer","HA","H10N8",0
"70_7","nuc_3mer","HA","H16N3",0.973584905660377
"70_7","nuc_3mer","HA","H3N8",0
"70_7","nuc_3mer","HA","H4N6",0.90050107372942
"70_7","nuc_3mer","HA","H4N8",0
"70_7","nuc_3mer","HA","H5N1",0
"70_7","nuc_3mer","HA","H5N6",0.416666666666667
"70_7","nuc_3mer","HA","H7N3",0
"70_7","nuc_3mer","HA","H7N4",0
"70_7","nuc_3mer","HA","H7N7",1
"70_7","nuc_3mer","HA","H7N9",0.285714285714286
"70_7","nuc_3mer","HA","H8N4",1
"70_7","nuc_3mer","HA","H9N2",1
"70_7","nuc_4mer","HA","H10N8",0
"70_7","nuc_4mer","HA","H16N3",1
"70_7","nuc_4mer","HA","H3N8",1
"70_7","nuc_4mer","HA","H4N6",0.957766642806013
"70_7","nuc_4mer","HA","H4N8",1
"70_7","nuc_4mer","HA","H5N1",0
"70_7","nuc_4mer","HA","H5N6",0
"70_7","nuc_4mer","HA","H7N3",0
"70_7","nuc_4mer","HA","H7N4",0
"70_7","nuc_4mer","HA","H7N7",1
"70_7","nuc_4mer","HA","H7N9",1
"70_7","nuc_4mer","HA","H8N4",1
"70_7","nuc_4mer","HA","H9N2",0.923076923076923
"70_7","nuc_5mer","HA","H10N8",0
"70_7","nuc_5mer","HA","H16N3",1
"70_7","nuc_5mer","HA","H3N8",0.5
"70_7","nuc_5mer","HA","H4N6",1
"70_7","nuc_5mer","HA","H4N8",0.315126050420168
"70_7","nuc_5mer","HA","H5N1",0
"70_7","nuc_5mer","HA","H5N6",0
"70_7","nuc_5mer","HA","H7N3",0
"70_7","nuc_5mer","HA","H7N4",0
"70_7","nuc_5mer","HA","H7N7",1
"70_7","nuc_5mer","HA","H7N9",0
"70_7","nuc_5mer","HA","H8N4",0.947368421052632
"70_7","nuc_5mer","HA","H9N2",0.461538461538462
"70_7","nuc_6mer","HA","H10N8",0
"70_7","nuc_6mer","HA","H16N3",1
"70_7","nuc_6mer","HA","H3N8",0
"70_7","nuc_6mer","HA","H4N6",1
"70_7","nuc_6mer","HA","H4N8",1
"70_7","nuc_6mer","HA","H5N1",0
"70_7","nuc_6mer","HA","H5N6",0
"70_7","nuc_6mer","HA","H7N3",0
"70_7","nuc_6mer","HA","H7N4",0
"70_7","nuc_6mer","HA","H7N7",0
"70_7","nuc_6mer","HA","H7N9",1
"70_7","nuc_6mer","HA","H8N4",1
"70_7","nuc_6mer","HA","H9N2",0
"70_7","prot_2mer","HA","H10N8",1
"70_7","prot_2mer","HA","H16N3",1
"70_7","prot_2mer","HA","H3N8",1
"70_7","prot_2mer","HA","H4N6",0.974230493915533
"70_7","prot_2mer","HA","H4N8",1
"70_7","prot_2mer","HA","H5N1",0
"70_7","prot_2mer","HA","H5N6",0
"70_7","prot_2mer","HA","H7N3",1
"70_7","prot_2mer","HA","H7N4",1
"70_7","prot_2mer","HA","H7N7",0
"70_7","prot_2mer","HA","H7N9",0
"70_7","prot_2mer","HA","H8N4",1
"70_7","prot_2mer","HA","H9N2",0
"70_7","prot_ctdc","HA","H10N8",1
"70_7","prot_ctdc","HA","H16N3",0
"70_7","prot_ctdc","HA","H3N8",1
"70_7","prot_ctdc","HA","H4N6",0.047244094488189
"70_7","prot_ctdc","HA","H4N8",0.0126050420168067
"70_7","prot_ctdc","HA","H5N1",0.948905109489051
"70_7","prot_ctdc","HA","H5N6",0.25
"70_7","prot_ctdc","HA","H7N3",1
"70_7","prot_ctdc","HA","H7N4",0
"70_7","prot_ctdc","HA","H7N7",0
"70_7","prot_ctdc","HA","H7N9",0.774553571428571
"70_7","prot_ctdc","HA","H8N4",0.677631578947368
"70_7","prot_ctdc","HA","H9N2",1
"70_7","prot_ctdd","HA","H10N8",1
"70_7","prot_ctdd","HA","H16N3",1
"70_7","prot_ctdd","HA","H3N8",0
"70_7","prot_ctdd","HA","H4N6",0.0422333571939871
"70_7","prot_ctdd","HA","H4N8",0.00420168067226891
"70_7","prot_ctdd","HA","H5N1",0.547445255474453
"70_7","prot_ctdd","HA","H5N6",0.25
"70_7","prot_ctdd","HA","H7N3",1
"70_7","prot_ctdd","HA","H7N4",1
"70_7","prot_ctdd","HA","H7N7",0
"70_7","prot_ctdd","HA","H7N9",0.783482142857143
"70_7","prot_ctdd","HA","H8N4",0
"70_7","prot_ctdd","HA","H9N2",1
"70_7","prot_ctdt","HA","H10N8",1
"70_7","prot_ctdt","HA","H16N3",0.452830188679245
"70_7","prot_ctdt","HA","H3N8",1
"70_7","prot_ctdt","HA","H4N6",0.171080887616321
"70_7","prot_ctdt","HA","H4N8",0.205882352941176
"70_7","prot_ctdt","HA","H5N1",0.452554744525547
"70_7","prot_ctdt","HA","H5N6",0.0833333333333333
"70_7","prot_ctdt","HA","H7N3",1
"70_7","prot_ctdt","HA","H7N4",0
"70_7","prot_ctdt","HA","H7N7",0
"70_7","prot_ctdt","HA","H7N9",0.727678571428571
"70_7","prot_ctdt","HA","H8N4",0.289473684210526
"70_7","prot_ctdt","HA","H9N2",1
"70_7","prot_ctriad","HA","H10N8",0
"70_7","prot_ctriad","HA","H16N3",1
"70_7","prot_ctriad","HA","H3N8",0
"70_7","prot_ctriad","HA","H4N6",1
"70_7","prot_ctriad","HA","H4N8",0.76890756302521
"70_7","prot_ctriad","HA","H5N1",0.0802919708029197
"70_7","prot_ctriad","HA","H5N6",0.25
"70_7","prot_ctriad","HA","H7N3",0.5
"70_7","prot_ctriad","HA","H7N4",1
"70_7","prot_ctriad","HA","H7N7",0
"70_7","prot_ctriad","HA","H7N9",0
"70_7","prot_ctriad","HA","H8N4",0.565789473684211
"70_7","prot_ctriad","HA","H9N2",1
"70_7","prot_pseaac","HA","H10N8",1
"70_7","prot_pseaac","HA","H16N3",1
"70_7","prot_pseaac","HA","H3N8",0
"70_7","prot_pseaac","HA","H4N6",0.894774516821761
"70_7","prot_pseaac","HA","H4N8",0.983193277310924
"70_7","prot_pseaac","HA","H5N1",0.0875912408759124
"70_7","prot_pseaac","HA","H5N6",0.0833333333333333
"70_7","prot_pseaac","HA","H7N3",1
"70_7","prot_pseaac","HA","H7N4",0
"70_7","prot_pseaac","HA","H7N7",0
"70_7","prot_pseaac","HA","H7N9",0
"70_7","prot_pseaac","HA","H8N4",0.960526315789474
"70_7","prot_pseaac","HA","H9N2",0.769230769230769
"70_7","cds_compbias","M1","H10N8",1
"70_7","cds_compbias","M1","H16N3",0.950943396226415
"70_7","cds_compbias","M1","H3N8",0.5
"70_7","cds_compbias","M1","H4N6",0.275590551181102
"70_7","cds_compbias","M1","H4N8",0.878151260504202
"70_7","cds_compbias","M1","H5N1",1
"70_7","cds_compbias","M1","H5N6",0
"70_7","cds_compbias","M1","H7N3",1
"70_7","cds_compbias","M1","H7N4",0
"70_7","cds_compbias","M1","H7N7",0
"70_7","cds_compbias","M1","H7N9",0.0133928571428571
"70_7","cds_compbias","M1","H8N4",0.210526315789474
"70_7","cds_compbias","M1","H9N2",0.230769230769231
"70_7","nuc_2mer","M1","H10N8",1
"70_7","nuc_2mer","M1","H16N3",0.0150943396226415
"70_7","nuc_2mer","M1","H3N8",0
"70_7","nuc_2mer","M1","H4N6",0.0264853256979241
"70_7","nuc_2mer","M1","H4N8",0
"70_7","nuc_2mer","M1","H5N1",0.992700729927007
"70_7","nuc_2mer","M1","H5N6",0.5
"70_7","nuc_2mer","M1","H7N3",1
"70_7","nuc_2mer","M1","H7N4",1
"70_7","nuc_2mer","M1","H7N7",1
"70_7","nuc_2mer","M1","H7N9",0.975446428571429
"70_7","nuc_2mer","M1","H8N4",0.0131578947368421
"70_7","nuc_2mer","M1","H9N2",0.615384615384615
"70_7","nuc_3mer","M1","H10N8",0
"70_7","nuc_3mer","M1","H16N3",1
"70_7","nuc_3mer","M1","H3N8",0
"70_7","nuc_3mer","M1","H4N6",0.851825340014316
"70_7","nuc_3mer","M1","H4N8",0.668067226890756
"70_7","nuc_3mer","M1","H5N1",0.54014598540146
"70_7","nuc_3mer","M1","H5N6",0.416666666666667
"70_7","nuc_3mer","M1","H7N3",0.5
"70_7","nuc_3mer","M1","H7N4",0
"70_7","nuc_3mer","M1","H7N7",1
"70_7","nuc_3mer","M1","H7N9",0
"70_7","nuc_3mer","M1","H8N4",0.671052631578947
"70_7","nuc_3mer","M1","H9N2",0.384615384615385
"70_7","nuc_4mer","M1","H10N8",1
"70_7","nuc_4mer","M1","H16N3",1
"70_7","nuc_4mer","M1","H3N8",0
"70_7","nuc_4mer","M1","H4N6",0.868289191123837
"70_7","nuc_4mer","M1","H4N8",0.983193277310924
"70_7","nuc_4mer","M1","H5N1",0
"70_7","nuc_4mer","M1","H5N6",0.0833333333333333
"70_7","nuc_4mer","M1","H7N3",0
"70_7","nuc_4mer","M1","H7N4",0
"70_7","nuc_4mer","M1","H7N7",0
"70_7","nuc_4mer","M1","H7N9",0.0446428571428571
"70_7","nuc_4mer","M1","H8N4",0.986842105263158
"70_7","nuc_4mer","M1","H9N2",0.0769230769230769
"70_7","nuc_5mer","M1","H10N8",1
"70_7","nuc_5mer","M1","H16N3",0.558490566037736
"70_7","nuc_5mer","M1","H3N8",0
"70_7","nuc_5mer","M1","H4N6",0.0372226198997853
"70_7","nuc_5mer","M1","H4N8",0.0672268907563025
"70_7","nuc_5mer","M1","H5N1",0.72992700729927
"70_7","nuc_5mer","M1","H5N6",0.666666666666667
"70_7","nuc_5mer","M1","H7N3",1
"70_7","nuc_5mer","M1","H7N4",1
"70_7","nuc_5mer","M1","H7N7",1
"70_7","nuc_5mer","M1","H7N9",0.805803571428571
"70_7","nuc_5mer","M1","H8N4",0.0263157894736842
"70_7","nuc_5mer","M1","H9N2",0.307692307692308
"70_7","nuc_6mer","M1","H10N8",1
"70_7","nuc_6mer","M1","H16N3",1
"70_7","nuc_6mer","M1","H3N8",0
"70_7","nuc_6mer","M1","H4N6",0.821045096635648
"70_7","nuc_6mer","M1","H4N8",0.932773109243697
"70_7","nuc_6mer","M1","H5N1",0
"70_7","nuc_6mer","M1","H5N6",0
"70_7","nuc_6mer","M1","H7N3",0
"70_7","nuc_6mer","M1","H7N4",0
"70_7","nuc_6mer","M1","H7N7",0
"70_7","nuc_6mer","M1","H7N9",1
"70_7","nuc_6mer","M1","H8N4",0.973684210526316
"70_7","nuc_6mer","M1","H9N2",0.0769230769230769
"70_7","prot_2mer","M1","H10N8",0
"70_7","prot_2mer","M1","H16N3",0.39622641509434
"70_7","prot_2mer","M1","H3N8",1
"70_7","prot_2mer","M1","H4N6",0.953471725125268
"70_7","prot_2mer","M1","H4N8",0.987394957983193
"70_7","prot_2mer","M1","H5N1",0.970802919708029
"70_7","prot_2mer","M1","H5N6",0.166666666666667
"70_7","prot_2mer","M1","H7N3",0.5
"70_7","prot_2mer","M1","H7N4",0
"70_7","prot_2mer","M1","H7N7",1
"70_7","prot_2mer","M1","H7N9",0
"70_7","prot_2mer","M1","H8N4",0.947368421052632
"70_7","prot_2mer","M1","H9N2",0.230769230769231
"70_7","prot_ctdc","M1","H10N8",0
"70_7","prot_ctdc","M1","H16N3",0.0716981132075472
"70_7","prot_ctdc","M1","H3N8",0
"70_7","prot_ctdc","M1","H4N6",0.937007874015748
"70_7","prot_ctdc","M1","H4N8",0.00840336134453781
"70_7","prot_ctdc","M1","H5N1",0.45985401459854
"70_7","prot_ctdc","M1","H5N6",0
"70_7","prot_ctdc","M1","H7N3",0
"70_7","prot_ctdc","M1","H7N4",0
"70_7","prot_ctdc","M1","H7N7",0
"70_7","prot_ctdc","M1","H7N9",0
"70_7","prot_ctdc","M1","H8N4",0.111842105263158
"70_7","prot_ctdc","M1","H9N2",0
"70_7","prot_ctdd","M1","H10N8",0
"70_7","prot_ctdd","M1","H16N3",0.981132075471698
"70_7","prot_ctdd","M1","H3N8",0
"70_7","prot_ctdd","M1","H4N6",0.867573371510379
"70_7","prot_ctdd","M1","H4N8",0.941176470588235
"70_7","prot_ctdd","M1","H5N1",0.45985401459854
"70_7","prot_ctdd","M1","H5N6",0
"70_7","prot_ctdd","M1","H7N3",0
"70_7","prot_ctdd","M1","H7N4",1
"70_7","prot_ctdd","M1","H7N7",1
"70_7","prot_ctdd","M1","H7N9",0
"70_7","prot_ctdd","M1","H8N4",0.828947368421053
"70_7","prot_ctdd","M1","H9N2",0
"70_7","prot_ctdt","M1","H10N8",0
"70_7","prot_ctdt","M1","H16N3",0.981132075471698
"70_7","prot_ctdt","M1","H3N8",0
"70_7","prot_ctdt","M1","H4N6",0.963493199713672
"70_7","prot_ctdt","M1","H4N8",0.983193277310924
"70_7","prot_ctdt","M1","H5N1",0.883211678832117
"70_7","prot_ctdt","M1","H5N6",0
"70_7","prot_ctdt","M1","H7N3",0
"70_7","prot_ctdt","M1","H7N4",0
"70_7","prot_ctdt","M1","H7N7",1
"70_7","prot_ctdt","M1","H7N9",0
