"cluster_set","featset","focgene","subtype","accuracy"
"70_7","cds_compbias","HA","H10N8",0
"70_7","cds_compbias","HA","H16N3",0.739622641509434
"70_7","cds_compbias","HA","H3N8",0
"70_7","cds_compbias","HA","H4N6",0.936292054402291
"70_7","cds_compbias","HA","H4N8",0.991596638655462
"70_7","cds_compbias","HA","H5N1",0.562043795620438
"70_7","cds_compbias","HA","H5N6",0.583333333333333
"70_7","cds_compbias","HA","H7N3",0
"70_7","cds_compbias","HA","H7N4",1
"70_7","cds_compbias","HA","H7N7",1
"70_7","cds_compbias","HA","H7N9",1
"70_7","cds_compbias","HA","H8N4",0.269736842105263
"70_7","cds_compbias","HA","H9N2",0.769230769230769
"70_7","nuc_2mer","HA","H10N8",1
"70_7","nuc_2mer","HA","H16N3",0.150943396226415
"70_7","nuc_2mer","HA","H3N8",0
"70_7","nuc_2mer","HA","H4N6",0.936292054402291
"70_7","nuc_2mer","HA","H4N8",0.957983193277311
"70_7","nuc_2mer","HA","H5N1",0.708029197080292
"70_7","nuc_2mer","HA","H5N6",0.333333333333333
"70_7","nuc_2mer","HA","H7N3",0.5
"70_7","nuc_2mer","HA","H7N4",1
"70_7","nuc_2mer","HA","H7N7",1
"70_7","nuc_2mer","HA","H7N9",1
"70_7","nuc_2mer","HA","H8N4",0.256578947368421
"70_7","nuc_2mer","HA","H9N2",0.615384615384615
"70_7","nuc_3mer","HA","H10N8",0
"70_7","nuc_3mer","HA","H16N3",0.969811320754717
"70_7","nuc_3mer","HA","H3N8",0
"70_7","nuc_3mer","HA","H4N6",0.982820329277022
"70_7","nuc_3mer","HA","H4N8",1
"70_7","nuc_3mer","HA","H5N1",0.868613138686131
"70_7","nuc_3mer","HA","H5N6",1
"70_7","nuc_3mer","HA","H7N3",0
"70_7","nuc_3mer","HA","H7N4",0
"70_7","nuc_3mer","HA","H7N7",1
"70_7","nuc_3mer","HA","H7N9",1
"70_7","nuc_3mer","HA","H8N4",0.605263157894737
"70_7","nuc_3mer","HA","H9N2",0
"70_7","nuc_4mer","HA","H10N8",1
"70_7","nuc_4mer","HA","H16N3",1
"70_7","nuc_4mer","HA","H3N8",0.5
"70_7","nuc_4mer","HA","H4N6",0.652111667859699
"70_7","nuc_4mer","HA","H4N8",0.836134453781513
"70_7","nuc_4mer","HA","H5N1",0.948905109489051
"70_7","nuc_4mer","HA","H5N6",1
"70_7","nuc_4mer","HA","H7N3",0
"70_7","nuc_4mer","HA","H7N4",1
"70_7","nuc_4mer","HA","H7N7",1
"70_7","nuc_4mer","HA","H7N9",0.883928571428571
"70_7","nuc_4mer","HA","H8N4",0.368421052631579
"70_7","nuc_4mer","HA","H9N2",0.307692307692308
"70_7","nuc_5mer","HA","H10N8",0
"70_7","nuc_5mer","HA","H16N3",0.916981132075472
"70_7","nuc_5mer","HA","H3N8",0
"70_7","nuc_5mer","HA","H4N6",0.936292054402291
"70_7","nuc_5mer","HA","H4N8",0.878151260504202
"70_7","nuc_5mer","HA","H5N1",0.912408759124088
"70_7","nuc_5mer","HA","H5N6",0.75
"70_7","nuc_5mer","HA","H7N3",1
"70_7","nuc_5mer","HA","H7N4",1
"70_7","nuc_5mer","HA","H7N7",0
"70_7","nuc_5mer","HA","H7N9",0.977678571428571
"70_7","nuc_5mer","HA","H8N4",0.671052631578947
"70_7","nuc_5mer","HA","H9N2",0.538461538461538
"70_7","nuc_6mer","HA","H10N8",0
"70_7","nuc_6mer","HA","H16N3",0.947169811320755
"70_7","nuc_6mer","HA","H3N8",0.5
"70_7","nuc_6mer","HA","H4N6",0.659985683607731
"70_7","nuc_6mer","HA","H4N8",0.659663865546218
"70_7","nuc_6mer","HA","H5N1",0.751824817518248
"70_7","nuc_6mer","HA","H5N6",1
"70_7","nuc_6mer","HA","H7N3",0
"70_7","nuc_6mer","HA","H7N4",0
"70_7","nuc_6mer","HA","H7N7",0
"70_7","nuc_6mer","HA","H7N9",0.877232142857143
"70_7","nuc_6mer","HA","H8N4",0.388157894736842
"70_7","nuc_6mer","HA","H9N2",0.307692307692308
"70_7","prot_2mer","HA","H10N8",0
"70_7","prot_2mer","HA","H16N3",0
"70_7","prot_2mer","HA","H3N8",0
"70_7","prot_2mer","HA","H4N6",0.426628489620616
"70_7","prot_2mer","HA","H4N8",0.995798319327731
"70_7","prot_2mer","HA","H5N1",0.941605839416058
"70_7","prot_2mer","HA","H5N6",1
"70_7","prot_2mer","HA","H7N3",1
"70_7","prot_2mer","HA","H7N4",1
"70_7","prot_2mer","HA","H7N7",1
"70_7","prot_2mer","HA","H7N9",0.785714285714286
"70_7","prot_2mer","HA","H8N4",0.0263157894736842
"70_7","prot_2mer","HA","H9N2",0.461538461538462
"70_7","prot_ctdc","HA","H10N8",0
"70_7","prot_ctdc","HA","H16N3",0.977358490566038
"70_7","prot_ctdc","HA","H3N8",1
"70_7","prot_ctdc","HA","H4N6",0.944166070150322
"70_7","prot_ctdc","HA","H4N8",0.953781512605042
"70_7","prot_ctdc","HA","H5N1",0.766423357664234
"70_7","prot_ctdc","HA","H5N6",1
"70_7","prot_ctdc","HA","H7N3",1
"70_7","prot_ctdc","HA","H7N4",1
"70_7","prot_ctdc","HA","H7N7",1
"70_7","prot_ctdc","HA","H7N9",1
"70_7","prot_ctdc","HA","H8N4",0.5
"70_7","prot_ctdc","HA","H9N2",0.153846153846154
"70_7","prot_ctdd","HA","H10N8",0.5
"70_7","prot_ctdd","HA","H16N3",0.932075471698113
"70_7","prot_ctdd","HA","H3N8",1
"70_7","prot_ctdd","HA","H4N6",0.785254115962777
"70_7","prot_ctdd","HA","H4N8",0.991596638655462
"70_7","prot_ctdd","HA","H5N1",0.781021897810219
"70_7","prot_ctdd","HA","H5N6",1
"70_7","prot_ctdd","HA","H7N3",1
"70_7","prot_ctdd","HA","H7N4",1
"70_7","prot_ctdd","HA","H7N7",1
"70_7","prot_ctdd","HA","H7N9",0.933035714285714
"70_7","prot_ctdd","HA","H8N4",0.947368421052632
"70_7","prot_ctdd","HA","H9N2",0.0769230769230769
"70_7","prot_ctdt","HA","H10N8",1
"70_7","prot_ctdt","HA","H16N3",0.671698113207547
"70_7","prot_ctdt","HA","H3N8",0
"70_7","prot_ctdt","HA","H4N6",0.994989262705798
"70_7","prot_ctdt","HA","H4N8",0.991596638655462
"70_7","prot_ctdt","HA","H5N1",0.89051094890511
"70_7","prot_ctdt","HA","H5N6",1
"70_7","prot_ctdt","HA","H7N3",1
"70_7","prot_ctdt","HA","H7N4",1
"70_7","prot_ctdt","HA","H7N7",1
"70_7","prot_ctdt","HA","H7N9",1
"70_7","prot_ctdt","HA","H8N4",0.809210526315789
"70_7","prot_ctdt","HA","H9N2",0.153846153846154
"70_7","prot_ctriad","HA","H10N8",0.5
"70_7","prot_ctriad","HA","H16N3",0.309433962264151
"70_7","prot_ctriad","HA","H3N8",0
"70_7","prot_ctriad","HA","H4N6",0.90050107372942
"70_7","prot_ctriad","HA","H4N8",0.907563025210084
"70_7","prot_ctriad","HA","H5N1",0.554744525547445
"70_7","prot_ctriad","HA","H5N6",0.75
"70_7","prot_ctriad","HA","H7N3",1
"70_7","prot_ctriad","HA","H7N4",1
"70_7","prot_ctriad","HA","H7N7",1
"70_7","prot_ctriad","HA","H7N9",0.854910714285714
"70_7","prot_ctriad","HA","H8N4",0.0263157894736842
"70_7","prot_ctriad","HA","H9N2",0
"70_7","prot_pseaac","HA","H10N8",0
"70_7","prot_pseaac","HA","H16N3",0.99622641509434
"70_7","prot_pseaac","HA","H3N8",0
"70_7","prot_pseaac","HA","H4N6",0.883321403006442
"70_7","prot_pseaac","HA","H4N8",0.970588235294118
"70_7","prot_pseaac","HA","H5N1",0.576642335766423
"70_7","prot_pseaac","HA","H5N6",1
"70_7","prot_pseaac","HA","H7N3",1
"70_7","prot_pseaac","HA","H7N4",1
"70_7","prot_pseaac","HA","H7N7",1
"70_7","prot_pseaac","HA","H7N9",0.995535714285714
"70_7","prot_pseaac","HA","H8N4",0.217105263157895
"70_7","prot_pseaac","HA","H9N2",0
"70_7","cds_compbias","M1","H10N8",1
"70_7","cds_compbias","M1","H16N3",0.939622641509434
"70_7","cds_compbias","M1","H3N8",1
"70_7","cds_compbias","M1","H4N6",0.805297065139585
"70_7","cds_compbias","M1","H4N8",0.966386554621849
"70_7","cds_compbias","M1","H5N1",0.0364963503649635
"70_7","cds_compbias","M1","H5N6",1
"70_7","cds_compbias","M1","H7N3",0
"70_7","cds_compbias","M1","H7N4",1
"70_7","cds_compbias","M1","H7N7",1
"70_7","cds_compbias","M1","H7N9",0.919642857142857
"70_7","cds_compbias","M1","H8N4",0.789473684210526
"70_7","cds_compbias","M1","H9N2",0.846153846153846
"70_7","nuc_2mer","M1","H10N8",1
"70_7","nuc_2mer","M1","H16N3",0.562264150943396
"70_7","nuc_2mer","M1","H3N8",1
"70_7","nuc_2mer","M1","H4N6",0.517537580529707
"70_7","nuc_2mer","M1","H4N8",0.390756302521008
"70_7","nuc_2mer","M1","H5N1",0.496350364963504
"70_7","nuc_2mer","M1","H5N6",0.833333333333333
"70_7","nuc_2mer","M1","H7N3",0
"70_7","nuc_2mer","M1","H7N4",0
"70_7","nuc_2mer","M1","H7N7",0
"70_7","nuc_2mer","M1","H7N9",0.930803571428571
"70_7","nuc_2mer","M1","H8N4",0.421052631578947
"70_7","nuc_2mer","M1","H9N2",0.846153846153846
"70_7","nuc_3mer","M1","H10N8",1
"70_7","nuc_3mer","M1","H16N3",0.675471698113208
"70_7","nuc_3mer","M1","H3N8",1
"70_7","nuc_3mer","M1","H4N6",0.463135289906943
"70_7","nuc_3mer","M1","H4N8",0.76890756302521
"70_7","nuc_3mer","M1","H5N1",0.240875912408759
"70_7","nuc_3mer","M1","H5N6",1
"70_7","nuc_3mer","M1","H7N3",0
"70_7","nuc_3mer","M1","H7N4",0
"70_7","nuc_3mer","M1","H7N7",0
"70_7","nuc_3mer","M1","H7N9",0.875
"70_7","nuc_3mer","M1","H8N4",0.559210526315789
"70_7","nuc_3mer","M1","H9N2",0.923076923076923
"70_7","nuc_4mer","M1","H10N8",1
"70_7","nuc_4mer","M1","H16N3",0.516981132075472
"70_7","nuc_4mer","M1","H3N8",1
"70_7","nuc_4mer","M1","H4N6",0.661417322834646
"70_7","nuc_4mer","M1","H4N8",0.815126050420168
"70_7","nuc_4mer","M1","H5N1",0.0583941605839416
"70_7","nuc_4mer","M1","H5N6",0.833333333333333
"70_7","nuc_4mer","M1","H7N3",0
"70_7","nuc_4mer","M1","H7N4",0
"70_7","nuc_4mer","M1","H7N7",0
"70_7","nuc_4mer","M1","H7N9",0.926339285714286
"70_7","nuc_4mer","M1","H8N4",0.75
"70_7","nuc_4mer","M1","H9N2",0.846153846153846
"70_7","nuc_5mer","M1","H10N8",1
"70_7","nuc_5mer","M1","H16N3",0.566037735849057
"70_7","nuc_5mer","M1","H3N8",1
"70_7","nuc_5mer","M1","H4N6",0.763779527559055
"70_7","nuc_5mer","M1","H4N8",0.840336134453782
"70_7","nuc_5mer","M1","H5N1",0.394160583941606
"70_7","nuc_5mer","M1","H5N6",1
"70_7","nuc_5mer","M1","H7N3",0
"70_7","nuc_5mer","M1","H7N4",0
"70_7","nuc_5mer","M1","H7N7",0
"70_7","nuc_5mer","M1","H7N9",0.908482142857143
"70_7","nuc_5mer","M1","H8N4",0.960526315789474
"70_7","nuc_5mer","M1","H9N2",0.769230769230769
"70_7","nuc_6mer","M1","H10N8",1
"70_7","nuc_6mer","M1","H16N3",0.486792452830189
"70_7","nuc_6mer","M1","H3N8",1
"70_7","nuc_6mer","M1","H4N6",0.800286327845383
"70_7","nuc_6mer","M1","H4N8",0.840336134453782
"70_7","nuc_6mer","M1","H5N1",0.124087591240876
"70_7","nuc_6mer","M1","H5N6",0.75
"70_7","nuc_6mer","M1","H7N3",1
"70_7","nuc_6mer","M1","H7N4",0
"70_7","nuc_6mer","M1","H7N7",0
"70_7","nuc_6mer","M1","H7N9",0.948660714285714
"70_7","nuc_6mer","M1","H8N4",0.677631578947368
"70_7","nuc_6mer","M1","H9N2",0.769230769230769
"70_7","prot_2mer","M1","H10N8",1
"70_7","prot_2mer","M1","H16N3",0.984905660377358
"70_7","prot_2mer","M1","H3N8",1
"70_7","prot_2mer","M1","H4N6",0.909806728704367
"70_7","prot_2mer","M1","H4N8",0.96218487394958
"70_7","prot_2mer","M1","H5N1",0.0218978102189781
"70_7","prot_2mer","M1","H5N6",1
"70_7","prot_2mer","M1","H7N3",0
"70_7","prot_2mer","M1","H7N4",0
"70_7","prot_2mer","M1","H7N7",0
"70_7","prot_2mer","M1","H7N9",0.723214285714286
